match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_aerialLost,stat_interceptionWon,stat_fouls,stat_totalContest,stat_wonContest,stat_totalOffside,player_firstName,player_lastName,captain,stat_accurateCross,player_sofascoreId,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
10438186,home,FC Arouca,Ignacio de Arruabarrena,ignacio-de-arruabarrena,I. d. Arruabarrena,G,12,186,301,M,789933,EUR,853372800,G,12,12,False,37.0,17.0,26.0,6.0,15.0,24.0,2.0,13.0,2.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,90.0,52.0,7.0,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438186,home,FC Arouca,Bogdan Milovanov,bogdan-milovanov,B. Milovanov,D,3,178,86,M,914162,EUR,892944000,D,21,21,False,16.0,8.0,4.0,1.0,6.0,8.0,2.0,9.0,2.0,2.0,3.0,1.0,,,,,,,,,63.0,31.0,6.5,12.0,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10438186,home,FC Arouca,Nino Galović,nino-galovic,N. Galović,D,,184,65,M,161431,EUR,710380800,D,44,44,False,48.0,42.0,13.0,8.0,36.0,40.0,6.0,8.0,1.0,5.0,9.0,1.0,1.0,,,,,,,,90.0,59.0,7.1,6.0,0,,,2.0,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,
10438186,home,FC Arouca,Jerome Opoku,opoku-jerome,J. Opoku,D,3,194,1396,M,920514,EUR,908323200,D,3,3,False,33.0,27.0,6.0,3.0,21.0,24.0,6.0,9.0,1.0,3.0,3.0,,,,,,,,,,90.0,43.0,6.8,8.0,1,,1.0,4.0,,,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,
10438186,home,FC Arouca,Mateus Quaresma,mateus-quaresma,M. Quaresma,D,66,181,70,M,874360,EUR,840672000,D,6,6,False,45.0,35.0,6.0,2.0,24.0,27.0,11.0,20.0,3.0,,3.0,,,2.0,,,,,,,90.0,69.0,5.7,21.0,0,2.0,,12.0,1.0,1.0,,,2.0,2.0,,4.0,5.0,1.0,1.0,,,,,,,,,,,,,,
10438186,home,FC Arouca,Alan Ruiz,alan-ruiz,A. Ruiz,M,,181,154,M,158255,EUR,745718400,M,10,10,False,48.0,44.0,9.0,7.0,20.0,22.0,24.0,27.0,13.0,2.0,4.0,5.0,2.0,3.0,,,,,,,90.0,71.0,7.3,10.0,3,1.0,2.0,11.0,,1.0,3.0,,,7.0,,,6.0,3.0,,,,,,,,,,,,,,,
10438186,home,FC Arouca,Ismaila Soro,ismaila-soro,I. Soro,M,19,173,157,M,892808,EUR,894499200,M,23,23,False,17.0,13.0,3.0,2.0,9.0,13.0,4.0,5.0,4.0,,3.0,1.0,,,,,,,,,63.0,29.0,6.3,9.0,0,1.0,1.0,6.0,3.0,3.0,,,1.0,,2.0,,2.0,2.0,,,,,,,,,,,,,,,
10438186,home,FC Arouca,David Simão,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,5,5,False,38.0,33.0,12.0,11.0,19.0,21.0,15.0,18.0,3.0,1.0,5.0,,,1.0,,,,,,,89.0,44.0,6.7,6.0,0,1.0,1.0,5.0,3.0,,,,1.0,,,2.0,1.0,1.0,,,,True,1.0,,,,,,,,,,
10438186,home,FC Arouca,Morlaye Sylla,morlaye-sylla,M. Sylla,M,2,170,6425,M,822492,EUR,901497600,F,2,2,False,41.0,33.0,9.0,5.0,13.0,16.0,20.0,26.0,7.0,2.0,7.0,2.0,2.0,1.0,,,,,,,89.0,62.0,7.1,14.0,0,1.0,,8.0,,3.0,,,1.0,1.0,2.0,3.0,5.0,4.0,,,,,,morlayesylla2,1.0,,,,,,,,
10438186,home,FC Arouca,Rafa Mújica,rafa-mujica,R. Mújica,F,19,183,746,M,845424,EUR,909619200,F,19,19,False,13.0,12.0,1.0,1.0,6.0,7.0,6.0,6.0,4.0,1.0,2.0,1.0,1.0,2.0,,,,,,,78.0,24.0,6.7,5.0,1,,1.0,8.0,1.0,1.0,,,3.0,4.0,,2.0,,,,,,,,,1.0,1.0,,,,,,,
