match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_fouls,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_expectedGoals,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
11450103,home,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187.0,289,M,190179,EUR,806803200,G,1,1,False,26.0,12.0,23.0,9.0,6.0,10.0,6.0,16.0,7.0,2.0,90.0,31.0,6.9,14.0,0.0008068,0,0.0531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450103,home,Samsunspor,Zeki Yavru,zeki-yavru,Z. Yavru,D,18,178.0,204,M,140735,EUR,684028800,D,18,18,False,27.0,20.0,5.0,2.0,7.0,8.0,13.0,22.0,1.0,,90.0,52.0,6.8,14.0,0.0317476,0,,True,3.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11450103,home,Samsunspor,Ľubomír Šatka,ubomir-satka,Ľ. Šatka,D,37,185.0,293,M,187231,EUR,817862400,D,37,37,False,27.0,18.0,10.0,3.0,13.0,15.0,5.0,12.0,4.0,,90.0,32.0,6.8,9.0,0.00231633,0,,,,3.0,2.0,,,1.0,,,,,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,
11450103,home,Samsunspor,Alim Öztürk,alim-ozturk,A. Öztürk,D,5,190.0,29,M,151074,EUR,721958400,D,5,5,False,25.0,18.0,6.0,3.0,12.0,15.0,6.0,10.0,5.0,,90.0,35.0,7.6,7.0,0.00307111,0,,,,3.0,7.0,,,3.0,4.0,2.0,,,,3.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,,
11450103,home,Samsunspor,Rick Van Drongelen,rick-van-drongelen,R. V. Drongelen,D,4,185.0,366,M,803023,EUR,914112000,D,4,4,False,26.0,14.0,11.0,4.0,5.0,9.0,9.0,18.0,5.0,,90.0,54.0,7.5,15.0,0.0112716,0,,,1.0,3.0,7.0,1.0,,,4.0,4.0,,,1.0,1.0,3.0,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11450103,home,Samsunspor,Flavien Tait,flavien-tait,F. Tait,M,,175.0,101,M,312388,EUR,728611200,M,13,13,False,21.0,19.0,1.0,1.0,6.0,7.0,13.0,14.0,5.0,,70.0,34.0,6.8,7.0,0.0231077,1,,,,5.0,5.0,3.0,,,2.0,1.0,2.0,,1.0,,,,,2.0,1.0,3.0,1.0,,,1.0,0.0236,,,,,,,,,,,,
11450103,home,Samsunspor,Youssef Aït Bennasser,youssef-ait-bennasser,Y. A. Bennasser,M,15,184.0,425,M,802850,EUR,836697600,M,6,6,False,21.0,18.0,5.0,2.0,9.0,9.0,9.0,12.0,5.0,,53.0,32.0,6.8,4.0,0.00820698,1,,,,2.0,2.0,1.0,,2.0,2.0,1.0,,,1.0,,,,,,,1.0,,,,1.0,0.0105,,,,,,,,,,,,
11450103,home,Samsunspor,Carlo Holse,carlo-holse,C. Holse,M,21,177.0,633,M,837012,EUR,928281600,M,21,21,False,27.0,18.0,2.0,,6.0,10.0,13.0,18.0,2.0,,90.0,43.0,7.1,13.0,0.19715,2,,,1.0,9.0,5.0,3.0,1.0,,3.0,,1.0,,2.0,1.0,,,2.0,2.0,,1.0,4.0,,,,0.2139,2.0,1.0,2.0,2.0,1.0,1.0,0.3228,,,,,
11450103,home,Samsunspor,Olivier Ntcham,olivier-ntcham,O. Ntcham,M,10,180.0,801,M,352676,EUR,823824000,M,10,10,False,28.0,20.0,3.0,2.0,6.0,10.0,14.0,19.0,7.0,,69.0,43.0,7.2,12.0,0.0155991,3,,,1.0,4.0,6.0,1.0,,,1.0,,,,1.0,2.0,,,2.0,3.0,3.0,3.0,,,,,0.0593,,,,,2.0,1.0,0.0345,,,,,
11450103,home,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174.0,320,M,202032,EUR,777600000,M,11,11,False,25.0,20.0,3.0,2.0,7.0,7.0,14.0,22.0,4.0,,77.0,40.0,7.6,8.0,0.066334,0,,,4.0,2.0,2.0,1.0,,1.0,,,,,1.0,2.0,2.0,,1.0,,,,3.0,,,,,,1.0,2.0,,,,,,,,,
11450103,home,Samsunspor,Marius Mouandilmadji,marius-mouandilmadji,M. Mouandilmadji,F,9,190.0,1399,M,943593,EUR,885427200,F,9,9,False,29.0,12.0,,,1.0,1.0,11.0,28.0,3.0,,90.0,43.0,7.2,22.0,0.0114422,2,,,,21.0,5.0,,4.0,,,,3.0,1.0,12.0,2.0,1.0,,5.0,1.0,,,1.0,,,,0.2992,,,,,,2.0,0.6744,1.0,,,,
11450103,home,Samsunspor,Taylan Antalyalı,taylan-antalyali,T. Antalyalı,M,14,180.0,286,M,190197,EUR,789523200,M,48,48,True,13.0,11.0,1.0,1.0,6.0,6.0,5.0,7.0,3.0,,37.0,14.0,6.5,3.0,0.00411236,0,,,,2.0,1.0,1.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
