match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_aerialLost,stat_duelLost,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_wonTackle,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_errorLeadToAShot,stat_penaltyConceded,player_sofascoreId,stat_totalOffside
13472789,home,Red Bull Bragantino,Cleiton,cleiton,Cleiton,G,1,190,551,M,844576,EUR,871948800,G,1,1,False,True,11.0,9.0,4.0,2.0,0.0,7.0,7.0,2.0,4.0,3.0,2.0,90.0,15.0,7.1,2.0,0.00094372,0,0.0809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472789,home,Red Bull Bragantino,Nathan Mendes,nathan-mendes,N. Mendes,D,45,182,358,M,1116955,EUR,1029715200,D,45,45,False,,21.0,20.0,,,0.0,5.0,5.0,15.0,16.0,2.0,,45.0,27.0,6.6,2.0,0.0313695,0,,Nathan,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472789,home,Red Bull Bragantino,Pedro Henrique,pedro-henrique,P. Henrique,D,14,188,417,M,551774,EUR,812592000,D,14,14,False,,58.0,53.0,5.0,1.0,0.0,19.0,19.0,34.0,39.0,3.0,,90.0,73.0,7.6,8.0,0.0235293,2,,,,,,,3.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,0.1316,2.0,,,,,,,,,,,,,,,,,,,,,
13472789,home,Red Bull Bragantino,Guzmán Rodríguez,guzman-rodriguez,G. Rodríguez,D,2,185,481,M,997239,EUR,949968000,D,2,2,False,,73.0,71.0,3.0,3.0,0.0,26.0,26.0,45.0,47.0,8.0,,90.0,82.0,7.8,2.0,0.143467,1,,,1.0,1.0,,,,3.0,5.0,1.0,3.0,,1.0,,0.0264,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
13472789,home,Red Bull Bragantino,Vanderlan,vanderlan,Vanderlan,D,6,183,1727,M,1067640,EUR,1031356800,D,12,12,False,,41.0,35.0,3.0,2.0,0.0,6.0,6.0,29.0,35.0,5.0,,90.0,66.0,8.0,12.0,0.453755,0,,Vanderlan,,1.0,,1.0,12.0,2.0,4.0,,1.0,,,,,4.0,3.0,2.0,,,,7.0,1.0,,,,,,,,,,,,,,
13472789,home,Red Bull Bragantino,Fabinho,fabinho,Fabinho,M,5,178,1291,M,1117513,EUR,1018310400,M,5,5,False,,59.0,55.0,8.0,5.0,0.0,17.0,17.0,38.0,42.0,4.0,,81.0,68.0,7.1,6.0,0.0672619,0,,,2.0,7.0,,4.0,1.0,1.0,3.0,,2.0,1.0,2.0,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
13472789,home,Red Bull Bragantino,Matheus Fernandes,matheus-fernandes,M. Fernandes,M,35,183,759,M,840150,EUR,899164800,M,35,35,False,,30.0,26.0,1.0,,0.0,7.0,7.0,19.0,23.0,2.0,,59.0,40.0,6.9,4.0,0.0236801,2,,,,4.0,,4.0,,,3.0,1.0,,1.0,2.0,,0.0423,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,
13472789,home,Red Bull Bragantino,Ignacio Laquintana,ignacio-laquintana,I. Laquintana,M,19,177,612,M,948004,EUR,917827200,M,33,33,False,,18.0,16.0,,,0.0,2.0,3.0,14.0,15.0,3.0,,45.0,30.0,6.9,7.0,0.0883296,2,,,,4.0,2.0,1.0,2.0,1.0,2.0,,,,1.0,,0.0542,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,0.0913,,,,,,,,,
13472789,home,Red Bull Bragantino,Jhon Jhon,jhon-jhon,Jhon Jhon,M,10,178,2841,M,1167069,EUR,1031529600,M,10,10,False,,61.0,52.0,11.0,8.0,0.0,8.0,10.0,44.0,51.0,3.0,,90.0,91.0,8.9,16.0,0.344466,5,,Jhon Jhon,,2.0,1.0,,6.0,,8.0,1.0,2.0,,1.0,3.0,0.9558,4.0,4.0,4.0,,1.0,,2.0,,2.0,,2.0,2.0,1.0107,1.0,,,,,,,,
13472789,home,Red Bull Bragantino,Lucas Barbosa,lucas-barbosa,L. Barbosa,M,21,193,762,M,1067641,EUR,982800000,M,21,21,False,,28.0,23.0,3.0,3.0,0.0,6.0,6.0,17.0,22.0,4.0,,59.0,41.0,6.8,11.0,0.0396097,2,,Lucas Barbosa,,3.0,2.0,1.0,2.0,,1.0,,1.0,,1.0,,0.0744,,1.0,,,1.0,,,,2.0,,1.0,,,,,,,,,,,
