match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,captain,stat_aerialLost,stat_unsuccessfulTouch,stat_challengeLost,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_goals,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_penaltyWon,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAGoal,stat_hitWoodwork
12924422,home,VV Sparta Nijkerk,Mathijs Swaneveld,mathijs-swaneveld,M. Swaneveld,G,196.0,2,M,983192,EUR,902016000.0,G,1,1,False,20.0,14.0,11.0,5.0,0.0,12.0,15.0,2.0,6.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,90.0,33.0,6.8,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12924422,home,VV Sparta Nijkerk,Raymond Huizing,huizing-raymond,R. Huizing,D,177.0,6,M,1019903,EUR,998352000.0,D,3,3,False,49.0,41.0,5.0,3.0,0.0,12.0,16.0,31.0,39.0,6.0,1.0,4.0,,,,,90.0,80.0,7.1,15.0,1,,,3,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,
12924422,home,VV Sparta Nijkerk,Janic Makizodila,janic-makizodila,J. Makizodila,D,196.0,3,M,899808,EUR,763516800.0,D,4,4,False,47.0,41.0,7.0,4.0,0.0,19.0,21.0,22.0,29.0,3.0,2.0,5.0,,,,,90.0,60.0,6.7,12.0,0,Janic,Makizodila,4,,,2.0,2.0,,2.0,1.0,,,,1.0,1.0,,True,1.0,1.0,,,,,,,,,,,,,,
12924422,home,VV Sparta Nijkerk,Wesley de Laat,wesley-de-laat,W. d. Laat,D,,1,M,899810,EUR,,D,5,5,False,46.0,39.0,4.0,2.0,0.0,21.0,24.0,18.0,22.0,,2.0,4.0,,,,,83.0,53.0,6.6,8.0,0,,,,,1.0,7.0,2.0,,,,,,1.0,2.0,1.0,2.0,,3.0,1.0,2.0,,,,,,,,,,,,,
12924422,home,VV Sparta Nijkerk,Thomas van Dijk,thomas-van-dijk,T. v. Dijk,D,,3,M,1154747,EUR,1032825600.0,D,14,14,False,35.0,25.0,7.0,2.0,0.0,15.0,19.0,12.0,20.0,4.0,,6.0,,,,,90.0,51.0,6.6,17.0,0,Thomas van Dijk,,14,2.0,1.0,3.0,4.0,,2.0,,,,1.0,,2.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,
12924422,home,VV Sparta Nijkerk,Victor van der Linde,victor-van-der-linde,V. v. d. Linde,D,197.0,2,M,1411094,EUR,915148800.0,M,20,20,False,43.0,35.0,11.0,8.0,0.0,20.0,21.0,15.0,22.0,,1.0,7.0,,,,,88.0,52.0,7.3,10.0,0,Victor van der Linde,,20,,,2.0,3.0,,,,,,,2.0,2.0,1.0,,1.0,2.0,,1.0,1.0,2.0,,,,,,,,,,
12924422,home,VV Sparta Nijkerk,Roy Bakkenes,roy-bakkenes,R. Bakkenes,M,175.0,3,M,101374,EUR,658022400.0,M,17,17,False,37.0,29.0,4.0,,0.0,8.0,10.0,21.0,33.0,6.0,,2.0,,,,,83.0,56.0,7.5,17.0,2,Roy,Bakkenes,17,,1.0,4.0,6.0,,2.0,1.0,,2.0,,1.0,3.0,2.0,,,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,
12924422,home,VV Sparta Nijkerk,Kevin Sterling,kevin-sterling,K. Sterling,F,184.0,3,M,866090,EUR,683856000.0,M,49,49,False,18.0,14.0,,,3.0,2.0,2.0,14.0,19.0,3.0,,2.0,,,,,51.0,33.0,8.3,11.0,1,,,,2.0,,5.0,2.0,2.0,3.0,2.0,,,,,,1.0,,1.0,3.0,,,,4.0,,2.0,1.0,,,,,,,
12924422,home,VV Sparta Nijkerk,Christos Ibrahim,christos-ibrahim,C. Ibrahim,M,183.0,9,M,1084543,EUR,1024099200.0,M,7,7,False,34.0,30.0,2.0,2.0,0.0,12.0,13.0,19.0,24.0,3.0,1.0,10.0,,,,,90.0,58.0,7.6,13.0,6,Christos Ibrahim,,7,1.0,1.0,9.0,5.0,3.0,2.0,,2.0,2.0,,,3.0,3.0,,,1.0,1.0,3.0,1.0,1.0,1.0,,3.0,1.0,1.0,,,,,
12924422,home,VV Sparta Nijkerk,Omar El Ghazouani,omar-el-ghazouani,O. E. Ghazouani,F,,8,M,1411063,EUR,886464000.0,M,11,11,False,15.0,12.0,1.0,1.0,0.0,4.0,4.0,9.0,15.0,4.0,,1.0,,,,,84.0,40.0,7.5,14.0,3,Omar El Ghazouani,,11,1.0,,7.0,6.0,2.0,4.0,2.0,,1.0,,1.0,2.0,2.0,,,4.0,1.0,2.0,2.0,1.0,1.0,,,2.0,,,,,,
