match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalOffside,stat_keyPass,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_lastManTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,stat_fouls,player_sofascoreId,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_wasFouled,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_hitWoodwork
14566755,home,Eintracht Frankfurt,Michael Zetterer,michael-zetterer,M. Zetterer,G,23,187,476,M,190161,EUR,805507200,G,23,23,False,39.0,26.0,15.0,3.0,0.0,24.0,27.0,2.0,12.0,3.0,4.0,3.0,12.0,1.0,1.0,1.0,3.0,3.0,2.0,90.0,55.0,5.9,13.0,0.00089843,23.616,5.3821,0.0,162.88036061336,22.0,111.405,12.6,0.0089,0,-1.4101,0.01,0.03,-0.14,-0.88,3.51,1.65,0.21,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566755,home,Eintracht Frankfurt,Nnamdi Collins,nnamdi-collins,N. Collins,D,34,191,1319,M,1048569,EUR,1073692800,D,34,34,False,57.0,45.0,2.0,,0.0,23.0,26.0,22.0,31.0,1.0,2.0,7.0,6.0,1.0,1.0,,,,,90.0,86.0,6.3,15.0,0.085904,33.264,10.4969,18.0,162.72943886063,15.0,75.39,54.705,,0,,0.2,0.23,-0.35,,2.84,5.29,1.28,0.67,0.42,Nnamdi Collins,,1.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14566755,home,Eintracht Frankfurt,Robin Koch,robin-koch,R. Koch,D,4,190,1834,M,581302,EUR,837561600,D,4,4,False,58.0,54.0,1.0,,0.0,43.0,44.0,11.0,14.0,4.0,5.0,5.0,2.0,1.0,1.0,,,,,90.0,70.0,6.8,5.0,0.00312598,30.852,10.2768,4.0,29.60711907909,7.0,-0.10500000000002,6.405,,1,,0.01,0.01,0.36,,2.74,5.77,1.26,0.42,0.08,,,,,1.0,1.0,,,2.0,1.0,,,True,1.0,1.0,1.0,1.0,0.1542,-0.42,,,,,,,,,,,,,
14566755,home,Eintracht Frankfurt,Arthur Theate,arthur-theate,A. Theate,D,3,186,2200,M,965778,EUR,959212800,D,3,3,False,62.0,54.0,5.0,1.0,0.0,37.0,38.0,17.0,24.0,1.0,1.0,2.0,6.0,,,,,,,90.0,72.0,6.1,11.0,0.00866482,31.644,10.26532,9.0,138.80995133909,19.0,47.145,11.025,,0,,0.15,0.07,-0.36,,2.9,5.31,1.37,0.48,0.21,,,1.0,,1.0,2.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
14566755,home,Eintracht Frankfurt,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5676,M,790965,EUR,897955200,M,20,20,False,34.0,24.0,,,0.0,12.0,15.0,12.0,19.0,,6.0,4.0,5.0,2.0,1.0,,,,,78.0,54.0,7.2,16.0,0.384912,27.72,9.3081,3.0,147.1104056482,14.0,57.855,36.435,,0,,0.37,0.2,0.2,,2.46,4.79,1.52,0.49,0.05,,,2.0,1.0,2.0,6.0,1.0,1.0,,,,1.0,,,,,2.0,,,1.0,doanritsu,2.0,1.0,1.0,3.0,,,,,,,
14566755,home,Eintracht Frankfurt,Mahmoud Dahoud,mahmoud-dahoud,M. Dahoud,M,18,177,1899,M,341589,EUR,820454400,M,18,18,False,29.0,26.0,2.0,1.0,0.0,15.0,16.0,11.0,13.0,,1.0,1.0,,,,,,,,70.0,36.0,6.3,4.0,0.0361427,29.124,9.11395,5.0,70.823194528321,9.0,-14.385,8.19,,0,,0.14,0.05,-0.3,,1.9,4.93,1.71,0.47,0.09,,,,,,2.0,2.0,,,2.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,
14566755,home,Eintracht Frankfurt,Farès Chaïbi,fares-chaibi,F. Chaïbi,M,8,183,17679,M,1192318,EUR,1038441600,M,8,8,False,29.0,24.0,5.0,1.0,0.0,9.0,9.0,15.0,20.0,,3.0,2.0,2.0,2.0,1.0,,,,,90.0,52.0,6.2,15.0,0.0358509,30.24,12.06065,9.0,30.2302801298,4.0,16.485,11.865,,2,,0.1,0.05,-0.21,,2.49,6.54,2.11,0.74,0.18,,,8.0,,2.0,6.0,2.0,1.0,1.0,,,1.0,,,,,2.0,0.2348,-0.37,2.0,fareschaibi28,,1.0,,,1.0,1.0,0.4192,,,,
14566755,home,Eintracht Frankfurt,Nathaniel Brown,nathaniel-brown,N. Brown,D,21,179,1794,M,1159759,EUR,1055721600,M,21,21,False,25.0,21.0,2.0,,0.0,13.0,15.0,8.0,10.0,,,,5.0,,,,,,,90.0,35.0,6.6,6.0,0.170076,32.472,10.65873,15.0,139.40148999993,15.0,33.495,16.17,,0,,0.35,0.19,-0.17,,2.93,5.43,1.33,0.63,0.33,,,1.0,,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
14566755,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5880,M,66518,EUR,707529600,F,27,27,False,44.0,37.0,2.0,1.0,0.0,19.0,20.0,18.0,24.0,,2.0,2.0,7.0,,,,,,,69.0,58.0,6.5,13.0,0.0178827,27.324,9.00515,4.0,143.50147684447,20.0,17.85,19.74,,1,,-0.13,0.12,0.25,,2.0,4.34,2.04,0.56,0.06,,,,,3.0,6.0,,2.0,,1.0,1.0,,,,,,3.0,0.2173,0.02,,MarioGotze,2.0,1.0,,1.0,,1.0,,,,,
14566755,home,Eintracht Frankfurt,Jonathan Burkardt,jonathan-burkardt,J. Burkardt,F,9,181,3960,M,939830,EUR,963273600,F,9,9,False,12.0,10.0,,,0.0,6.0,6.0,4.0,6.0,,2.0,,1.0,2.0,,,,,,59.0,27.0,5.9,8.0,0.0037309,31.176,7.0893,6.0,19.456180997917,3.0,5.88,6.195,,3,,-0.02,0.04,-0.05,,1.87,3.44,1.19,0.45,0.13,,,,,4.0,8.0,1.0,1.0,,,1.0,,,,,,3.0,0.2837,-0.54,1.0,,1.0,,,,,3.0,,,,,
