match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalClearance,stat_interceptionWon,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_challengeLost,stat_unsuccessfulTouch,stat_fouls,captain,stat_totalCross,stat_keyPass,player_sofascoreId,stat_totalOffside,stat_goalAssist,stat_accurateCross,stat_penaltyConceded,stat_blockedScoringAttempt,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_penaltyWon
10407248,home,Royale Union Saint-Gilloise,Anthony Moris,anthony-moris,A. Moris,G,49,184,298,M,39457,EUR,641347200,G,49,49,False,27.0,19.0,15.0,7.0,12.0,13.0,7.0,14.0,3.0,1.0,1.0,1.0,90.0,28.0,5.9,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407248,home,Royale Union Saint-Gilloise,Ross Sykes,ross-sykes,R. Sykes,D,26,196,237,M,845558,EUR,922406400,D,26,26,False,11.0,8.0,2.0,,8.0,10.0,,1.0,2.0,,,,25.0,14.0,6.2,3.0,0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407248,home,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196,314,M,303634,EUR,686793600,D,16,16,False,36.0,29.0,6.0,4.0,19.0,23.0,10.0,13.0,7.0,,,,90.0,44.0,7.2,7.0,1,,,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
10407248,home,Royale Union Saint-Gilloise,Ismael Kandouss,ismael-kandouss,I. Kandouss,D,27,192,741,M,934196,EUR,879292800,D,59,59,False,42.0,35.0,6.0,2.0,22.0,26.0,13.0,16.0,10.0,,,,90.0,57.0,7.3,8.0,1,,,1.0,1.0,2.0,7.0,1.0,1.0,,,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,
10407248,home,Royale Union Saint-Gilloise,Bart Nieuwkoop,bart-nieuwkoop,B. Nieuwkoop,D,2,180,335,M,797279,EUR,826156800,M,2,2,False,18.0,7.0,5.0,1.0,3.0,8.0,4.0,10.0,3.0,,,,90.0,37.0,7.1,16.0,2,,,,2.0,1.0,1.0,,,2.0,1.0,1.0,1.0,4.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,
10407248,home,Royale Union Saint-Gilloise,Teddy Teuma,teddy-teuma,T. Teuma,M,80,176,885,M,829643,EUR,749347200,M,10,10,False,48.0,39.0,4.0,2.0,23.0,25.0,16.0,29.0,10.0,,,,90.0,66.0,6.6,18.0,0,,,,1.0,2.0,6.0,2.0,2.0,,,1.0,,5.0,3.0,,,,2.0,,,2.0,True,6.0,1.0,,,,,,,,,,
10407248,home,Royale Union Saint-Gilloise,Lazare Amani,jean-thierry-lazare-amani,L. Amani,M,88,172,4130,M,845136,EUR,889228800,M,8,8,False,19.0,14.0,2.0,1.0,8.0,8.0,6.0,11.0,6.0,,,,74.0,28.0,6.4,9.0,0,Jean Thierry Lazare,Amani,,,,3.0,1.0,,,,,,3.0,1.0,,1.0,1.0,2.0,,,1.0,,,,jtl_amani_8,1.0,,,,,,,,
10407248,home,Royale Union Saint-Gilloise,Senne Lynen,senne-lynen,S. Lynen,M,14,182,400,M,826171,EUR,919382400,M,20,20,False,35.0,29.0,7.0,4.0,18.0,20.0,13.0,19.0,4.0,,,,90.0,49.0,7.3,8.0,0,,,3.0,4.0,,1.0,,,,,,,1.0,,,1.0,1.0,,1.0,,,,4.0,2.0,,,1.0,2.0,,,,,,
10407248,home,Royale Union Saint-Gilloise,Simon Adingra,simon-adingra,S. Adingra,M,24,175,53010,M,1110842,EUR,1009843200,M,11,11,False,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,,14.0,2.0,3.0,1.0,0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,simon.adingra,,,,1.0,,,,,
10407248,home,Royale Union Saint-Gilloise,Dante Vanzeir,dante-vanzeir,D. Vanzeir,F,13,175,638,M,822673,EUR,892684800,F,13,13,False,8.0,6.0,,,2.0,2.0,4.0,8.0,,,,,89.0,21.0,6.3,12.0,1,,,1.0,,,,2.0,,1.0,,,,5.0,2.0,,,,,,3.0,1.0,,2.0,,,3.0,,,,,,,,
10407248,home,Royale Union Saint-Gilloise,Victor Okoh Boniface,victor-okoh-boniface,V. O. Boniface,F,22,193,28827,M,978521,EUR,977529600,F,7,7,False,13.0,10.0,1.0,1.0,2.0,3.0,8.0,12.0,2.0,,,,75.0,25.0,6.3,10.0,1,,,1.0,,,2.0,2.0,1.0,,,,,2.0,,,,,1.0,1.0,4.0,,,2.0,1.0,boniface_jrn,,,,,1.0,,,,
10407248,home,Royale Union Saint-Gilloise,Loïc Lapoussin,loic-lapoussin,L. Lapoussin,M,,181,710,M,902987,EUR,827884800,F,94,94,True,28.0,21.0,5.0,1.0,6.0,8.0,16.0,23.0,5.0,,,,65.0,45.0,7.2,12.0,0,,,1.0,2.0,,4.0,,,,,,,,,,2.0,1.0,2.0,,2.0,,,3.0,1.0,,,1.0,1.0,,,,,,
10407248,home,Royale Union Saint-Gilloise,Cameron Puertas,cameron-puertas,C. Puertas,M,18,178,1145,M,916176,EUR,903398400,M,23,23,True,4.0,3.0,,,1.0,1.0,2.0,3.0,,,,,16.0,10.0,6.3,3.0,0,,,,,,3.0,2.0,1.0,,,,,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,
10407248,home,Royale Union Saint-Gilloise,Gustaf Nilsson,gustaf-nilsson,G. Nilsson,F,19,197,769,M,572286,EUR,864345600,F,29,29,True,6.0,4.0,,,,,4.0,6.0,,,,,15.0,10.0,6.6,3.0,0,,,1.0,,1.0,2.0,,,,,,2.0,3.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
10407248,home,Royale Union Saint-Gilloise,José Rodríguez,jose-rodriguez,J. Rodríguez,M,,180,59,M,138394,EUR,787536000,M,4,4,True,3.0,2.0,,,,,2.0,4.0,,,,,1.0,4.0,,2.0,0,José,Rodríguez,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
10407248,home,Royale Union Saint-Gilloise,Lucas Pirard,lucas-pirard,L. Pirard,G,21,191,83,M,190379,EUR,794793600,G,21,21,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407248,home,Royale Union Saint-Gilloise,Viktor Boone,viktor-boone,V. Boone,D,3,191,49,M,1046455,EUR,885686400,D,3,3,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407248,home,Royale Union Saint-Gilloise,Guillaume François,guillaume-francois,G. François,M,19,174,66,M,45897,EUR,644371200,D,19,19,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
