match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_fouls,stat_onTargetScoringAttempt,stat_lastManTackle,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_goals,stat_dispossessed,captain,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
12513714,home,Sporting Braga,Lukáš Horníček,lukas-hornicek,L. Horníček,G,1,194,548,M,963744,EUR,1026518400,G,91,91,False,36.0,27.0,13.0,4.0,0.0,26.0,28.0,1.0,8.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,1.0,90.0,46.0,6.8,9.0,0.00055073,0,-0.4766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513714,home,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,297,M,877918,EUR,954547200,D,2,2,False,75.0,66.0,3.0,,0.0,32.0,33.0,38.0,51.0,2.0,3.0,9.0,,,,,,90.0,103.0,7.4,16.0,0.213533,1,,9.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0524,2.0,,,,,,,,,,,,,,,,,,,
12513714,home,Sporting Braga,Paulo Oliveira,paulo-oliveira,P. Oliveira,D,15,187,180,M,106751,EUR,694828800,D,15,15,False,80.0,72.0,7.0,2.0,0.0,55.0,56.0,17.0,24.0,4.0,6.0,7.0,,,,,,90.0,89.0,7.1,8.0,0.00347219,0,,,,1.0,3.0,3.0,,,,1.0,1.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,
12513714,home,Sporting Braga,Sikou Niakaté,sikou-niakate,S. Niakaté,D,4,186,1565,M,868235,EUR,931564800,D,4,4,False,68.0,61.0,11.0,6.0,0.0,38.0,40.0,23.0,28.0,6.0,3.0,1.0,1.0,,,,,90.0,77.0,6.6,7.0,0.00618806,1,,,,4.0,3.0,10.0,2.0,,,,2.0,2.0,,0.0249,,,4.0,1.0,1.0,0.0762,,,,,,,,,,,,,,
12513714,home,Sporting Braga,Francisco Chissumba,francisco-chissumba,F. Chissumba,D,55,180,264,M,1158067,EUR,1117324800,D,55,55,False,55.0,43.0,6.0,2.0,0.0,23.0,27.0,20.0,32.0,7.0,4.0,8.0,,,,,,90.0,82.0,6.9,20.0,0.00986336,1,,4.0,,2.0,2.0,7.0,1.0,1.0,,,3.0,,,0.2246,1.0,,2.0,1.0,,0.2134,Francisco,Chissumba,4.0,2.0,,,,,,,,,,
12513714,home,Sporting Braga,Jean-Baptiste Gorby,jean-baptiste-gorby,J. Gorby,M,29,181,4294,M,1120039,EUR,1027555200,M,29,29,False,69.0,61.0,8.0,5.0,0.0,33.0,37.0,28.0,32.0,4.0,1.0,3.0,,,,,,90.0,79.0,7.2,11.0,0.0153818,2,,,,1.0,1.0,4.0,1.0,,,,2.0,1.0,2.0,0.061,,,1.0,1.0,,0.0101,,,2.0,1.0,1.0,,,,,,,,,
12513714,home,Sporting Braga,Uroš Račić,uros-racic,U. Račić,M,10,193,669,M,839909,EUR,890092800,M,10,10,False,54.0,50.0,5.0,5.0,0.0,26.0,29.0,24.0,25.0,3.0,,3.0,,,,,,76.0,60.0,8.7,5.0,0.0753022,2,,,,1.0,1.0,4.0,2.0,,,,2.0,2.0,,0.3955,1.0,,,2.0,,1.139,,,1.0,,,2.0,,,,,,,,
12513714,home,Sporting Braga,Rodrigo Zalazar,rodrigo-zalazar,R. Zalazar,M,10,174,2789,M,966575,EUR,934416000,M,16,16,False,54.0,46.0,3.0,3.0,0.0,17.0,18.0,30.0,38.0,6.0,1.0,8.0,,,,,,76.0,76.0,7.2,13.0,0.161009,3,,2.0,1.0,,1.0,5.0,1.0,,,2.0,3.0,1.0,1.0,0.1675,1.0,,1.0,,,,,,4.0,2.0,3.0,,1.0,,,,,,,
12513714,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2145,M,314380,EUR,779587200,M,21,21,False,31.0,27.0,2.0,,0.0,7.0,8.0,22.0,25.0,6.0,,5.0,4.0,,,,,82.0,51.0,8.1,9.0,0.127024,1,,2.0,2.0,,,2.0,,,,,2.0,1.0,2.0,0.2644,3.0,,,1.0,,0.9552,,,,,,1.0,2.0,True,1.0,,,,,
12513714,home,Sporting Braga,Ismael Gharbi,gharbi-ismael,I. Gharbi,M,11,173,7580,M,1113488,EUR,1081555200,M,20,20,False,20.0,17.0,1.0,1.0,2.0,4.0,5.0,15.0,18.0,4.0,,3.0,,,,,,63.0,42.0,8.0,13.0,0.218822,2,,3.0,2.0,,,7.0,1.0,,1.0,,2.0,2.0,5.0,0.2475,2.0,,2.0,,,,,,4.0,2.0,1.0,,2.0,,2.0,,,,,
