match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_keyPass,stat_bigChanceCreated,stat_interceptionWon,stat_goalAssist,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_challengeLost,player_sofascoreId,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_totalOffside,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_lastManTackle
10382244,home,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186,588,M,253875,EUR,817948800,G,22,22,False,14.0,14.0,3.0,3.0,11.0,11.0,3.0,3.0,1.0,8.0,1.0,1.0,90.0,22.0,6.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382244,home,Feyenoord,Marcus Pedersen,,,marcus-pedersen,M. Pedersen,D,16,178,655,M,934409,EUR,963705600,D,2,2,False,28.0,22.0,1.0,1.0,8.0,9.0,14.0,22.0,1.0,4.0,,,69.0,45.0,6.5,0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10382244,home,Feyenoord,Lutsharel Geertruida,,,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,4,4,False,68.0,63.0,7.0,6.0,28.0,30.0,35.0,38.0,2.0,3.0,,,90.0,77.0,7.3,0,,1.0,2.0,,,,,,,1.0,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10382244,home,Feyenoord,Dávid Hancko,,,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,89.0,81.0,8.0,7.0,43.0,47.0,38.0,42.0,2.0,7.0,,,90.0,103.0,7.8,3,,,1.0,5.0,1.0,,,1.0,2.0,,10.0,1.0,,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10382244,home,Feyenoord,Quilindschy Hartman,,,quilindschy-hartman,Q. Hartman,D,3,183,1253,M,1392044,EUR,1005696000,D,5,5,False,43.0,32.0,4.0,1.0,18.0,22.0,14.0,23.0,,7.0,,,79.0,56.0,6.6,0,2.0,4.0,5.0,4.0,,2.0,1.0,1.0,,,15.0,,,,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,
10382244,home,Feyenoord,Mats Wieffer,,,mats-wieffer,M. Wieffer,M,27,188,2174,M,959628,EUR,942710400,M,20,20,False,66.0,52.0,3.0,1.0,22.0,27.0,30.0,39.0,6.0,9.0,,,90.0,101.0,7.8,3,,3.0,6.0,16.0,1.0,,,4.0,4.0,1.0,19.0,,,3.0,,7.0,2.0,1.0,2.0,5.0,3.0,1.0,,,,,,,,,,,,,
10382244,home,Feyenoord,Orkun Kökçü,,,orkun-kokcu,O. Kökçü,M,10,175,13499,M,907461,EUR,978048000,M,10,10,False,80.0,70.0,7.0,3.0,20.0,20.0,55.0,69.0,,8.0,,,90.0,98.0,7.5,2,9.0,,3.0,1.0,1.0,,,,,1.0,16.0,5.0,,,,,,2.0,,1.0,1.0,1.0,orkunkokcu,True,5.0,,,,,,,,,,
10382244,home,Feyenoord,Alireza Jahanbakhsh,,,alireza-jahanbakhsh,A. Jahanbakhsh,M,27,180,3825,M,331837,EUR,745027200,M,7,7,False,31.0,22.0,2.0,2.0,4.0,4.0,20.0,35.0,1.0,8.0,,,62.0,57.0,7.3,2,8.0,1.0,7.0,5.0,1.0,5.0,3.0,1.0,,1.0,19.0,2.0,1.0,,,,,1.0,,2.0,1.0,2.0,alirezajb,,2.0,1.0,1.0,,,,,,,,
10382244,home,Feyenoord,Javairô Dilrosun,,,javairo-dilrosun,J. Dilrosun,F,24,175,728,M,803028,EUR,898473600,M,11,11,False,24.0,16.0,4.0,2.0,2.0,4.0,15.0,23.0,1.0,1.0,,,69.0,35.0,6.8,1,3.0,,2.0,3.0,1.0,2.0,2.0,2.0,,,13.0,2.0,,,,1.0,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,
10382244,home,Feyenoord,Oussama Idrissi,,,oussama-idrissi,O. Idrissi,M,11,175,2812,M,823963,EUR,825292800,M,26,26,False,52.0,46.0,2.0,2.0,15.0,16.0,32.0,41.0,,3.0,,,90.0,75.0,8.4,3,5.0,,3.0,5.0,,4.0,2.0,2.0,1.0,2.0,14.0,2.0,,,,,,,,2.0,2.0,,,,1.0,3.0,,1.0,,,,,,,
