match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,player_firstName,player_lastName,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals
12624449,home,Damac FC,Florin Niță,florin-nita,F. Niță,G,185.0,1579,M,83551,EUR,552268800,G,1,1,False,27.0,21.0,8.0,2.0,0.0,19.0,21.0,2.0,6.0,2.0,10.0,1.0,2.0,3.0,90.0,40.0,6.7,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624449,home,Damac FC,Ramzi Sawlan,sawlan-ramzi,R. Sawlan,D,,23,M,965309,EUR,892857600,D,51,51,False,35.0,30.0,3.0,1.0,0.0,21.0,23.0,11.0,15.0,6.0,6.0,,,,90.0,66.0,7.4,10.0,0,15,3.0,2.0,2.0,1.0,5.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,
12624449,home,Damac FC,Farouk Chafaï,farouk-chafai,F. Chafaï,D,182.0,329,M,880083,EUR,646099200,D,15,15,False,42.0,38.0,12.0,8.0,0.0,27.0,28.0,11.0,14.0,6.0,3.0,,,,90.0,54.0,7.1,5.0,0,5,,,1.0,,1.0,2.0,,,,1.0,2.0,,,,1.0,2.0,,,True,,,,,,,,,,,,
12624449,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,185.0,1163,M,906407,EUR,702172800,D,3,3,False,22.0,18.0,8.0,5.0,0.0,11.0,11.0,7.0,11.0,4.0,4.0,,,,35.0,30.0,5.5,5.0,0,3,,,2.0,1.0,4.0,3.0,,1.0,1.0,,,1.0,1.0,,,,2.0,,,,,1.0,,,,,,,,,
12624449,home,Damac FC,Abdulrahman Al-Obaid,abdulrahman-al-obaid,A. Al-Obaid,D,172.0,51,M,818705,EUR,736128000,D,13,13,False,20.0,15.0,5.0,2.0,0.0,7.0,9.0,9.0,13.0,,3.0,,,,68.0,33.0,6.5,9.0,0,13,2.0,1.0,,,2.0,2.0,,,,,1.0,2.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,
12624449,home,Damac FC,Ayman Fallatah,ayman-fallatah,A. Fallatah,M,190.0,80,M,1517641,EUR,1065052800,M,95,95,False,26.0,22.0,2.0,1.0,0.0,14.0,17.0,8.0,9.0,2.0,2.0,,,,68.0,42.0,7.1,6.0,0,95,,,,,1.0,8.0,1.0,2.0,2.0,,1.0,4.0,2.0,,1.0,2.0,,1.0,,,,,,,,,,,,,
12624449,home,Damac FC,François Kamano,francois-kamano,F. Kamano,M,182.0,1456,M,580800,EUR,830995200,M,11,11,False,8.0,4.0,1.0,,0.0,,1.0,5.0,11.0,,,,,,42.0,18.0,6.7,11.0,1,45,4.0,1.0,,1.0,,1.0,,,,,,,,,3.0,,,1.0,,,,,1.0,,,,,,,,
12624449,home,Damac FC,Tariq Mohammed,tariq-mohammed,T. Mohammed,M,170.0,26,M,871619,EUR,810345600,M,5,5,False,38.0,34.0,3.0,1.0,0.0,20.0,21.0,14.0,17.0,1.0,5.0,,,,79.0,43.0,6.4,6.0,0,6,,,1.0,,2.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,
12624449,home,Damac FC,Nicolae Stanciu,nicolae-stanciu,N. Stanciu,M,171.0,4005,M,108673,EUR,736732800,M,32,32,False,45.0,36.0,7.0,3.0,0.0,18.0,18.0,18.0,28.0,1.0,7.0,,,,90.0,59.0,7.0,12.0,4,8,1.0,,,,3.0,2.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,2.0,,,,,,
12624449,home,Damac FC,Georges-Kévin N'Koudou,georges-kevin-nkoudou,G. N'Koudou,M,172.0,2369,M,342909,EUR,792633600,M,10,10,False,50.0,43.0,13.0,10.0,0.0,16.0,16.0,27.0,35.0,,8.0,,,,90.0,74.0,7.6,15.0,2,11,1.0,,,,2.0,9.0,,5.0,5.0,,,,,,5.0,4.0,,,,,,2.0,1.0,,1.0,,,,,,
