match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_outfielderBlock,stat_totalTackle,stat_errorLeadToAShot,stat_wasFouled,captain,stat_aerialWon,stat_fouls,stat_totalOffside,player_sofascoreId,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_lastManTackle
14572756,home,BSC Young Boys,Marvin Keller,marvin-keller,M. Keller,G,1,187,238,M,1005744,EUR,1017792000,G,1,1,False,38.0,35.0,11.0,8.0,0.0,34.0,35.0,1.0,3.0,2.0,7.0,1.0,2.0,2.0,2.0,90.0,46.0,5.5,3.0,0.00041354,0.0282,0,-2.1324,0.04,0.01,-0.63,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572756,home,BSC Young Boys,Saidy Janko,saidy-janko,S. Janko,D,17,178,272,M,348362,EUR,814320000,D,17,17,False,43.0,34.0,7.0,4.0,0.0,19.0,22.0,15.0,21.0,4.0,6.0,,,,,77.0,68.0,7.1,17.0,0.0733806,,1,,0.25,0.34,-0.64,,7.0,1.0,3.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,0.114,0.7909,3.0,0.53,,,,,,,,,,,,,,,,,,,
14572756,home,BSC Young Boys,Tanguy Zoukrou,tanguy-zoukrou,T. Zoukrou,D,4,189,139,M,1133520,EUR,1052265600,D,4,4,False,76.0,73.0,11.0,9.0,0.0,52.0,52.0,21.0,24.0,8.0,2.0,,,,,90.0,89.0,6.4,4.0,0.0113011,,0,,0.19,0.12,-0.56,,,,3.0,2.0,1.0,,,,,,,,1.0,,,,,Tanguy Zoukrou,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
14572756,home,BSC Young Boys,Loris Benito,loris-benito,L. Benito,D,23,184,189,M,67308,EUR,694742400,D,23,23,False,91.0,88.0,6.0,6.0,0.0,50.0,51.0,38.0,40.0,4.0,5.0,,,,,90.0,102.0,6.4,8.0,0.0262221,,0,,0.35,0.15,-0.65,,1.0,,3.0,2.0,,,,,,,,,4.0,,,1.0,,,,1.0,1.0,,1.0,,True,2.0,2.0,1.0,,,,,,,,
14572756,home,BSC Young Boys,Jaouen Hadjam,jaouen-hadjam,J. Hadjam,D,3,184,9146,M,1049534,EUR,1048636800,D,3,3,False,39.0,33.0,2.0,2.0,0.0,12.0,12.0,21.0,27.0,3.0,,,,,,90.0,72.0,6.6,14.0,0.546771,,5,,0.58,0.35,-0.63,,5.0,2.0,8.0,7.0,1.0,3.0,5.0,4.0,1.0,1.0,,,1.0,0.1543,0.0212,3.0,-0.51,Jaouen Hadjam,,3.0,,1.0,,1.0,,1.0,,,jaouen.h3,3.0,1.0,,,,,
14572756,home,BSC Young Boys,Darian Maleš,darian-males,D. Maleš,M,39,188,208,M,988277,EUR,988848000,M,39,39,False,32.0,28.0,3.0,1.0,1.0,7.0,7.0,21.0,25.0,,3.0,,,,,90.0,44.0,7.1,7.0,0.158051,,3,,0.38,0.45,-0.17,,2.0,1.0,1.0,5.0,,,,,,1.0,,,2.0,0.6144,0.1856,2.0,-0.65,,,,,3.0,,1.0,,1.0,1.0,2.0,,2.0,,2.0,2.0,,,
14572756,home,BSC Young Boys,Armin Gigović,armin-gigovic,A. Gigović,M,37,187,1509,M,988893,EUR,1018051200,M,37,37,False,27.0,24.0,2.0,2.0,0.0,8.0,8.0,16.0,19.0,,3.0,,,,,67.0,39.0,6.1,9.0,0.0314147,,1,,0.25,0.08,-0.24,,,,7.0,1.0,1.0,1.0,,,,,,1.0,5.0,0.0206,,1.0,-0.14,,,2.0,,,,1.0,,,3.0,,,1.0,,,,,,
14572756,home,BSC Young Boys,Edimilson Fernandes,edimilson-fernandes,E. Fernandes,M,6,190,345,M,330099,EUR,829526400,M,6,6,False,60.0,54.0,9.0,7.0,0.0,19.0,19.0,35.0,41.0,2.0,2.0,,,,,90.0,77.0,6.8,17.0,0.138158,,1,,0.33,0.07,-0.14,,10.0,2.0,2.0,,,,,,,,,,1.0,0.0167,,1.0,-0.07,,,1.0,,,,,,,1.0,,,1.0,,,,,,
14572756,home,BSC Young Boys,Joël Monteiro,joel-monteiro,J. Monteiro,M,77,192,365,M,1065154,EUR,933811200,M,77,77,False,20.0,15.0,1.0,1.0,0.0,1.0,1.0,14.0,19.0,1.0,1.0,,,,,67.0,44.0,6.0,14.0,0.0425518,,2,,0.04,-0.51,-0.18,,1.0,,12.0,7.0,1.0,1.0,5.0,1.0,,,,,2.0,0.2626,,1.0,-0.43,,,4.0,,4.0,,,,2.0,2.0,,,2.0,,1.0,3.0,,,
14572756,home,BSC Young Boys,Chris Bedia,chris-bedia,C. Bedia,F,29,189,741,M,359236,EUR,825984000,F,29,29,False,13.0,6.0,,,0.0,,,6.0,13.0,,2.0,,,,,66.0,23.0,6.1,12.0,0.0154954,,1,,-0.26,0.11,-0.05,,,,4.0,1.0,1.0,1.0,1.0,,1.0,,,,2.0,0.0171,,1.0,-0.16,,,1.0,,,,,,1.0,,,,1.0,,,,,,
14572756,home,BSC Young Boys,Christian Fassnacht,christian-fassnacht,C. Fassnacht,M,16,185,511,M,787422,EUR,752976000,F,16,16,False,14.0,10.0,1.0,1.0,0.0,6.0,7.0,4.0,7.0,,2.0,,,,,77.0,24.0,6.5,7.0,0.0157013,,3,,-0.1,0.02,-0.02,,,,5.0,4.0,,1.0,,,,,,,2.0,0.2576,,,-0.21,,,2.0,,2.0,,,,2.0,2.0,,,1.0,2.0,1.0,1.0,,,
14572756,home,BSC Young Boys,Sergio Córdova,sergio-cordova,S. Córdova,F,9,188,672,M,881222,EUR,871084800,F,9,9,True,4.0,3.0,,,0.0,2.0,2.0,1.0,2.0,,1.0,,,,,24.0,5.0,6.3,2.0,0.00075542,,0,,-0.09,,0.13,,,,2.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,
14572756,home,BSC Young Boys,Rayan Raveloson,rayan-raveloson,R. Raveloson,M,45,182,2758,M,757742,EUR,853372800,M,45,45,True,13.0,13.0,2.0,2.0,0.0,3.0,3.0,10.0,10.0,1.0,2.0,,,,,23.0,15.0,6.8,1.0,0.0433415,,0,,0.32,0.04,-0.04,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
