match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,player_jerseyNumber,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,captain,stat_unsuccessfulTouch,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_dispossessed,player_sofascoreId,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_fouls,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside
10382089,home,FC Emmen,Eric Oelschlägel,,,eric-oelschlagel,E. Oelschlägel,G,193.0,62,M,253515,EUR,811555200,G,1,1,False,35.0,17.0,25.0,7.0,14.0,16.0,3.0,19.0,8.0,1.0,1.0,90.0,41.0,7.1,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382089,home,FC Emmen,Keziah Veendorp,,,keziah-veendorp,K. Veendorp,D,183.0,41,M,361778,EUR,856137600,D,2,2,False,63.0,50.0,14.0,8.0,26.0,30.0,24.0,33.0,13.0,,,90.0,76.0,7.5,13.0,0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10382089,home,FC Emmen,Miguel Araujo,,,miguel-araujo,M. Araujo,D,178.0,883,M,370226,EUR,782956800,D,5,5,False,35.0,27.0,7.0,3.0,22.0,28.0,5.0,7.0,10.0,,,90.0,44.0,7.3,8.0,0,4.0,6.0,,,3.0,1.0,,20,4.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,
10382089,home,FC Emmen,Jeroen Veldmate,,,jeroen-veldmate,J. Veldmate,D,187.0,9,,28111,EUR,594950400,D,4,4,False,46.0,40.0,8.0,5.0,30.0,31.0,10.0,15.0,8.0,,,90.0,56.0,7.0,7.0,0,1.0,4.0,1.0,,1.0,1.0,,,,1.0,3.0,,True,1.0,2.0,,,,,,,,,,,,,
10382089,home,FC Emmen,Lorenzo Burnet,Lorenzo,Burnet,lorenzo-burnet,L. Burnet,D,170.0,12,M,100384,EUR,663552000,D,18,18,False,46.0,36.0,4.0,1.0,12.0,13.0,25.0,36.0,4.0,,,90.0,72.0,6.9,15.0,0,3.0,,1.0,,,,1.0,18,1.0,,4.0,,,1.0,,3.0,1.0,1.0,,,,,,,,,,
10382089,home,FC Emmen,Ole Romeny,,,ole-romeny,O. Romeny,F,185.0,13950,M,921948,EUR,961459200,M,77,77,False,25.0,19.0,,,3.0,4.0,16.0,21.0,2.0,,,83.0,37.0,6.8,10.0,3,4.0,4.0,,,3.0,2.0,,11,1.0,,,,,1.0,,,,1.0,oleromeny,3.0,1.0,2.0,1.0,,,,,
10382089,home,FC Emmen,Jari Vlak,,,jari-vlak,J. Vlak,M,191.0,123,M,932652,EUR,903139200,M,20,20,False,60.0,44.0,8.0,5.0,17.0,22.0,27.0,39.0,5.0,,,90.0,76.0,7.5,17.0,3,3.0,5.0,2.0,1.0,2.0,1.0,,8,,2.0,2.0,,,,,1.0,,,,1.0,1.0,,1.0,2.0,1.0,,,
10382089,home,FC Emmen,Lucas Bernadou,,,bernadou-lucas,L. Bernadou,M,178.0,53,M,997187,EUR,969753600,M,8,8,False,39.0,32.0,4.0,3.0,11.0,14.0,21.0,25.0,5.0,,,86.0,58.0,7.2,15.0,0,2.0,6.0,,,4.0,4.0,1.0,6,1.0,,3.0,,,7.0,,,,,,3.0,2.0,,,,,,,
10382089,home,FC Emmen,Richairo Živković,,,richairo-zivkovic,R. Živković,F,186.0,197,M,295137,EUR,841881600,M,9,9,False,11.0,9.0,,,1.0,1.0,8.0,10.0,,,,83.0,21.0,6.8,2.0,1,6.0,5.0,1.0,1.0,4.0,2.0,,30,2.0,1.0,1.0,,,,,,,,,,,1.0,,,3.0,1.0,,
10382089,home,FC Emmen,Rui Mendes,,,rui-mendes,R. Mendes,F,180.0,126,M,940979,EUR,942192000,F,7,7,False,28.0,21.0,1.0,,3.0,4.0,18.0,25.0,4.0,,,90.0,44.0,6.7,17.0,1,7.0,2.0,,1.0,,,5.0,27,1.0,1.0,,,,3.0,,1.0,,1.0,,6.0,1.0,,1.0,,,,1.0,
10382089,home,FC Emmen,Mark Diemers,,,mark-diemers,M. Diemers,M,175.0,198,M,252123,EUR,750297600,F,10,10,False,39.0,31.0,1.0,1.0,10.0,10.0,24.0,34.0,5.0,,,78.0,61.0,7.1,14.0,2,5.0,6.0,2.0,1.0,1.0,1.0,,10,1.0,,,,,3.0,5.0,5.0,3.0,,,1.0,,,1.0,1.0,1.0,,,
10382089,home,FC Emmen,Ahmed El Messaoudi,,,ahmed-el-messaoudi,A. E. Messaoudi,M,182.0,170,M,369798,EUR,807408000,M,23,23,True,5.0,5.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,,,12.0,9.0,6.7,,0,,3.0,,,,,,10,,2.0,1.0,,,,,,,,,1.0,1.0,,,,,,,
10382089,home,FC Emmen,Mohamed Bouchouari,,,mohamed-bouchouari,M. Bouchouari,D,170.0,778,M,965329,EUR,974246400,D,34,34,True,9.0,6.0,1.0,,1.0,1.0,5.0,9.0,1.0,,,11.0,14.0,6.6,4.0,1,,,,,,,,34,,,,,,,,1.0,,,,,,1.0,,,,,,
10382089,home,FC Emmen,Jasin Assehnoun,,,jasin-assehnoun,J. Assehnoun,M,175.0,80,M,943188,EUR,914630400,M,11,11,True,6.0,5.0,,,3.0,3.0,3.0,5.0,,,,11.0,10.0,6.7,2.0,1,,,,,,,,78,,,,,,,,2.0,1.0,,,,,1.0,,,,,,
10382089,home,FC Emmen,Fernando Pacheco,,,fernando-pacheco,F. Pacheco,F,175.0,307,M,874987,EUR,930355200,F,17,17,True,4.0,3.0,,,,,3.0,4.0,1.0,,,8.0,6.0,6.6,2.0,0,3.0,1.0,,,,,1.0,8,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,
10382089,home,FC Emmen,Kyan van Dorp,Kyan,van Dorp,kyan-van-dorp,K. v. Dorp,G,187.0,14,M,905384,EUR,958521600,G,16,16,True,,,,,,,,,,,,,,,,0,,,,,,,,23,,,,,,,,,,,,,,,,,,,,
10382089,home,FC Emmen,Mickey van der Hart,,,mickey-van-der-hart,M. v. d. Hart,G,188.0,97,M,242313,EUR,771465600,G,32,32,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382089,home,FC Emmen,Michaël Heylen,,,michael-heylen,M. Heylen,D,187.0,30,M,311954,EUR,757555200,D,13,13,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382089,home,FC Emmen,Julius Dirksen,,,julius-dirksen,J. Dirksen,D,185.0,74,M,1001943,EUR,1044144000,D,24,24,True,,,,,,,,,,,,,,,,0,,,,,,,,26,,,,,,,,,,,,,,,,,,,,
10382089,home,FC Emmen,Arnaud Luzayadio,Arnaud,Luzayadio,luzayadio-arnaud,A. Luzayadio,D,176.0,19,,872888,EUR,932342400,D,29,29,True,,,,,,,,,,,,,,,,0,,,,,,,,18,,,,,,,,,,,,,,,,,,,,
10382089,home,FC Emmen,Azzeddine Toufiqui,Azzeddine,Toufiqui,toufiqui-azzeddine,A. Toufiqui,M,175.0,52,,914710,EUR,924998400,M,27,27,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382089,home,FC Emmen,Ben Scholte,Ben Scholte,,ben-scholte,B. Scholte,F,185.0,21,M,1048127,EUR,997401600,M,19,19,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382089,home,FC Emmen,Gonzalo Sanchez,,,sanchez-gonzalo,G. Sanchez,F,181.0,40,M,928435,EUR,957571200,F,15,15,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382089,away,SC Heerenveen,Andries Noppert,,,andries-noppert,A. Noppert,G,203.0,438,M,339339,EUR,765676800,G,44,44,False,35.0,22.0,20.0,8.0,15.0,18.0,7.0,17.0,11.0,1.0,3.0,90.0,46.0,7.3,13.0,0,,,,,,,,44,,,,,,,,,,,,,,,,,,,,
10382089,away,SC Heerenveen,Milan van Ewijk,,,milan-van-ewijk,M. v. Ewijk,D,175.0,699,M,948723,EUR,968371200,D,27,27,False,43.0,32.0,5.0,2.0,12.0,17.0,20.0,26.0,7.0,,,90.0,70.0,6.9,18.0,1,4.0,3.0,,,2.0,2.0,1.0,27,,,3.0,,,4.0,1.0,,,,,2.0,,1.0,,,2.0,,,1.0
