match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_outfielderBlock,stat_totalOffside,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_onTargetScoringAttempt,stat_shotValueNormalized,stat_accurateCross,stat_blockedScoringAttempt,stat_shotOffTarget,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
15268210,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18384,M,RS1,920546,EUR,879811200,G,1,1,False,48.0,35.0,19.0,8.0,0.0,30.0,32.0,5.0,16.0,3.0,3.0,2.0,8.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,90.0,61.0,5.9,13.0,74.177374764196,13.0,30.290310399753,0.576,0,0.03,0.01,-1.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15268210,home,Chelsea,Josh Acheampong,josh-acheampong,J. Acheampong,D,34,190,13883,M,joshkofi2,1403050,EUR,1146787200,D,34,34,False,19.0,16.0,1.0,,0.0,7.0,7.0,9.0,12.0,1.0,2.0,2.0,1.0,,1.0,,,,,,,,53.0,28.0,6.4,4.0,108.30995644902,9.0,30.683178900844,,0,-0.07,0.02,-0.16,,Josh Acheampong,,1.0,1.0,1.0,24.951537786191,41.867660093362,2.0,1.0,,,,,,,,,,,,,,,,,,,,
15268210,home,Chelsea,Trevoh Chalobah,trevoh-chalobah,T. Chalobah,D,23,190,14433,M,yungchalobah,826134,EUR,931132800,D,23,23,False,44.0,41.0,1.0,1.0,0.0,29.0,30.0,12.0,14.0,2.0,4.0,8.0,2.0,,,,,,,,,,90.0,60.0,6.2,4.0,121.77427623986,13.0,54.842701816721,,0,0.08,0.06,-0.44,,,,,,,19.472611975419,35.576393423168,1.0,,1.0,4.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,
15268210,home,Chelsea,Wesley Fofana,wesley-fofana,W. Fofana,D,29,186,14575,M,wesley_fofana3,923894,EUR,977011200,D,29,29,False,55.0,48.0,2.0,1.0,0.0,39.0,41.0,9.0,14.0,1.0,4.0,3.0,4.0,,1.0,,,,,,,,75.0,64.0,6.0,8.0,116.45437288081,17.0,6.6255647920725,,0,-0.01,0.06,-0.54,,,,,,,,,,,1.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,
15268210,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37144,M,cucurella3,794939,EUR,901065600,D,3,3,False,31.0,28.0,,,0.0,17.0,18.0,11.0,13.0,,4.0,2.0,,,1.0,,,,,,,,81.0,48.0,6.0,5.0,4.3224161067625,1.0,2.0291545184488,,0,-0.07,0.0,-0.47,,,,2.0,,,,,,,,1.0,,,,,,3.0,2.0,,1.0,,,,,,,,,
15268210,home,Chelsea,Andrey Santos,santos-andrey,A. Santos,M,17,180,28027,M,andreysantos_5,1105779,EUR,1083542400,M,17,17,False,58.0,52.0,1.0,,0.0,31.0,34.0,21.0,24.0,,3.0,,1.0,,1.0,,,,,,,,90.0,65.0,6.5,6.0,75.94648511385,12.0,22.237622140685,,0,0.11,0.1,-0.19,,Andrey Santos,,,1.0,,,,,1.0,1.0,6.0,3.0,,,,,2.0,1.0,,2.0,,,,,,,,,
15268210,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,120639,M,Enzo8,974505,EUR,979689600,M,8,8,False,81.0,70.0,9.0,4.0,0.0,34.0,35.0,36.0,46.0,1.0,4.0,1.0,7.0,,1.0,,,,,,,,90.0,101.0,7.4,22.0,283.89099582828,33.0,153.38505869776,,1,0.33,0.32,0.28,,,,5.0,2.0,,27.489526398688,103.18042409453,4.0,2.0,1.0,5.0,1.0,1.0,1.0,,,2.0,2.0,2.0,1.0,True,1.0,-0.1,,,,,,
15268210,home,Chelsea,Estêvão,estevao,Estêvão,M,41,176,196577,M,Estêvão,1597265,EUR,1177372800,M,41,41,False,31.0,26.0,,,0.0,14.0,15.0,12.0,16.0,1.0,7.0,,4.0,,,,,,,,,,90.0,54.0,6.3,15.0,175.69679431883,17.0,138.69961153088,,4,0.07,0.36,-0.3,,Estêvão,,2.0,,2.0,17.659463554425,80.484204008743,5.0,1.0,1.0,9.0,3.0,4.0,6.0,5.0,,1.0,1.0,1.0,,,1.0,-0.38,1.0,3.0,,,,
15268210,home,Chelsea,João Pedro,joao-pedro,J. Pedro,F,20,182,99739,M,joaopedro,975079,EUR,1001462400,M,20,20,False,25.0,21.0,2.0,2.0,0.0,7.0,8.0,14.0,17.0,1.0,7.0,2.0,2.0,,4.0,,,,,,,,81.0,44.0,6.7,12.0,108.69618667775,12.0,70.444623956677,,1,0.19,0.24,-0.12,,,,1.0,,1.0,21.168635087337,48.449669247787,3.0,,1.0,6.0,,5.0,2.0,2.0,,,,2.0,,,,-0.42,,,1.0,,,
15268210,home,Chelsea,Pedro Neto,pedro-neto,P. Neto,M,7,172,40111,M,pedroneto_30,879349,EUR,952560000,M,7,7,False,36.0,26.0,2.0,1.0,1.0,5.0,7.0,21.0,29.0,,2.0,,,,1.0,,,,,,,,90.0,48.0,6.3,17.0,253.76035918631,22.0,138.40917565627,,2,-0.15,0.35,-0.2,,,,5.0,,,37.429704096164,120.12914611883,4.0,3.0,1.0,4.0,,2.0,2.0,1.0,,,,,,,1.0,-0.36,1.0,1.0,,1.0,,
15268210,home,Chelsea,Marc Guiu,guiu-marc,M. Guiu,F,38,187,28341,M,marcguiu9,1414933,EUR,1136332800,F,38,38,False,10.0,9.0,,,0.0,3.0,3.0,6.0,7.0,1.0,2.0,,,,1.0,,,,,,,,53.0,15.0,6.3,4.0,9.1402630706124,1.0,-8.2757428578358,,0,-0.1,-0.51,-0.02,,,,,,,,,,,,4.0,,1.0,,,,,,2.0,3.0,,,,,,,,,
15268210,home,Chelsea,Benoît Badiashile,benoit-badiashile,B. Badiashile,D,5,194,10530,M,badiashile,904827,EUR,985564800,D,5,5,True,29.0,27.0,1.0,,0.0,22.0,24.0,5.0,5.0,,1.0,,1.0,,1.0,,,,,,,,37.0,30.0,6.2,2.0,62.306686923828,9.0,25.341018266525,,0,-0.01,0.03,-0.24,,,,,,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,
15268210,home,Chelsea,Alejandro Garnacho,alejandro-garnacho,A. Garnacho,F,49,180,137323,M,AleGarnacho,1135873,EUR,1088640000,F,49,49,True,11.0,8.0,1.0,1.0,0.0,4.0,6.0,4.0,5.0,1.0,4.0,,1.0,,1.0,,,,,,,,37.0,20.0,9.2,5.0,61.986468713947,7.0,31.761355745595,,2,-0.02,0.26,0.16,,,,1.0,,,17.843304870361,33.736514954761,2.0,,1.0,2.0,,1.0,3.0,3.0,,,,,1.0,,2.0,0.93,,,,,2.0,
15268210,home,Chelsea,Jorrel Hato,jorrel-hato,J. Hato,D,21,182,15506,M,,1153079,EUR,1141689600,D,21,21,True,8.0,7.0,,,0.0,7.0,7.0,,1.0,1.0,3.0,,,,,,,,,,,,15.0,11.0,7.3,1.0,,,,,0,-0.01,,0.36,,,,,1.0,,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,
15268210,home,Chelsea,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196,10512,M,tosinadarabioyo,352668,EUR,875059200,D,4,4,True,7.0,6.0,,,0.0,6.0,7.0,,,1.0,1.0,2.0,,,,,,,,,,,9.0,9.0,6.7,1.0,,,,,0,0.0,,0.0,,,,,,,,,,,2.0,2.0,,,,,,,,,1.0,,,,,,,,,
15268210,home,Chelsea,Shumaira Mheuka,shumaira-mheuka,S. Mheuka,F,62,183,4077,M,,1402787,EUR,1192838400,F,62,62,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,1.0,,,,,,,,,,9.0,3.0,6.4,1.0,,,,,0,0.0,,0.13,,Shumaira Mheuka,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,
15268210,home,Chelsea,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190,13900,M,filipjorgensen1,962053,EUR,1018915200,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15268210,home,Chelsea,Dário Essugo,dario-essugo,D. Essugo,M,14,178,9142,M,,1110006,EUR,1110758400,M,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15268210,home,Chelsea,Facundo Buonanotte,facundo-buonanotte,F. Buonanotte,M,40,174,18001,M,facubuonanotte_,1117025,EUR,1103760000,M,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Facundo Buonanotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15268210,home,Chelsea,Tyrique George,tyrique-george,T. George,F,19,181,12338,M,,1403061,EUR,1139011200,F,32,32,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Tyrique George,,,,,,,,,,,,,,,,,,,,,,,,,,,,
