match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_wonContest,stat_accurateCross,stat_interceptionWon,stat_hitWoodwork,stat_totalOffside,stat_bigChanceMissed,stat_outfielderBlock,stat_clearanceOffLine
11408327,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,True,26.0,24.0,8.0,6.0,21.0,21.0,3.0,5.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,33.0,7.0,2.0,0.00083477,0,-0.4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408327,home,FC Porto,Martim Fernandes,martim-fernandes,M. Fernandes,D,52,181,1999,M,,1142585,EUR,1137542400,D,52,52,False,,41.0,33.0,1.0,,16.0,17.0,17.0,25.0,4.0,8.0,1.0,3.0,,,,,,,59.0,67.0,7.2,13.0,0.0316426,0,,,,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11408327,home,FC Porto,Zé Pedro,ze-pedro,Z. Pedro,D,32,187,663,M,,945448,EUR,865555200,D,97,97,False,,78.0,68.0,15.0,7.0,32.0,35.0,36.0,43.0,3.0,3.0,2.0,5.0,,,,,,,90.0,86.0,7.5,10.0,0.0331851,4,,,,,4.0,4.0,,,,,,,,1.0,1.0,2.0,1.0,0.1942,0.7366,,,,,,,,,,,,
11408327,home,FC Porto,Otávio,otavio,Otávio,D,6,188,1431,M,,1069159,EUR,1019347200,D,31,31,False,,68.0,61.0,6.0,3.0,24.0,25.0,37.0,43.0,1.0,4.0,2.0,1.0,,,,,,,90.0,79.0,6.8,11.0,0.0214449,1,,,,,1.0,7.0,1.0,1.0,,1.0,2.0,1.0,2.0,1.0,,,,0.0514,,1.0,2.0,2.0,1.0,,,,,,,,
11408327,home,FC Porto,Wendell,wendell,Wendell,D,18,176,3234,M,,335033,EUR,743126400,D,18,18,False,,38.0,36.0,2.0,2.0,16.0,16.0,20.0,26.0,1.0,3.0,1.0,2.0,,,,,,,66.0,56.0,6.9,8.0,0.0642661,0,,,,4.0,,1.0,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,
11408327,home,FC Porto,Alan Varela,alan-varela,A. Varela,M,22,177,5689,M,alan_varela01,1066560,EUR,994204800,M,22,22,False,,83.0,76.0,10.0,8.0,20.0,21.0,57.0,68.0,1.0,2.0,1.0,1.0,,,,,,,90.0,96.0,7.2,13.0,0.151912,0,,Alan Varela,,6.0,2.0,5.0,1.0,,,1.0,,3.0,1.0,,,,,,,,,,,1.0,1.0,2.0,,,,,
11408327,home,FC Porto,Nico González,nico-gonzalez,N. González,M,14,186,19859,M,nico14,954056,EUR,1010016000,M,16,16,False,,53.0,47.0,3.0,3.0,16.0,20.0,31.0,33.0,4.0,8.0,,2.0,,,,,,,83.0,62.0,7.0,8.0,0.0360624,1,,,,,4.0,6.0,,3.0,2.0,,1.0,2.0,,,,1.0,,0.2802,,,,1.0,,,,,,,,,
11408327,home,FC Porto,Francisco Conceição,francisco-conceicao,F. Conceição,F,7,170,19864,M,FConceicao_7,979222,EUR,1039824000,M,10,10,False,,42.0,35.0,3.0,3.0,5.0,5.0,34.0,49.0,,11.0,,3.0,,,,,,,90.0,84.0,8.3,23.0,0.555937,2,,,,12.0,1.0,10.0,8.0,4.0,4.0,2.0,3.0,2.0,3.0,,,2.0,,0.1079,,1.0,1.0,2.0,1.0,4.0,4.0,,,,,,
11408327,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,M,11,11,False,,52.0,45.0,3.0,2.0,3.0,3.0,43.0,50.0,,8.0,,3.0,,,,,,,90.0,73.0,7.9,10.0,0.195223,2,,,,1.0,1.0,4.0,5.0,,,1.0,3.0,2.0,3.0,1.0,,1.0,,0.0947,,,,1.0,,5.0,1.0,,1.0,,,,
11408327,home,FC Porto,Wenderson Galeno,wenderson-galeno,W. Galeno,M,13,178,4340,M,w_galeno90,845754,EUR,877478400,M,13,13,False,,47.0,41.0,2.0,2.0,3.0,3.0,38.0,45.0,1.0,4.0,,2.0,,,,,,,90.0,69.0,6.9,18.0,0.177082,5,,,,1.0,1.0,7.0,5.0,,,1.0,1.0,,,3.0,,2.0,,0.1313,,,,3.0,,2.0,,,,,,,
