match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_shotValueNormalized,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_goals,captain,stat_wonContest,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14493423,home,Torino,Alberto Paleari,alberto-paleari,A. Paleari,G,1,192.0,363,M,259281,EUR,715046400,G,1,1,False,38.0,31.0,19.0,12.0,0.0,24.0,27.0,7.0,11.0,1.0,1.0,2.0,11.0,1.0,1.0,1.0,90.0,47.0,7.5,8.0,0.3997,0,0.07,0.01,0.23,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14493423,home,Torino,Ali Dembélé,dembele-ali,A. Dembélé,D,3,185.0,222,M,1397347,EUR,1073260800,D,21,21,False,31.0,25.0,3.0,1.0,0.0,18.0,20.0,7.0,11.0,1.0,4.0,2.0,,,,,71.0,39.0,6.9,8.0,,0,0.11,0.03,0.13,,,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
14493423,home,Torino,Ardian Ismajli,ardian-ismajli,A. Ismajli,D,44,188.0,1150,M,840414,EUR,844041600,D,44,44,False,37.0,33.0,2.0,,0.0,29.0,32.0,4.0,5.0,2.0,3.0,6.0,3.0,,,,90.0,48.0,6.4,6.0,,2,0.05,0.04,0.2,,,,3.0,6.0,,1.0,1.0,2.0,,3.0,,1.0,1.0,1.0,-0.46,,,,,,,,,,,,,,,
14493423,home,Torino,Saúl Coco,saul-coco,S. Coco,D,23,188.0,1246,M,1089453,EUR,918518400,D,23,23,False,43.0,39.0,7.0,5.0,0.0,33.0,34.0,6.0,9.0,,2.0,2.0,,,,,90.0,50.0,7.3,4.0,,0,0.09,0.04,0.52,,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,
14493423,home,Torino,Marcus Pedersen,marcus-pedersen,M. Pedersen,D,16,178.0,658,M,934409,EUR,963705600,M,16,16,False,25.0,19.0,1.0,,0.0,8.0,9.0,11.0,16.0,,,3.0,3.0,,,,82.0,47.0,6.7,14.0,,2,0.31,0.38,0.0,,,,,5.0,,,,1.0,,2.0,2.0,,,1.0,-0.48,,6.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,
14493423,home,Torino,Cesare Casadei,cesare-casadei,C. Casadei,M,22,192.0,6525,M,1016788,EUR,1042156800,M,22,22,False,30.0,29.0,1.0,1.0,0.0,12.0,12.0,17.0,18.0,4.0,4.0,2.0,5.0,,,,90.0,45.0,8.0,3.0,,5,0.14,0.16,0.18,,,,2.0,4.0,2.0,,,1.0,,1.0,1.0,,2.0,1.0,0.43,,,,1.0,,,2.0,cesarecasadei,1.0,1.0,,,,,
14493423,home,Torino,Adrien Tameze,adrien-tameze,A. Tameze,M,61,182.0,365,M,139235,EUR,760320000,M,61,61,False,33.0,28.0,,,0.0,14.0,14.0,14.0,19.0,2.0,5.0,,5.0,,,,90.0,46.0,6.5,8.0,,4,0.23,-0.15,-0.15,,,,1.0,8.0,1.0,2.0,1.0,1.0,1.0,2.0,,3.0,1.0,3.0,-0.56,,,,1.0,1.0,,,,1.0,,True,,,,
14493423,home,Torino,Niels Nkounkou,nkounkou-niels,N. Nkounkou,D,25,184.0,549,M,941179,EUR,973036800,M,25,25,False,51.0,35.0,7.0,1.0,0.0,24.0,31.0,11.0,20.0,1.0,7.0,4.0,6.0,,,,90.0,79.0,6.9,24.0,,0,0.28,0.08,0.16,,,,2.0,6.0,1.0,4.0,3.0,1.0,,1.0,4.0,1.0,,,,,3.0,1.0,,4.0,,,,,,,2.0,,,
14493423,home,Torino,Cyril Ngonge,cyril-ngonge,C. Ngonge,F,16,179.0,1938,M,877037,EUR,959299200,F,26,26,False,16.0,15.0,2.0,2.0,1.0,7.0,7.0,8.0,9.0,1.0,4.0,,3.0,,,,64.0,38.0,7.3,13.0,,2,0.48,0.27,-0.04,,,,3.0,8.0,,2.0,1.0,2.0,1.0,2.0,2.0,,1.0,1.0,0.01,,9.0,3.0,3.0,1.0,1.0,,,,,,,2.0,,
14493423,home,Torino,Alieu Njie,alieu-njie,A. Njie,F,92,185.0,347,M,1493157,EUR,1116028800,F,92,92,False,8.0,7.0,,,0.0,1.0,1.0,6.0,7.0,,2.0,,3.0,,,,65.0,12.0,6.6,2.0,,1,0.1,0.32,-0.03,,,,,3.0,,1.0,,,1.0,2.0,2.0,,1.0,,-0.2,,,,,1.0,,,,,,,,1.0,,
14493423,home,Torino,Che Adams,che-adams,C. Adams,F,19,175.0,2935,M,773409,EUR,837216000,F,19,19,False,15.0,10.0,,,0.0,3.0,3.0,7.0,12.0,4.0,6.0,1.0,,,,,65.0,24.0,6.9,9.0,,1,-0.13,0.11,0.16,,,,1.0,2.0,,,,3.0,2.0,,2.0,,,1.0,-0.13,,,,1.0,,,,,,,,,,,
14493423,home,Torino,Zakaria Aboukhlal,zakaria-aboukhlal,Z. Aboukhlal,F,7,179.0,7966,M,856737,EUR,950832000,F,7,7,True,7.0,7.0,,,0.0,1.0,1.0,6.0,6.0,,,1.0,2.0,,,,26.0,16.0,6.4,4.0,,2,-0.17,0.68,-0.03,,,,,3.0,,,,3.0,,2.0,,1.0,,1.0,-0.68,,1.0,,,,,1.0,zakariaaboukhlal,1.0,,,,,,
14493423,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178.0,5495,M,357596,EUR,875923200,M,10,10,True,15.0,14.0,2.0,1.0,0.0,4.0,4.0,10.0,11.0,,3.0,,3.0,,,,25.0,22.0,7.0,2.0,,2,0.06,0.44,0.14,,,,1.0,2.0,,1.0,1.0,,,,1.0,,1.0,1.0,-0.51,,1.0,1.0,,3.0,,,niksivlasic_,,,,2.0,,,
14493423,home,Torino,Giovanni Simeone,giovanni-simeone,G. Simeone,F,18,179.0,9835,M,341143,EUR,804902400,F,18,18,True,8.0,5.0,2.0,1.0,0.0,,,5.0,8.0,,1.0,,1.0,,,,25.0,15.0,6.5,8.0,,0,0.19,0.1,-0.03,,,,,4.0,,,,2.0,1.0,,3.0,1.0,,,,,,,3.0,,1.0,,simeonegiovanni,,,,,,,
14493423,home,Torino,Kristjan Asllani,kristjan-asllani,K. Asllani,M,23,179.0,5946,M,996820,EUR,1015632000,M,32,32,True,21.0,17.0,5.0,3.0,0.0,9.0,11.0,8.0,10.0,,2.0,1.0,2.0,,,,19.0,29.0,7.2,7.0,,1,0.38,0.03,-0.04,,,,,2.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,-0.09,,3.0,1.0,1.0,,1.0,,KristjanAsllani,,,,,,,
