match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_shotValueNormalized,player_sofascoreId,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,player_firstName,player_lastName,stat_goals,stat_wonTackle,stat_accurateCross,stat_aerialLost,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_challengeLost,stat_errorLeadToAShot,stat_totalOffside,stat_hitWoodwork
14773734,home,Al-Ittihad,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192.0,2722,M,188107,EUR,815097600,G,1,1,False,25.0,17.0,13.0,5.0,0.0,15.0,18.0,2.0,7.0,9.0,1.0,2.0,1.0,1.0,90.0,33.0,6.6,8.0,0.0004097,50.040604532779,8.0,18.30072276726,0.0,0.0018,0,-0.282,0.05,0.0,-0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773734,home,Al-Ittihad,Muhannad Shanqeeti,muhannad-shanqeeti,M. Shanqeeti,D,13,173.0,417,M,894437,EUR,921196800,D,13,13,False,46.0,43.0,,,0.0,20.0,20.0,23.0,26.0,4.0,,,,,90.0,72.0,6.6,11.0,0.0594049,163.8368519099,19.0,80.987489863354,4.0,,1,,0.18,0.28,-0.11,,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.025,0.051,19.325227512426,64.460071770657,1.0,-0.02,,,,,,,,,,,,,,,,,,
14773734,home,Al-Ittihad,Danilo Pereira,danilo-pereira,D. Pereira,D,2,187.0,4062,M,99545,EUR,684374400,D,2,2,False,71.0,63.0,5.0,3.0,0.0,31.0,34.0,32.0,37.0,4.0,,,,,90.0,77.0,6.8,8.0,0.019129,309.56153489471,35.0,78.54033754959,1.0,,1,,0.31,0.19,-0.15,,,1.0,,2.0,,1.0,,,2.0,,,,,0.1373,,27.29797443798,29.757633037592,,-0.52,DaniloP,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
14773734,home,Al-Ittihad,Ahmed Sharahili,ahmed-sharahili,A. Sharahili,D,20,184.0,296,M,794331,EUR,768355200,D,20,20,False,63.0,60.0,1.0,1.0,0.0,43.0,45.0,17.0,18.0,2.0,,,,,59.0,71.0,6.9,3.0,0.00733312,243.38112680164,31.0,54.95978771418,0.0,,0,,0.19,0.11,0.18,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
14773734,home,Al-Ittihad,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179.0,398,M,847235,EUR,712627200,D,15,15,False,65.0,59.0,2.0,2.0,0.0,30.0,31.0,29.0,34.0,7.0,,,,,90.0,86.0,7.9,9.0,0.0118439,205.77667084499,30.0,35.805287166254,0.0,,3,,0.03,0.09,-0.04,,,1.0,1.0,4.0,1.0,,1.0,,,3.0,1.0,,,0.1655,0.6242,,,,0.52,,,,2.0,4.0,,,1.0,2.0,,,,,,,,,
14773734,home,Al-Ittihad,Mahamadou Doumbia,mahamadou-doumbia,M. Doumbia,M,17,186.0,5407,M,1400846,EUR,1084579200,M,17,17,False,58.0,55.0,1.0,1.0,1.0,23.0,23.0,32.0,35.0,6.0,,,,,90.0,80.0,7.0,8.0,0.219967,272.83143960797,37.0,82.548449660474,2.0,,3,,0.46,0.27,-0.09,,5.0,,5.0,5.0,1.0,3.0,,,2.0,,2.0,2.0,3.0,0.0553,,16.57050872379,36.631903031106,2.0,-0.15,,3.0,,1.0,1.0,Mahamadou Doumbia,,,,3.0,1.0,1.0,2.0,,,,,
14773734,home,Al-Ittihad,Fabinho,fabinho,Fabinho,M,8,187.0,9249,M,243585,EUR,751334400,M,8,8,False,66.0,61.0,3.0,2.0,0.0,29.0,30.0,32.0,36.0,7.0,,,,,90.0,75.0,6.7,6.0,0.0464978,317.16548606252,33.0,76.52956909252,1.0,,0,,0.32,0.13,-0.12,,,,6.0,3.0,,2.0,,1.0,2.0,,1.0,1.0,4.0,,,13.724195744507,25.231251177855,2.0,,Fabinho,2.0,,,2.0,,,,,,1.0,,,True,1.0,1.0,,
14773734,home,Al-Ittihad,Abdulaziz Al-Bishi,abdulaziz-al-bishi,A. Al-Bishi,M,22,172.0,241,M,791417,EUR,763344000,M,22,22,False,33.0,27.0,2.0,1.0,0.0,9.0,10.0,18.0,23.0,5.0,,,,,59.0,42.0,6.3,11.0,0.0501152,226.59682046484,20.0,56.286564846831,1.0,,2,,0.09,0.05,-0.06,,,,5.0,1.0,5.0,,,,,1.0,,,,0.0503,,18.264000884845,54.60194593602,,-0.33,,,,2.0,,,,,1.0,,,,,,,,,
14773734,home,Al-Ittihad,Houssem Aouar,aouar-houssem,H. Aouar,M,10,175.0,14747,M,846081,EUR,899164800,M,10,10,False,52.0,45.0,,,0.0,12.0,15.0,33.0,37.0,4.0,,,,,90.0,66.0,7.0,10.0,0.0638718,272.3400642864,29.0,113.45116107005,5.0,,2,,0.07,0.34,-0.1,,,3.0,4.0,7.0,,3.0,1.0,,,1.0,,4.0,,0.0316,0.0309,15.851627952887,81.204404361443,,0.0,houssem_aouar,,,1.0,,,,,1.0,,,,,,1.0,,,
14773734,home,Al-Ittihad,Roger Fernandes,roger-fernandes,R. Fernandes,M,78,170.0,2642,M,1128560,EUR,1132531200,M,78,78,False,31.0,28.0,,,0.0,4.0,5.0,24.0,26.0,4.0,,,,,79.0,51.0,6.6,13.0,0.274258,247.85279455425,21.0,97.673461344439,4.0,,1,,0.33,0.2,-0.05,,7.0,,6.0,2.0,2.0,2.0,,,,2.0,2.0,,2.0,0.0255,,18.386834845982,67.628034300891,5.0,-0.14,,,,,,,,,1.0,3.0,2.0,1.0,1.0,,,,,
