match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,captain,stat_aerialWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_dispossessed,stat_blockedScoringAttempt,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded,stat_outfielderBlock
11409060,home,Sporting CP,Antonio Adán,antonio-adan,A. Adán,G,1,192,816,M,59623,EUR,547862400,G,1,1,False,11.0,11.0,2.0,2.0,10.0,10.0,1.0,1.0,2.0,2.0,2.0,90.0,15.0,7.1,0.00016608,0,0.5301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409060,home,Sporting CP,Eduardo Quaresma,eduardo-quaresma,E. Quaresma,D,72,185,2167,M,989841,EUR,1015027200,D,72,72,False,73.0,69.0,5.0,4.0,47.0,48.0,22.0,25.0,8.0,,,90.0,85.0,7.2,0.0108745,0,,Eduardo,Quaresma,1.0,4.0,5.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,
11409060,home,Sporting CP,Sebastián Coates,sebastian-coates,S. Coates,D,4,196,2042,M,47443,EUR,655257600,D,4,4,False,99.0,90.0,8.0,4.0,69.0,69.0,21.0,30.0,6.0,,,90.0,111.0,9.4,0.0297514,3,,Sebastián,Coates,,,3.0,,1.0,1.0,1.0,1.0,,,,10.0,True,1.0,1.0,1.0,3.0,1.0,2.0,1.177,1.4512,1.0,,,,,,,,,,,,,,
11409060,home,Sporting CP,Gonçalo Inácio,goncalo-inacio,G. Inácio,D,25,186,6686,M,1001196,EUR,998697600,D,25,25,False,120.0,112.0,6.0,4.0,59.0,61.0,53.0,59.0,5.0,,,73.0,126.0,7.1,0.0506299,0,,Gonçalo,Inácio,,1.0,3.0,,,,1.0,1.0,,1.0,,9.0,,1.0,1.0,,,,,,,,goncaloinacio_25,,,,,,,,,,,,,
11409060,home,Sporting CP,Ricardo Esgaio,ricardo-esgaio,R. Esgaio,D,47,171,673,M,97000,EUR,737510400,M,47,47,False,24.0,22.0,2.0,1.0,8.0,8.0,15.0,19.0,3.0,,,58.0,31.0,6.7,0.053684,0,,,,1.0,5.0,1.0,1.0,,,,,,,3.0,4.0,,,1.0,1.0,,,,,,1.0,,3.0,1.0,1.0,,,,,,,,,,
11409060,home,Sporting CP,Morten Hjulmand,hjulmand-morten,M. Hjulmand,M,42,185,4443,M,859917,EUR,930268800,M,42,42,False,74.0,71.0,2.0,2.0,39.0,40.0,32.0,34.0,3.0,,,86.0,85.0,8.2,0.435551,3,,Morten,Hjulmand,,1.0,5.0,,,,2.0,1.0,,1.0,1.0,3.0,,2.0,,,1.0,,,0.2842,0.381,2.0,,,,,1.0,2.0,1.0,2.0,,,,,,
11409060,home,Sporting CP,Pedro Gonçalves,pedro-goncalves,P. Gonçalves,F,8,173,8267,M,895764,EUR,898992000,M,8,8,False,34.0,28.0,3.0,3.0,15.0,16.0,13.0,18.0,2.0,,,45.0,45.0,8.2,0.170225,1,,,,,2.0,4.0,1.0,,,2.0,,1.0,,,9.0,,1.0,2.0,1.0,1.0,,1.0,0.5021,0.9355,1.0,pedroogoncalves28,,,1.0,1.0,1.0,,,,,,,,
11409060,home,Sporting CP,Nuno Santos,nuno-santos,N. Santos,M,11,179,1386,M,352882,EUR,792547200,M,11,11,False,58.0,51.0,3.0,3.0,18.0,21.0,36.0,44.0,4.0,,,90.0,84.0,8.2,0.171448,2,,Nuno,Santos,,1.0,5.0,1.0,,,2.0,2.0,1.0,2.0,,14.0,,,1.0,1.0,,,,0.1616,,2.0,,7.0,3.0,,1.0,1.0,,2.0,,,,,,
11409060,home,Sporting CP,Marcus Edwards,edwards-marcus,M. Edwards,M,10,167,2823,M,795066,EUR,912643200,F,10,10,False,18.0,13.0,,,3.0,3.0,12.0,19.0,2.0,,,57.0,36.0,7.0,0.190348,1,,,,,4.0,3.0,,,,,,1.0,2.0,,13.0,,,4.0,1.0,,,,0.0419,,2.0,,4.0,2.0,,,1.0,,,1.0,1.0,,,,
11409060,home,Sporting CP,Francisco Trincão,francisco-trincao,F. Trincão,F,17,184,11949,M,830431,EUR,946425600,F,17,17,False,37.0,33.0,,,12.0,12.0,21.0,25.0,4.0,,,90.0,50.0,8.6,0.0234619,4,,Francisco,Trincão,,4.0,5.0,,,,2.0,,1.0,1.0,1.0,8.0,,,5.0,2.0,2.0,,2.0,0.6154,1.0647,,trincao,,,,,,,1.0,,1.0,,,,
