match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,captain,stat_outfielderBlock,stat_totalTackle,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,stat_totalOffside,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_ownGoals
14109808,home,Gençlerbirliği,Ricardo Velho,ricardo-velho,R. Velho,G,24,188.0,502,M,845792,EUR,903571200,G,24,24,False,31.0,12.0,28.0,9.0,0.0,4.0,6.0,8.0,25.0,1.0,5.0,1.0,1.0,11.0,3.0,1.0,4.0,4.0,1.0,1.0,90.0,43.0,7.0,20.0,0.00403871,13.240715773099,3.0,0.41309264706767,0.0,0.1953,0,-1.1983,0.1,0.01,-0.04,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109808,home,Gençlerbirliği,Firatcan Üzüm,firatcan-uzum,F. Üzüm,D,88,178.0,23,M,904112,EUR,928454400,D,88,88,False,15.0,11.0,,,0.0,4.0,4.0,7.0,11.0,3.0,4.0,1.0,,4.0,1.0,,,,,,90.0,41.0,6.4,10.0,0.0043311,60.416979104157,3.0,49.177041525996,1.0,,0,,0.02,0.07,-0.32,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,34.231142921527,35.37457393383,,,,,,,,,,,,,,,,,,,,,,
14109808,home,Gençlerbirliği,Dimitris Goutas,dimitris-goutas,D. Goutas,D,6,189.0,261,M,257497,EUR,765417600,D,6,6,False,23.0,21.0,7.0,5.0,0.0,13.0,13.0,8.0,10.0,2.0,3.0,,,2.0,,,,,,,90.0,36.0,6.9,2.0,0.00802552,45.927208385932,9.0,-3.6903209004623,0.0,,0,,0.25,0.04,-0.1,,,,,8.0,2.0,,,,,True,1.0,1.0,,,,,,,,,,,,,,,,,,,
14109808,home,Gençlerbirliği,Žan Žužek,zan-zuzek,Ž. Žužek,D,4,186.0,103,M,355582,EUR,854236800,D,4,4,False,22.0,13.0,3.0,,0.0,10.0,14.0,3.0,8.0,3.0,4.0,1.0,1.0,1.0,,,,,,,90.0,34.0,6.3,10.0,0.00050461,33.152630431239,4.0,9.8507789990002,0.0,,2,,0.0,0.03,-0.29,,,3.0,,4.0,2.0,,,,,,2.0,,1.0,2.0,2.0,0.0844,-0.26,,,,,,,,,,,,,,
14109808,home,Gençlerbirliği,Thalisson Kelven,thalisson-kelven,T. Kelven,D,2,184.0,112,M,863277,EUR,894499200,D,2,2,False,18.0,14.0,5.0,3.0,0.0,8.0,10.0,6.0,8.0,3.0,8.0,2.0,1.0,6.0,,,,,,,90.0,48.0,6.7,8.0,0.00806675,13.655470059568,2.0,-0.8836218710653,0.0,,0,,0.1,-0.28,-0.17,,,5.0,,8.0,1.0,,1.0,,,,,4.0,3.0,,,,,1.0,1.0,,,,,,,,,,,,
14109808,home,Gençlerbirliği,Oğulcan Ülgün,ogulcan-ulgun,O. Ülgün,M,35,178.0,135,M,1063942,EUR,894844800,M,35,35,False,7.0,4.0,2.0,1.0,0.0,,,4.0,7.0,,,1.0,,1.0,,,,,,,38.0,13.0,6.3,7.0,0.00167999,8.8252249956209,2.0,7.8016993280436,1.0,,1,,0.0,0.02,-0.05,,1.0,3.0,1.0,,1.0,,1.0,5.2019543992322,5.7802249956209,,,,,,1.0,0.0497,-0.24,,,Ogulcan Ülgün,,,,,,,,,,,
14109808,home,Gençlerbirliği,Tom Dele-Bashiru,tom-dele-bashiru,T. Dele-Bashiru,M,15,185.0,385,M,904845,EUR,937526400,M,15,15,False,28.0,22.0,1.0,,0.0,11.0,13.0,11.0,15.0,1.0,5.0,2.0,1.0,6.0,1.0,,,,,,90.0,37.0,6.7,8.0,0.0158105,73.687590366418,12.0,49.120548751588,0.0,,0,,0.03,0.13,-0.05,,,3.0,,1.0,,1.0,1.0,,,,,2.0,1.0,,,,,2.0,,,,,,,,,,,,,
14109808,home,Gençlerbirliği,Adama Malouda Traoré,adama-malouda-traore,A. M. Traoré,M,20,177.0,1208,M,1172372,EUR,802310400,M,20,20,False,22.0,18.0,4.0,2.0,0.0,6.0,7.0,12.0,15.0,2.0,4.0,,,5.0,1.0,,,,,,82.0,36.0,6.4,11.0,0.0559442,121.10072373935,13.0,64.552733223303,3.0,,0,,0.02,0.31,-0.04,,,7.0,4.0,3.0,,3.0,1.0,35.492683612707,66.420209791113,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,
14109808,home,Gençlerbirliği,Franco Tongya,franco-tongya,F. Tongya,M,70,175.0,467,M,965015,EUR,1015977600,M,70,70,False,16.0,13.0,,,1.0,3.0,4.0,10.0,12.0,,2.0,2.0,,3.0,2.0,,,,,,90.0,29.0,6.4,9.0,0.110232,127.74840508537,10.0,79.614890249576,3.0,,1,,0.34,0.31,-0.27,,,12.0,1.0,,,3.0,5.0,28.351902978993,86.906582244566,,,,1.0,3.0,,0.0234,-0.11,,3.0,,,,2.0,1.0,0.0099,,,,,,
14109808,home,Gençlerbirliği,Metehan Mimaroğlu,metehan-mimaroglu,M. Mimaroğlu,M,10,178.0,135,M,900809,EUR,773539200,M,10,10,False,13.0,10.0,1.0,1.0,0.0,1.0,2.0,9.0,11.0,,,1.0,,4.0,,,,,,,82.0,40.0,6.1,18.0,0.129219,135.30701585867,11.0,62.103661629716,3.0,,2,,0.29,0.24,-0.09,,8.0,11.0,5.0,1.0,3.0,2.0,2.0,23.424250224413,57.559180635671,,,,2.0,1.0,1.0,0.079,-0.22,,3.0,,,,,1.0,0.0126,2.0,,,,,
