match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,captain,stat_outfielderBlock,player_firstName,player_lastName,stat_dispossessed,stat_blockedScoringAttempt,stat_keyPass,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_punches,stat_shotOffTarget,stat_bigChanceMissed,stat_bigChanceCreated,player_sofascoreId
11252720,home,FC Cincinnati,Alec Kann,alec-kann,A. Kann,G,193,38,M,319025,EUR,650073600,G,1,1,False,22.0,14.0,13.0,5.0,9.0,12.0,5.0,10.0,2.0,1.0,1.0,90.0,24.0,7.2,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11252720,home,FC Cincinnati,Yerson Mosquera,yerson-mosquera,Y. Mosquera,D,188,3197,M,1014835,EUR,988761600,D,15,15,False,70.0,60.0,11.0,4.0,39.0,43.0,21.0,27.0,6.0,,,90.0,82.0,7.3,11.0,0,15,2.0,3.0,9.0,1.0,4.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11252720,home,FC Cincinnati,Matthew Miazga,matthew-miazga,M. Miazga,D,191,310,M,330485,EUR,806112000,D,21,21,False,76.0,70.0,6.0,3.0,46.0,47.0,24.0,29.0,6.0,,,90.0,91.0,7.7,7.0,0,21,,3.0,5.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,,2.0,,True,2.0,,,,,,,,,,,,,,,,
11252720,home,FC Cincinnati,Ian Murphy,ian-murphy,I. Murphy,D,188,44,M,1172491,EUR,947980800,D,32,32,False,49.0,42.0,6.0,3.0,29.0,30.0,13.0,19.0,4.0,,,90.0,56.0,7.1,7.0,0,19,,1.0,1.0,,,,1.0,3.0,1.0,1.0,,,1.0,,,,Ian Murphy,,,,,,,,,,,,,,,
11252720,home,FC Cincinnati,Raymon Gaddis,raymon-gaddis,R. Gaddis,M,175,8,,224902,EUR,632188800,M,28,28,False,17.0,16.0,2.0,2.0,10.0,11.0,6.0,6.0,1.0,,,82.0,25.0,6.5,5.0,0,,,2.0,1.0,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,
11252720,home,FC Cincinnati,Obinna Nwobodo,obinna-nwobodo,O. Nwobodo,M,180,155,M,887836,EUR,849225600,M,5,5,False,32.0,30.0,2.0,,17.0,17.0,13.0,15.0,5.0,,,90.0,38.0,6.3,4.0,1,5,,4.0,2.0,1.0,,,,,,,1.0,2.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,
11252720,home,FC Cincinnati,Malik Pinto,pinto-malik,M. Pinto,M,180,8,M,1461514,EUR,1028851200,M,26,26,False,43.0,38.0,2.0,,15.0,17.0,23.0,26.0,8.0,,,83.0,51.0,6.9,5.0,0,,,5.0,7.0,3.0,,,,,5.0,2.0,,2.0,3.0,,,,Malik Pinto,,,,,,,,,,,,,,,
11252720,home,FC Cincinnati,Álvaro Barreal,alvaro-barreal,Á. Barreal,M,172,2811,M,949687,EUR,966470400,M,31,31,False,40.0,33.0,4.0,2.0,16.0,16.0,18.0,29.0,4.0,,,90.0,74.0,7.3,17.0,1,22,,5.0,5.0,2.0,2.0,1.0,2.0,,3.0,3.0,3.0,1.0,1.0,,,,,,,,1.0,1.0,5.0,1.0,1.0,1.0,,,,,,
11252720,home,FC Cincinnati,Yuya Kubo,yuya-kubo,Y. Kubo,F,177,304,M,152132,EUR,756691200,F,7,7,False,26.0,22.0,1.0,1.0,7.0,7.0,15.0,20.0,3.0,,,67.0,43.0,7.2,13.0,3,,,2.0,4.0,,3.0,3.0,,,,,5.0,1.0,,1.0,,,,,1.0,1.0,,,1.0,,1.0,2.0,,,,,,
11252720,home,FC Cincinnati,Brandon Vázquez,brandon-vazquez,B. Vázquez,F,188,669,M,818402,EUR,908323200,F,19,19,False,15.0,10.0,1.0,1.0,4.0,5.0,6.0,10.0,1.0,,,90.0,22.0,7.5,8.0,2,9,1.0,1.0,2.0,,,,,,,,3.0,1.0,1.0,,,,,,,,2.0,,,,,2.0,1.0,,,,,
11252720,home,FC Cincinnati,Dominique Badji,dominique-badji,D. Badji,F,180,66,M,791800,EUR,719193600,F,14,14,False,18.0,13.0,,,7.0,8.0,6.0,12.0,1.0,,,76.0,28.0,6.6,11.0,0,14,1.0,4.0,3.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,3.0,,,,2.0,,,,,,,,,
11252720,home,FC Cincinnati,Luciano Acosta,luciano-acosta,L. F. Acosta,M,160,3376,M,548030,EUR,770342400,M,10,10,True,11.0,8.0,1.0,1.0,,,8.0,13.0,,,,23.0,16.0,6.2,7.0,0,32,,3.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,
11252720,home,FC Cincinnati,Sergio Santos,sergio-santos,S. Santos,F,180,207,M,819026,EUR,778636800,F,17,17,True,2.0,1.0,,,,,1.0,2.0,,,,14.0,6.0,6.4,4.0,0,,,2.0,,,,,,,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,
11252720,home,FC Cincinnati,Alvas Powell,alvas-powell,A. Powell,D,183,57,M,155727,EUR,774489600,D,2,2,True,,,,,,,,,,,,8.0,2.0,6.5,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11252720,home,FC Cincinnati,Marco Angulo,marco-angulo,M. Angulo,M,180,92,M,1002621,EUR,1020816000,M,8,8,True,3.0,2.0,,,,,2.0,3.0,1.0,,,14.0,6.0,6.6,1.0,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11252720,home,FC Cincinnati,Evan Louro,evan-louro,E. Louro,G,190,20,M,868675,EUR,822009600,G,36,36,True,,,,,,,,,,,,,,,,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11252720,home,FC Cincinnati,Nick Hagglund,nick-hagglund,N. Hagglund,D,185,41,M,540004,EUR,716428800,D,4,4,True,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11252720,home,FC Cincinnati,Joey Akpunonu,akpunonu-joey,J. Akpunonu,D,191,10,M,1467875,EUR,1008892800,D,3,3,True,,,,,,,,,,,,,,,,0,22,,,,,,,,,,,,,,,,,Joey Akpunonu,,,,,,,,,,,,,,,
