match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_interceptionWon,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goals,stat_shotOffTarget,stat_bigChanceMissed,player_sofascoreId
12448360,home,Fortuna Sittard,Mattijs Branderhorst,mattijs-branderhorst,M. Branderhorst,G,31,192,151,M,146871,EUR,757296000,G,31,31,False,40.0,14.0,38.0,12.0,0.0,4.0,5.0,10.0,35.0,9.0,2.0,2.0,4.0,1.0,1.0,90.0,51.0,6.5,27.0,0.00351729,0,-0.5934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448360,home,Fortuna Sittard,Ivo Pinto,ivo-pinto,I. Pinto,D,12,184,113,M,78730,EUR,631670400,D,12,12,False,25.0,16.0,3.0,,0.0,7.0,10.0,10.0,18.0,5.0,,,,,,90.0,41.0,6.3,17.0,0.337659,0,,True,3.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
12448360,home,Fortuna Sittard,Syb van Ottele,syb-van-ottele,S. v. Ottele,D,6,185,91,M,961686,EUR,1012608000,D,6,6,False,23.0,17.0,5.0,3.0,0.0,9.0,10.0,8.0,13.0,1.0,,,,,,90.0,38.0,6.3,8.0,0.0933666,1,,,,,,7.0,3.0,4.0,,1.0,6.0,,,,,,,2.0,1.0,2.0,1.0,2.0,0.0108,,,,,,,,,,
12448360,home,Fortuna Sittard,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183,156,M,989586,EUR,962236800,D,4,4,False,19.0,16.0,3.0,2.0,0.0,9.0,10.0,7.0,9.0,2.0,,,,,,90.0,27.0,6.1,4.0,0.00560199,0,,,,,1.0,2.0,1.0,,,,5.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,
12448360,home,Fortuna Sittard,Jasper Dahlhaus,jasper-dahlhaus,J. Dahlhaus,D,8,176,32,M,1048758,EUR,1006819200,D,8,8,False,13.0,8.0,2.0,1.0,0.0,3.0,4.0,6.0,10.0,3.0,,,,,,90.0,42.0,6.3,12.0,0.03201,0,,,1.0,1.0,,3.0,2.0,1.0,,,2.0,1.0,,5.0,2.0,,,,,,1.0,2.0,,1.0,,,,,,,,,
12448360,home,Fortuna Sittard,Josip Mitrović,josip-mitrovic,J. Mitrović,M,11,174,184,M,880751,EUR,960681600,M,28,28,False,8.0,5.0,,,0.0,3.0,3.0,2.0,5.0,2.0,,,,,,77.0,19.0,6.2,7.0,0.00118473,0,,,,,2.0,5.0,3.0,2.0,1.0,,2.0,1.0,,3.0,,Josip,Mitrović,,,,2.0,,,1.0,,,,,,,,,
12448360,home,Fortuna Sittard,Ryan Fosso,ryan-fosso,R. Fosso,M,80,183,188,M,1142147,EUR,1024272000,M,80,80,False,23.0,17.0,1.0,,0.0,10.0,13.0,7.0,10.0,5.0,,,,,,89.0,32.0,6.2,8.0,0.0455257,0,,,,,,5.0,1.0,,1.0,1.0,3.0,1.0,,,,Ryan,Fosso,,,,,3.0,,2.0,,,,,,,,,
12448360,home,Fortuna Sittard,Rosier Loreintz,loreintz-rosier,R. Loreintz,M,32,190,104,M,954812,EUR,903052800,M,32,32,False,29.0,21.0,4.0,1.0,0.0,10.0,12.0,11.0,17.0,8.0,,,,,,90.0,41.0,6.8,8.0,0.0221412,0,,,,,,1.0,5.0,,,,1.0,3.0,2.0,,,,,,,,2.0,1.0,,3.0,,,,,,,,,
12448360,home,Fortuna Sittard,Alen Halilović,alen-halilovic,A. Halilović,M,10,169,1721,M,277331,EUR,835056000,F,10,10,False,23.0,23.0,4.0,4.0,1.0,4.0,4.0,21.0,26.0,3.0,,,,,,89.0,39.0,7.3,7.0,0.202967,1,,,7.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,,,,1.0,1.0,,,,,,2.0,,0.0207,,1.0,1.0,1.0,0.0457,,,,,
12448360,home,Fortuna Sittard,Makan Aïko,makan-aiko,M. Aïko,F,90,180,103,M,1136902,EUR,978825600,F,11,11,False,4.0,3.0,,,0.0,1.0,1.0,2.0,3.0,,,,,,,63.0,10.0,6.4,4.0,0.00290444,0,,,,,2.0,3.0,,,,,,,,3.0,,,,,,,,1.0,,1.0,,,,,1.0,,,,
