match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_lastManTackle,stat_goals,stat_keyPass,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_wasFouled,stat_penaltyWon,captain,player_firstName,player_lastName,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_penaltyFaced,stat_punches,stat_clearanceOffLine,stat_penaltyConceded
10388521,home,Hertha BSC,Oliver Christensen,oliver-christensen,O. Christensen,G,53,190,517,M,860306,EUR,922060800,G,1,1,False,31.0,10.0,24.0,3.0,9.0,10.0,1.0,21.0,9.0,1.0,2.0,2.0,1.0,1.0,90.0,39.0,6.7,21.0,0.0,0.0,0.00018177,0,-0.0938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388521,home,Hertha BSC,Filip Uremović,filip-uremovic,F. Uremović,D,22,186,976,M,805712,EUR,855619200,D,5,5,False,23.0,18.0,2.0,1.0,14.0,15.0,4.0,8.0,3.0,,,,,,90.0,38.0,7.0,10.0,0.0656,0.051,0.00598173,1,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10388521,home,Hertha BSC,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186,882,M,226974,EUR,791251200,D,20,20,False,38.0,32.0,5.0,1.0,27.0,27.0,5.0,11.0,7.0,,,,,,90.0,55.0,7.6,8.0,0.1643,0.0,0.0422922,3,,3.0,1.0,8.0,,,,,5.0,1.0,1.0,5.0,2.0,2.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10388521,home,Hertha BSC,Márton Dárdai,marton-dardai,M. Dárdai,D,31,186,1095,M,980618,EUR,1013472000,D,31,31,False,34.0,23.0,11.0,3.0,14.0,14.0,9.0,20.0,3.0,,,,,,83.0,44.0,7.5,11.0,0.0282,0.4237,0.0423661,1,,1.0,4.0,5.0,,,,1.0,3.0,,,4.0,2.0,,3.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
10388521,home,Hertha BSC,Marco Richter,marco-richter,M. Richter,M,23,176,248,M,796027,EUR,880329600,M,23,23,False,26.0,18.0,3.0,1.0,7.0,8.0,12.0,21.0,10.0,,,,,,90.0,69.0,6.9,25.0,0.0715,0.0,0.6037,2,,,14.0,5.0,2.0,7.0,2.0,,,,3.0,2.0,1.0,5.0,,3.0,2.0,,,,3.0,1.0,3.0,1.0,4.0,1.0,1.0,,,,,,,,,,,
10388521,home,Hertha BSC,Lucas Tousart,tousart-lucas,L. Tousart,M,24,185,445,M,787889,EUR,862272000,M,29,29,False,24.0,14.0,5.0,3.0,3.0,5.0,11.0,22.0,5.0,,,,,,90.0,51.0,8.2,14.0,0.1951,0.0,0.0534528,2,,,7.0,10.0,,2.0,2.0,1.0,1.0,,4.0,5.0,4.0,1.0,2.0,3.0,1.0,,,,2.0,1.0,3.0,,2.0,,3.0,1.0,,,,,,,,,,
10388521,home,Hertha BSC,Tolga Ciğerci,tolga-cigerci,T. Ciğerci,M,38,185,114,M,120298,EUR,701308800,M,6,6,False,33.0,25.0,1.0,1.0,10.0,10.0,15.0,24.0,9.0,,,,,,83.0,45.0,7.2,13.0,0.0,0.0,0.0249114,0,,,5.0,5.0,,2.0,1.0,,1.0,,,3.0,1.0,2.0,3.0,1.0,,,,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,
10388521,home,Hertha BSC,Suat Serdar,suat-serdar,S. Serdar,M,8,183,677,M,800408,EUR,860716800,M,8,8,False,5.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,,,,,,65.0,19.0,6.9,2.0,0.1443,0.0,0.00661326,1,,,2.0,3.0,,2.0,1.0,,,,3.0,2.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
10388521,home,Hertha BSC,Marvin Plattenhardt,marvin-plattenhardt,M. Plattenhardt,D,,181,84,,108584,EUR,696384000,M,21,21,False,15.0,12.0,4.0,3.0,5.0,6.0,10.0,19.0,4.0,,,,,,90.0,38.0,7.3,11.0,0.0,0.0,0.188756,0,,,,3.0,,,,,2.0,,,1.0,1.0,,,,,,,,2.0,,10.0,3.0,,,2.0,,True,,,,,,,,,
10388521,home,Hertha BSC,Florian Niederlechner,florian-niederlechner,F. Niederlechner,F,7,186,341,M,156146,EUR,656726400,F,7,7,False,15.0,10.0,,,1.0,1.0,9.0,17.0,2.0,,,,,,72.0,32.0,6.7,11.0,0.4669,0.0,0.0326527,2,,2.0,3.0,7.0,,3.0,1.0,,,,,1.0,1.0,1.0,,1.0,2.0,,,,1.0,,3.0,,,,3.0,,,Florian,Niederlechner,1.0,1.0,,,,,
