match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_totalContest,stat_shotOffTarget,stat_wasFouled,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,player_firstName,player_lastName,stat_dispossessed,stat_wonContest,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_outfielderBlock,stat_errorLeadToAShot,stat_bigChanceCreated
13473434,home,Atlético Mineiro,Everson,everson,Everson,G,22,193,2202,M,870748,EUR,648604800,G,22,22,False,29.0,21.0,13.0,5.0,0.0,20.0,22.0,1.0,7.0,2.0,4.0,2.0,90.0,32.0,6.8,8.0,0.00022224,12.265153995214,3.0,6.3010380115035,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473434,home,Atlético Mineiro,Natanael,natanael,Natanael,D,2,172,1029,M,1046805,EUR,1010188800,D,2,2,False,30.0,26.0,2.0,,0.0,16.0,17.0,10.0,13.0,1.0,5.0,,83.0,44.0,6.7,7.0,0.163213,78.209803577794,7.0,21.800649278351,0.0,1,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0154,1.0,,,,,,,,,,,,,,,,,,,,,
13473434,home,Atlético Mineiro,Lyanco,lyanco,Lyanco,D,4,187,2874,M,797893,EUR,854755200,D,4,4,False,46.0,40.0,6.0,2.0,0.0,27.0,28.0,13.0,18.0,4.0,9.0,,90.0,62.0,7.0,8.0,0.00531594,181.05963025813,22.0,96.592407865477,0.0,1,,,1.0,6.0,6.0,,,3.0,2.0,1.0,1.0,4.0,0.0159,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
13473434,home,Atlético Mineiro,Junior Alonso,junior-alonso,J. Alonso,D,6,185,1792,M,333275,EUR,729216000,D,6,6,False,86.0,73.0,8.0,4.0,0.0,43.0,44.0,30.0,42.0,2.0,7.0,,90.0,89.0,7.1,13.0,0.0139301,215.93025122898,29.0,126.8722168819,1.0,0,,,,2.0,3.0,,,,1.0,1.0,,2.0,,,2.0,,,,15.387843347684,19.714323954932,,,,,,,,,,,,,,,
13473434,home,Atlético Mineiro,Rubens,rubens,Rubens,M,44,178,1492,M,1093196,EUR,993081600,D,44,44,False,44.0,37.0,5.0,1.0,0.0,15.0,16.0,22.0,28.0,4.0,6.0,,90.0,77.0,7.5,13.0,0.0426525,141.81882689844,19.0,85.259275434724,1.0,1,2.0,,1.0,7.0,5.0,1.0,,7.0,1.0,1.0,1.0,3.0,0.0154,1.0,1.0,3.0,1.0,1.0,19.299663422955,19.718176614484,Rubens,,1.0,2.0,,,,,,,,,,,
13473434,home,Atlético Mineiro,Patrick,patrick-silva,Patrick,M,20,187,803,M,1485290,EUR,1079654400,M,20,20,False,41.0,39.0,2.0,1.0,0.0,21.0,21.0,18.0,20.0,2.0,2.0,,90.0,56.0,7.1,3.0,0.00969569,122.51894235978,13.0,48.521162180075,2.0,0,,,1.0,5.0,6.0,2.0,,5.0,2.0,1.0,1.0,2.0,,,2.0,1.0,,1.0,21.296456047787,59.174493616474,,,,1.0,,,,,,,,,,,
13473434,home,Atlético Mineiro,Alan Franco,alan-franco,A. Franco,M,21,174,3281,M,822729,EUR,903657600,M,21,21,False,44.0,40.0,1.0,1.0,0.0,18.0,19.0,22.0,25.0,,4.0,,90.0,50.0,7.1,4.0,0.0246716,97.718045900569,12.0,44.639087493131,0.0,0,,,,1.0,4.0,,,1.0,3.0,3.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
13473434,home,Atlético Mineiro,Rony,rony,Rony,F,11,167,5631,M,835260,EUR,800150400,M,33,33,False,6.0,5.0,,,0.0,1.0,1.0,4.0,5.0,,,,59.0,15.0,6.6,4.0,0.0014605,34.354354097248,5.0,15.389015703197,1.0,3,1.0,,,2.0,2.0,,1.0,,,,1.0,1.0,0.8864,2.0,1.0,,1.0,1.0,14.589847297694,16.143092764399,,,1.0,,Rony,1.0,1.0,0.8942,,,,,,,
13473434,home,Atlético Mineiro,Gustavo Scarpa,gustavo-scarpa,G. Scarpa,M,10,177,5525,M,559036,EUR,757728000,M,10,10,False,33.0,28.0,2.0,2.0,0.0,13.0,13.0,15.0,20.0,2.0,2.0,,90.0,50.0,7.0,10.0,0.0153416,120.43843402644,16.0,16.481948191683,1.0,2,1.0,,1.0,6.0,3.0,,1.0,2.0,,,3.0,4.0,0.1161,,,1.0,,3.0,6.9830446211342,10.997094889106,,,,,gustavoscarpa10,,1.0,0.1206,,,,,,,
13473434,home,Atlético Mineiro,Bernard,bernard,Bernard,M,11,164,2389,M,241488,EUR,715910400,M,11,11,False,25.0,19.0,3.0,3.0,0.0,8.0,13.0,11.0,12.0,,3.0,,59.0,35.0,6.8,9.0,0.0717007,93.562898766066,11.0,34.865209165487,0.0,0,1.0,1.0,,5.0,4.0,1.0,,,1.0,,1.0,2.0,,1.0,,3.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,
