match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_height,stat_aerialLost,stat_keyPass,stat_dispossessed,stat_totalContest,stat_fouls,captain,stat_bigChanceCreated,stat_totalCross,stat_accurateCross,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork
12924424,home,VV IJsselmeervogels,Jaimy Schaap,Jaimy,Schaap,jaimy-schaap,J. Schaap,G,3,M,827247,EUR,772848000,G,1,1,False,23.0,12.0,21.0,10.0,0.0,5.0,7.0,7.0,16.0,8.0,6.0,8.0,90.0,34.0,7.6,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12924424,home,VV IJsselmeervogels,Gerwin van de Groep,Gerwin van de Groep,,gerwin-van-de-groep,G. v. d. Groep,D,2,M,1548789,EUR,1073779200,D,2,2,False,4.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,,,,62.0,22.0,7.7,4.0,0,2,6.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12924424,home,VV IJsselmeervogels,Björn van Gorkom,Björn van Gorkom,,bjorn-van-gorkom,B. v. Gorkom,D,6,M,1084540,EUR,1000771200,D,12,12,False,18.0,16.0,2.0,1.0,0.0,11.0,12.0,5.0,6.0,3.0,,,90.0,42.0,8.1,2.0,1,12,14.0,,4.0,1.0,,2.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
12924424,home,VV IJsselmeervogels,Junior Van Der Velden,Junior,Van Der Velden,junior-van-der-velden,J. V. D. Velden,D,9,M,845998,EUR,903052800,D,3,3,False,23.0,17.0,8.0,4.0,0.0,12.0,12.0,5.0,11.0,2.0,,,90.0,45.0,7.0,10.0,0,3,10.0,,1.0,2.0,1.0,1.0,1.0,4.0,,,,2.0,2.0,1.0,178.0,1.0,1.0,,,,,,,,,,,,,
12924424,home,VV IJsselmeervogels,Deveron Fonville,Deveron Fonville,,deveron-fonville,D. Fonville,D,80,M,1177177,EUR,1053043200,D,15,15,False,17.0,10.0,8.0,4.0,0.0,8.0,11.0,2.0,6.0,2.0,,,90.0,39.0,7.6,11.0,0,24,2.0,2.0,2.0,2.0,1.0,,5.0,5.0,,,,5.0,4.0,,178.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
12924424,home,VV IJsselmeervogels,Daan Boerlage,Daan,Boerlage,daan-boerlage,D. Boerlage,M,3,M,848622,EUR,870912000,M,4,4,False,12.0,10.0,6.0,4.0,1.0,7.0,8.0,3.0,4.0,1.0,,,75.0,24.0,7.2,4.0,0,4,,,1.0,,,,6.0,7.0,3.0,,,5.0,2.0,2.0,171.0,,1.0,1.0,,2.0,True,1.0,,,,,,,,
12924424,home,VV IJsselmeervogels,Jesse Schuurman,Jesse,Schuurman,jesse-schuurman,J. Schuurman,M,5,M,922429,EUR,889574400,M,22,22,False,22.0,15.0,4.0,2.0,0.0,7.0,11.0,9.0,12.0,6.0,,,90.0,37.0,6.8,10.0,0,22,3.0,,,2.0,2.0,3.0,3.0,7.0,,,,2.0,,2.0,182.0,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,
12924424,home,VV IJsselmeervogels,Marouane Afaker,Marouane,Afaker,marouane-afaker,M. Afaker,M,29,M,893562,EUR,926208000,M,11,11,False,13.0,7.0,4.0,1.0,1.0,4.0,6.0,6.0,15.0,9.0,,,90.0,55.0,6.9,24.0,4,11,1.0,,,2.0,3.0,,9.0,6.0,1.0,1.0,,1.0,1.0,1.0,168.0,,2.0,2.0,10.0,,,1.0,8.0,3.0,4.0,1.0,2.0,,,
12924424,home,VV IJsselmeervogels,Thomas Beekman,,,thomas-beekman,T. Beekman,M,18,M,1047952,EUR,948585600,M,7,7,False,9.0,6.0,,,0.0,2.0,2.0,4.0,7.0,2.0,,,83.0,22.0,7.4,3.0,2,7,4.0,,,,,,2.0,4.0,,1.0,1.0,1.0,,2.0,,2.0,2.0,,1.0,,,,,,1.0,,1.0,,,
12924424,home,VV IJsselmeervogels,Azzedine Dkidak,,,azzedine-dkidak,A. Dkidak,M,26,M,992001,EUR,958003200,M,34,34,False,17.0,9.0,7.0,1.0,0.0,5.0,8.0,4.0,9.0,4.0,,,83.0,37.0,6.6,13.0,2,,1.0,,,1.0,2.0,,7.0,6.0,2.0,1.0,,2.0,1.0,,177.0,1.0,,3.0,4.0,1.0,,,,,4.0,1.0,,1.0,,
