match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_expectedGoals,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wonTackle,stat_expectedGoalsOnTarget,captain,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_dispossessed,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_errorLeadToAShot,stat_penaltyConceded,player_sofascoreId
12504400,home,Parma,Zion Suzuki,,,zion-suzuki,Z. Suzuki,G,31,189.0,4904,M,905351,EUR,1029888000,G,31,31,False,22.0,17.0,12.0,7.0,0.0,11.0,11.0,6.0,11.0,3.0,90.0,25.0,5.9,5.0,0.00229695,0,-1.8584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504400,home,Parma,Giovanni Leoni,,,giovanni-leoni,G. Leoni,D,15,196.0,14345,M,1473137,EUR,1166659200,D,46,46,False,44.0,41.0,3.0,2.0,0.0,23.0,24.0,18.0,22.0,5.0,90.0,64.0,7.0,7.0,0.0114945,0,,2.0,2.0,1.0,5.0,2.0,2.0,2.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504400,home,Parma,Alessandro Vogliacco,,,alessandro-vogliacco,A. Vogliacco,D,4,186.0,344,M,807295,EUR,905731200,D,21,21,False,57.0,50.0,12.0,6.0,0.0,26.0,27.0,24.0,31.0,7.0,90.0,66.0,6.9,8.0,0.0178111,0,,1.0,2.0,1.0,4.0,,,4.0,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12504400,home,Parma,Lautaro Valenti,,,lautaro-valenti,L. Valenti,D,5,188.0,629,M,958517,EUR,916272000,D,5,5,False,35.0,31.0,7.0,4.0,0.0,21.0,22.0,11.0,14.0,2.0,69.0,42.0,6.5,4.0,0.0374276,1,,1.0,,1.0,,,,2.0,1.0,,,1.0,,,1.0,1.0,1.0,0.021,,,,,,,,,,,,,,,,,,,,
12504400,home,Parma,Emanuele Valeri,,,emanuele-valeri,E. Valeri,D,14,180.0,818,M,891346,EUR,912988800,D,14,14,False,35.0,26.0,4.0,1.0,0.0,14.0,17.0,14.0,24.0,7.0,90.0,70.0,7.5,22.0,0.141065,3,,6.0,1.0,5.0,7.0,5.0,2.0,,1.0,3.0,,1.0,,1.0,3.0,2.0,,0.8408,1.0,2.0,1.0,1.0,2.0,1.0191,,,,,,,,,,,,,,
12504400,home,Parma,Simon Sohm,,,simon-sohm,S. Sohm,M,23,188.0,941,M,909991,EUR,986947200,M,19,19,False,59.0,56.0,1.0,,0.0,27.0,27.0,29.0,35.0,2.0,90.0,70.0,6.8,8.0,0.0205536,0,,3.0,,3.0,4.0,3.0,2.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,True,1.0,,,,,,,,,,,,
12504400,home,Parma,Mandela Keita,Mandela Keita,,mandela-keita,M. Keita,M,16,180.0,1230,M,1110136,EUR,1020988800,M,16,16,False,28.0,27.0,,,0.0,13.0,13.0,14.0,15.0,3.0,69.0,36.0,7.3,2.0,0.224278,0,,,,1.0,5.0,1.0,1.0,,,2.0,1.0,,,2.0,2.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,
12504400,home,Parma,Matteo Cancellieri,,,matteo-cancellieri,M. Cancellieri,F,22,185.0,1422,M,1017649,EUR,1013472000,M,22,22,False,13.0,8.0,1.0,,0.0,3.0,3.0,5.0,11.0,3.0,75.0,29.0,6.7,10.0,0.00523078,3,,1.0,4.0,4.0,9.0,5.0,3.0,,1.0,,1.0,,,2.0,,,,0.3936,,2.0,1.0,,,0.2543,,1.0,,1.0,1.0,,,,,,,,,
12504400,home,Parma,Anas Haj Mohamed,,,anas-haj-mohamed,A. H. Mohamed,F,21,174.0,1496,M,1155432,EUR,1111795200,M,61,61,False,9.0,6.0,1.0,,0.0,,,6.0,9.0,1.0,45.0,14.0,6.5,5.0,0.0106362,1,,,,1.0,1.0,,,,,,1.0,,,1.0,1.0,,,0.021,,,1.0,,,,,,,1.0,,,,,,,,,,
12504400,home,Parma,Valentin Mihăilă,,,valentin-mihaila,V. Mihăilă,M,7,177.0,3261,M,925242,EUR,949449600,M,28,28,False,11.0,8.0,1.0,,0.0,3.0,3.0,5.0,10.0,2.0,45.0,26.0,7.2,10.0,0.0033458,3,,2.0,,4.0,3.0,2.0,1.0,,1.0,1.0,,1.0,,1.0,,,,0.0874,1.0,3.0,,,1.0,0.2094,,3.0,,1.0,,1.0,,,,,,,,
12504400,home,Parma,Milan Đurić,,,milan-duric,M. Đurić,F,9,199.0,819,M,76132,EUR,643334400,F,30,30,False,21.0,13.0,,,0.0,4.0,4.0,9.0,17.0,2.0,90.0,33.0,7.1,9.0,0.037038,4,,,8.0,6.0,11.0,1.0,1.0,,,,1.0,5.0,,2.0,,,1.0,0.2436,1.0,,3.0,,,,,1.0,,,1.0,,,,,,,,,
