match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalContest,stat_wonContest,stat_totalClearance,stat_fouls,stat_penaltyWon,player_firstName,player_lastName,stat_goalAssist,stat_aerialLost,stat_bigChanceCreated,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_blockedScoringAttempt,player_sofascoreId,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_challengeLost,stat_bigChanceMissed,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalsPrevented,stat_penaltyConceded
10389841,home,RC Lens,Brice Samba,brice-samba,B. Samba,G,30,186.0,2098,M,164055,EUR,767232000,G,30,30,False,18.0,16.0,5.0,3.0,15.0,15.0,1.0,3.0,3.0,2.0,90.0,21.0,6.8,2.0,0.0,0.0,0.0001944,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389841,home,RC Lens,Jonathan Gradit,jonathan-gradit,J. Gradit,D,24,180.0,273,M,369650,EUR,722563200,D,24,24,False,125.0,120.0,4.0,4.0,21.0,21.0,101.0,108.0,2.0,,90.0,141.0,7.9,10.0,0.0,0.0,0.184796,0,4.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389841,home,RC Lens,Kevin Danso,danso-kevin,K. Danso,D,4,190.0,3440,M,794953,EUR,906163200,D,4,4,False,111.0,102.0,6.0,3.0,14.0,14.0,88.0,97.0,8.0,,90.0,119.0,7.6,10.0,0.0,0.0,0.126322,0,,,3.0,3.0,6.0,1.0,,,,2.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10389841,home,RC Lens,Facundo Medina,facundo-medina,F. Medina,D,32,184.0,4462,M,860307,EUR,927849600,D,14,14,False,91.0,84.0,6.0,5.0,23.0,26.0,61.0,65.0,6.0,,90.0,100.0,8.0,8.0,0.0,0.0,0.303201,0,,,4.0,4.0,6.0,,,,,,2.0,2.0,1.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10389841,home,RC Lens,Florian Sotoca,florian-sotoca,F. Sotoca,F,7,187.0,757,M,788921,EUR,656812800,M,7,7,False,60.0,52.0,2.0,2.0,8.0,8.0,44.0,64.0,6.0,,82.0,86.0,6.8,23.0,0.0489,0.0,0.0801084,1,12.0,,,3.0,3.0,,,,,3.0,2.0,,1.0,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,
10389841,home,RC Lens,Salis Abdul Samed,abdul-samed-salis,S. A. Samed,M,99,180.0,2025,M,993455,EUR,954028800,M,26,26,False,76.0,71.0,,,19.0,20.0,52.0,57.0,8.0,,90.0,84.0,6.9,7.0,0.0,0.0,0.110523,0,1.0,,1.0,1.0,2.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10389841,home,RC Lens,Seko Fofana,seko-fofana,S. Fofana,M,42,184.0,11416,M,191188,EUR,799804800,M,8,8,False,99.0,91.0,4.0,3.0,13.0,14.0,78.0,90.0,5.0,,90.0,122.0,7.6,17.0,0.4282,0.0,0.0961878,4,5.0,,1.0,2.0,7.0,1.0,,2.0,1.0,2.0,2.0,2.0,,1.0,,,,,1.0,,1.0,3.0,,,sekofofana,True,4.0,,,,,,,,,,
10389841,home,RC Lens,Deiver Machado,deiver-machado,D. Machado,M,27,179.0,1117,M,822110,EUR,746928000,M,3,3,False,14.0,13.0,,,2.0,2.0,11.0,14.0,1.0,,69.0,28.0,7.4,5.0,0.103,0.3081,0.188586,1,2.0,,1.0,3.0,3.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,3.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,
10389841,home,RC Lens,Angelo Fulgini,angelo-fulgini,A. Fulgini,M,11,183.0,483,M,787540,EUR,840499200,F,20,20,False,67.0,60.0,3.0,2.0,10.0,10.0,51.0,66.0,6.0,,82.0,94.0,8.0,18.0,0.0,0.0,0.579305,0,9.0,1.0,,4.0,8.0,,,2.0,2.0,,8.0,6.0,1.0,1.0,,,,,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,
10389841,home,RC Lens,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177.0,523,M,231946,EUR,755481600,F,28,28,False,27.0,21.0,1.0,,1.0,1.0,21.0,27.0,3.0,,69.0,35.0,8.0,9.0,0.405,0.5974,0.216312,2,1.0,1.0,,2.0,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,3.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,
