match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_errorLeadToAShot,stat_interceptionWon,player_firstName,stat_totalContest,stat_wasFouled,captain,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,player_lastName,stat_wonContest,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_punches,stat_errorLeadToAGoal
12436580,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,22,22,False,37.0,27.0,14.0,4.0,0.0,21.0,22.0,6.0,15.0,1.0,1.0,1.0,10.0,2.0,2.0,90.0,46.0,6.7,10.0,0.00387429,0,0.0343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436580,home,Arsenal,Jurriën Timber,jurrien-timber,J. Timber,D,12,179,21624,M,jurrientimber,958959,EUR,992736000,D,12,12,False,49.0,44.0,,,0.0,17.0,19.0,28.0,31.0,1.0,3.0,,3.0,,,77.0,59.0,6.9,7.0,0.0329747,1,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.2842,0.2914,,,,,,,,,,,,,,,,,,,,
12436580,home,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193,43258,M,WSaliba4,941168,EUR,985392000,D,2,2,False,72.0,70.0,4.0,3.0,0.0,33.0,33.0,37.0,39.0,3.0,4.0,4.0,4.0,,,90.0,81.0,7.2,3.0,0.0188768,1,,,,2.0,,,,1.0,,1.0,,0.0834,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12436580,home,Arsenal,Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,190,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,13.0,12.0,,,0.0,6.0,6.0,6.0,7.0,1.0,1.0,,1.0,,,16.0,14.0,6.6,1.0,0.00169519,0,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
12436580,home,Arsenal,Myles Lewis-Skelly,lewis-skelly-myles,M. Lewis-Skelly,D,49,178,16151,M,myleslewisskelly,1423711,EUR,1159228800,D,49,49,False,54.0,52.0,1.0,1.0,0.0,27.0,28.0,25.0,28.0,,7.0,1.0,4.0,,,90.0,79.0,6.8,12.0,0.022205,0,,2.0,,4.0,3.0,,,,,2.0,,,,,,,,,Myles Lewis-Skelly,1.0,7.0,,,,,,,,,,,,
12436580,home,Arsenal,Martin Ødegaard,martin-odegaard,M. Ødegaard,M,8,178,78911,M,Ødegaard,547410,EUR,913852800,M,8,8,False,37.0,30.0,,,0.0,6.0,8.0,25.0,34.0,1.0,4.0,,3.0,,,90.0,52.0,7.0,15.0,0.280654,2,,5.0,1.0,4.0,,,,2.0,1.0,1.0,,0.2751,,1.0,1.0,,,,,2.0,1.0,True,1.0,1.0,1.0,2.0,,,,,,,
12436580,home,Arsenal,Thomas Partey,thomas-partey,T. Partey,M,16,185,42575,M,TPartey5,316148,EUR,739929600,M,5,5,False,58.0,52.0,4.0,2.0,0.0,20.0,21.0,32.0,38.0,1.0,6.0,2.0,1.0,,,90.0,75.0,7.3,10.0,0.039761,1,,1.0,,4.0,,,,3.0,2.0,,,0.0863,,2.0,1.0,,,1.0,,2.0,,,2.0,,,,,2.0,,,,,
12436580,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,41.0,36.0,5.0,2.0,0.0,13.0,15.0,24.0,29.0,,2.0,1.0,4.0,,,90.0,60.0,7.2,13.0,0.124616,3,,3.0,1.0,4.0,2.0,,,1.0,1.0,3.0,1.0,0.2768,,1.0,1.0,,,,,1.0,,,,,2.0,2.0,,1.0,,,,,
12436580,home,Arsenal,Ethan Nwaneri,ethan-nwaneri,E. Nwaneri,M,22,176,28926,M,ethan_nwaneri,1401702,EUR,1174435200,F,53,53,False,25.0,25.0,,,1.0,4.0,4.0,22.0,23.0,,2.0,,2.0,,,66.0,39.0,7.1,6.0,0.257965,2,,2.0,1.0,6.0,1.0,,1.0,,,1.0,,0.1367,0.0459,1.0,,1.0,,,,5.0,,,1.0,,1.0,2.0,,2.0,2.0,,,,
12436580,home,Arsenal,Mikel Merino,mikel-merino,M. Merino,M,23,188,29240,M,mikelmerino,592010,EUR,835401600,F,23,23,False,16.0,14.0,,,0.0,2.0,2.0,13.0,15.0,1.0,4.0,,3.0,,,90.0,28.0,7.5,4.0,0.0633022,2,,1.0,1.0,6.0,,,1.0,2.0,,1.0,,0.0661,0.5077,4.0,,,,1.0,,,1.0,,2.0,,1.0,1.0,,,1.0,1.0,,,
12436580,home,Arsenal,Gabriel Martinelli,gabriel-martinelli,G. Martinelli,F,11,180,68888,M,GabiMartinelli,922573,EUR,992822400,F,11,11,False,21.0,18.0,,,1.0,1.0,2.0,19.0,28.0,,2.0,,2.0,,,90.0,41.0,7.4,16.0,0.298402,3,,9.0,2.0,4.0,1.0,,,,,3.0,,0.3334,,2.0,2.0,,,,,3.0,,,,1.0,1.0,5.0,,2.0,1.0,,,,
12436580,home,Arsenal,Jakub Kiwior,kiwior-jakub,J. Kiwior,D,4,189,15163,M,j_kiwior,976037,EUR,950572800,D,15,15,True,44.0,41.0,1.0,1.0,0.0,20.0,21.0,21.0,23.0,,4.0,5.0,1.0,,,74.0,55.0,6.8,4.0,0.00741634,1,,,,2.0,,,,3.0,1.0,1.0,,0.0626,,1.0,,,1.0,,,1.0,,,1.0,,1.0,,,1.0,,,,,
