match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_fouls,captain,stat_totalCross,stat_accurateCross,stat_errorLeadToAGoal,stat_penaltyConceded,stat_hitWoodwork,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon
14572783,home,Nice,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2978,M,845183,EUR,942710400,G,80,80,False,37.0,35.0,6.0,5.0,0.0,35.0,36.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,90.0,43.0,7.6,2.0,0.00014272,0.5747,0,-0.3178,0.01,0.0,0.25,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572783,home,Nice,Antoine Mendy,,,mendy-antoine,A. Mendy,D,33,186,6264,M,1120615,EUR,1085529600,D,33,33,False,69.0,63.0,6.0,5.0,0.0,45.0,50.0,19.0,4.0,9.0,,1.0,,,,,,90.0,80.0,6.5,7.0,0.0101061,,3,,0.07,0.26,-0.47,,18.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1768,1.0,-0.21,,,,,,,,,,,,,,,,,,,,,,
14572783,home,Nice,Abdulay Juma Bah,,,abdulay-juma-bah,A. J. Bah,D,28,195,5967,M,1606792,EUR,1144713600,D,28,28,False,75.0,67.0,4.0,3.0,0.0,47.0,51.0,24.0,6.0,7.0,,1.0,1.0,,,,,90.0,91.0,6.5,10.0,0.0584312,,1,,0.27,0.06,-0.38,,20.0,1.0,3.0,4.0,,1.0,,2.0,1.0,,1.0,0.0177,1.0,-0.11,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14572783,home,Nice,Melvin Bard,,,melvin-bard,M. Bard,D,26,173,510,M,906075,EUR,973468800,D,26,26,False,57.0,50.0,5.0,1.0,0.0,34.0,36.0,21.0,6.0,3.0,,1.0,,,,,,90.0,81.0,5.4,15.0,0.115929,,0,,0.23,0.1,-1.0,,16.0,1.0,1.0,6.0,1.0,,,3.0,1.0,1.0,3.0,,3.0,,2.0,2.0,1.0,1.0,2.0,True,4.0,1.0,1.0,1.0,,,,,,,,,,,,
14572783,home,Nice,Tiago Gouveia,,,tiago-gouveia,T. Gouveia,F,47,176,1490,M,976410,EUR,992822400,M,47,47,False,21.0,17.0,,,0.0,7.0,8.0,13.0,3.0,1.0,,2.0,2.0,,,,,69.0,34.0,6.4,9.0,0.0118973,,1,,-0.05,0.03,-0.16,,10.0,,,2.0,,1.0,,1.0,,2.0,1.0,0.0131,,-0.1,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,
14572783,home,Nice,Salis Abdul Samed,,,abdul-samed-salis,S. A. Samed,M,99,180,2024,M,993455,EUR,954028800,M,99,99,False,24.0,23.0,1.0,1.0,0.0,13.0,14.0,10.0,4.0,4.0,,1.0,,,,,,69.0,36.0,6.7,4.0,0.0293126,,1,,0.23,0.03,-0.16,,10.0,1.0,,3.0,1.0,1.0,,2.0,,2.0,2.0,0.2384,1.0,-0.2,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14572783,home,Nice,Charles Vanhoutte,,,charles-vanhoutte,C. Vanhoutte,M,24,182,633,M,928033,EUR,905904000,M,24,24,False,50.0,43.0,1.0,1.0,1.0,20.0,25.0,25.0,4.0,5.0,,1.0,1.0,,,,,69.0,61.0,6.9,10.0,0.379517,,1,,0.26,0.3,-0.09,,23.0,,2.0,3.0,,,,4.0,,1.0,,0.0561,2.0,-0.43,2.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,0.0405,,,,,,,,
14572783,home,Nice,Ali Abdi,,,ali-abdi,A. Abdi,M,2,183,4221,M,919027,EUR,756345600,M,2,2,False,12.0,7.0,2.0,,0.0,2.0,2.0,10.0,7.0,1.0,,4.0,1.0,,,,,45.0,32.0,6.8,7.0,0.0156214,,0,,-0.01,0.02,-0.03,,5.0,1.0,1.0,3.0,1.0,,,2.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14572783,home,Nice,Sofiane Diop,,,sofiane-diop,S. Diop,M,10,175,3863,M,944164,EUR,960508800,F,10,10,False,48.0,36.0,2.0,2.0,0.0,16.0,18.0,30.0,6.0,4.0,,1.0,,,,,,90.0,65.0,6.7,20.0,0.0545239,,0,,-0.08,0.29,-0.07,,20.0,3.0,,7.0,1.0,,,,,3.0,2.0,,2.0,,3.0,3.0,3.0,1.0,,,2.0,,,,,1.0,,,,,,,,,,
14572783,home,Nice,Jérémie Boga,,,jeremie-boga,J. Boga,F,13,172,4976,M,367056,EUR,852249600,F,7,7,False,20.0,18.0,,,0.0,4.0,4.0,16.0,4.0,2.0,,1.0,,,,,,90.0,42.0,7.3,11.0,0.634439,,2,,0.45,0.49,-0.06,,14.0,1.0,,6.0,1.0,,2.0,,,1.0,1.0,0.1334,3.0,-0.28,1.0,5.0,2.0,,,,6.0,2.0,,,,1.0,,,jeremieboga,1.0,,,,,,
14572783,home,Nice,Kevin Carlos Omoruyi,Kevin,,kevin-omoruyi,K. Carlos,F,90,188,484,M,1035619,EUR,986860800,F,90,90,False,10.0,6.0,,,0.0,4.0,6.0,4.0,6.0,3.0,,,,,,,,77.0,22.0,8.1,8.0,0.00147738,,4,,-0.05,0.27,0.15,,2.0,3.0,3.0,5.0,,,2.0,1.0,,2.0,1.0,0.7627,,0.62,2.0,2.0,2.0,,,,,,,,,,2.0,1.286,,,1.0,1.0,,,,
14572783,home,Nice,Mohamed-Ali Cho,,,mohamed-ali-cho,M. Cho,F,25,182,1762,M,1063235,EUR,1074470400,F,25,25,True,12.0,11.0,,,0.0,2.0,2.0,10.0,1.0,1.0,,,,,,,,45.0,20.0,6.4,5.0,0.0293057,,2,,0.14,0.32,0.0,,9.0,1.0,,4.0,,1.0,,,,1.0,,0.356,,-0.59,,4.0,1.0,,,,,,,,,,1.0,0.0709,,2.0,,,,,,
14572783,home,Nice,Hicham Boudaoui,,,hicham-boudaoui,H. Boudaoui,M,6,176,11387,M,985923,EUR,938044800,M,6,6,True,18.0,13.0,2.0,1.0,0.0,6.0,7.0,11.0,4.0,1.0,,3.0,1.0,,,,,21.0,29.0,6.6,7.0,0.0448626,,1,,0.08,0.01,0.14,,7.0,2.0,,5.0,,1.0,,,,,1.0,0.0274,1.0,-0.11,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,hicham_boudaoui,,,,,,,
14572783,home,Nice,Morgan Sanson,,,morgan-sanson,M. Sanson,M,8,182,502,M,250133,EUR,777168000,M,8,8,True,9.0,8.0,1.0,1.0,0.0,4.0,5.0,4.0,,1.0,,,,,,,,21.0,13.0,6.5,3.0,0.00385637,,1,,0.02,0.1,-0.01,,4.0,1.0,,2.0,,1.0,,,,1.0,,0.0117,,-0.08,,,,,1.0,,1.0,,,,,,,,,,,,,,,
14572783,home,Nice,Tom Louchet,,,tom-louchet,T. Louchet,M,20,176,404,M,1127313,EUR,1052006400,M,20,20,True,16.0,13.0,,,0.0,5.0,5.0,11.0,1.0,4.0,,,,,,,,21.0,26.0,6.6,6.0,0.0256644,,0,,-0.01,0.08,-0.01,,8.0,,,1.0,,,,,,,,,,,,2.0,1.0,,,,4.0,2.0,,,,,,,,,,,,,,
14572783,home,Nice,Isak Jansson,,,isak-jansson,I. Jansson,F,21,176,322,M,962064,EUR,1012435200,F,21,21,True,7.0,5.0,,,0.0,,1.0,6.0,1.0,1.0,,,,,,,,13.0,12.0,6.5,5.0,0.0113515,,0,,0.05,0.07,0.0,,5.0,,,3.0,,,,,,,,,1.0,,1.0,1.0,1.0,,2.0,,1.0,,,,,1.0,,,,,,,,,,
