match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_interceptionWon,stat_totalOffside,stat_expectedGoals,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_challengeLost,stat_totalContest,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_wonContest,stat_goalAssist,stat_bigChanceCreated,stat_accurateKeeperSweeper,stat_bigChanceMissed
11409123,home,Casa Pia,Ricardo Batista,ricardo-batista,R. Batista,G,33,193,111,M,9668,EUR,532656000,G,33,33,False,32.0,17.0,21.0,6.0,12.0,14.0,5.0,18.0,1.0,2.0,1.0,8.0,1.0,3.0,2.0,2.0,1.0,1.0,90.0,42.0,7.3,15.0,0.00110526,0,0.2114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409123,home,Casa Pia,Fernando Varela,fernando-varela,F. Varela,D,5,183,60,M,51705,EUR,564883200,D,15,15,False,34.0,27.0,5.0,5.0,19.0,25.0,8.0,9.0,2.0,4.0,4.0,7.0,,,,,,,90.0,44.0,7.5,7.0,0.002331,0,,2.0,4.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11409123,home,Casa Pia,Vasco Fernandes,vasco-fernandes,V. Fernandes,D,,181,45,M,41650,EUR,532137600,D,13,13,False,27.0,24.0,4.0,2.0,17.0,17.0,8.0,11.0,2.0,2.0,3.0,7.0,,,,,,,90.0,37.0,7.3,3.0,0.0062573,1,,,1.0,,,,1.0,,True,1.0,1.0,1.0,3.0,1.0,0.019,,,,,,,,,,,,,,,
11409123,home,Casa Pia,Nermin Zolotić,nermin-zolotic,N. Zolotić,D,44,188,74,M,94826,EUR,742003200,D,19,19,False,46.0,34.0,7.0,4.0,16.0,22.0,18.0,24.0,2.0,7.0,4.0,3.0,4.0,,,,,,87.0,59.0,7.0,12.0,0.0108459,1,,,,,1.0,,,,,,,,,,0.0172,,,1.0,,,,,,,,,,,,
11409123,home,Casa Pia,Gaizka Larrazabal,gaizka-larrazabal,G. Larrazabal,M,72,179,117,M,849719,EUR,882316800,M,72,72,False,20.0,18.0,,,10.0,10.0,8.0,11.0,,,2.0,1.0,,,,,,,45.0,34.0,6.3,8.0,0.00382042,1,,,4.0,,,,,,,1.0,,1.0,,,0.0095,,,,3.0,1.0,2.0,,,,,,,,,
11409123,home,Casa Pia,Samuel Justo,samuel-justo,S. Justo,M,96,178,247,M,1153077,EUR,1080864000,M,96,96,False,46.0,37.0,10.0,4.0,20.0,21.0,18.0,26.0,,1.0,2.0,5.0,1.0,,,,,,90.0,55.0,7.2,10.0,0.062566,1,,1.0,4.0,,,,2.0,3.0,,1.0,1.0,,,,0.4816,Samuel,Justo,,,1.0,,1.0,1.0,0.9645,,,,,,
11409123,home,Casa Pia,Pablo,pablo,Pablo,M,7,182,239,M,931595,EUR,942537600,M,80,80,False,20.0,11.0,3.0,1.0,5.0,8.0,6.0,12.0,,2.0,,2.0,,,,,,,45.0,30.0,6.4,13.0,0.00876041,0,,,6.0,,,,2.0,,,,,,1.0,,,,,,1.0,3.0,1.0,,,,2.0,2.0,,,,
11409123,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,M,5,5,False,33.0,19.0,8.0,1.0,11.0,13.0,8.0,20.0,1.0,4.0,1.0,2.0,,,,,,,90.0,54.0,6.6,20.0,0.00581206,1,,,6.0,,3.0,1.0,4.0,,,,,,3.0,,0.0151,,,1.0,2.0,,2.0,,,,,,,,,
11409123,home,Casa Pia,Tiago Dias,tiago-dias,T. Dias,M,77,175,51,M,825676,EUR,894240000,F,77,77,False,12.0,10.0,1.0,1.0,5.0,6.0,6.0,16.0,,1.0,,3.0,,,,,,,77.0,34.0,6.5,17.0,0.498874,1,,,5.0,,1.0,1.0,1.0,,,10.0,1.0,,,,0.0281,,,,,3.0,2.0,1.0,,0.3974,1.0,,,,,
11409123,home,Casa Pia,Clayton,clayton,Clayton,F,19,184,1602,M,1017023,EUR,916012800,F,99,99,False,22.0,14.0,2.0,1.0,6.0,7.0,8.0,16.0,1.0,8.0,2.0,4.0,5.0,,,,,,90.0,43.0,7.0,17.0,0.00630204,2,,1.0,12.0,,,,5.0,1.0,,1.0,,1.0,,1.0,0.0469,,,,,3.0,2.0,1.0,,0.086,5.0,2.0,,,,
11409123,home,Casa Pia,Yuki Soma,soma-yuki,Y. Soma,F,7,165,617,M,945290,EUR,856828800,F,11,11,False,15.0,10.0,1.0,,4.0,4.0,6.0,11.0,1.0,4.0,1.0,2.0,1.0,,,,,,77.0,24.0,7.4,8.0,0.404331,1,,,3.0,,2.0,1.0,1.0,1.0,,,,1.0,,,0.0683,,,,1.0,,1.0,,,,1.0,,1.0,1.0,,
11409123,home,Casa Pia,André Geraldes,andre-geraldes,A. Geraldes,D,18,181,32,M,125039,EUR,673142400,D,18,18,True,11.0,10.0,3.0,2.0,7.0,7.0,3.0,5.0,1.0,3.0,2.0,2.0,1.0,,,,,,45.0,23.0,6.8,3.0,0.00194525,0,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,
11409123,home,Casa Pia,Beni Mukendi,beni-mukendi,B. Mukendi,M,16,180,646,M,1002367,EUR,1021939200,M,16,16,True,20.0,17.0,1.0,,7.0,7.0,10.0,13.0,1.0,6.0,,5.0,1.0,,,,,,45.0,35.0,6.7,8.0,0.00903021,0,,1.0,6.0,,2.0,2.0,,,,,,,,,,,,,2.0,3.0,1.0,,,,2.0,2.0,,,,
11409123,home,Casa Pia,Fernando Andrade,fernando-andrade,F. Andrade,M,19,182,123,M,268821,EUR,726451200,F,23,23,True,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,,3.0,,,,,,,13.0,6.0,7.0,1.0,0.00021694,1,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,0.0245,,,,,1.0,,1.0,,0.0761,,1.0,,,,
11409123,home,Casa Pia,Felippe Cardoso,felippe-cardoso,F. Cardoso,F,70,187,417,M,922616,EUR,907459200,F,30,30,True,2.0,2.0,,,,,2.0,3.0,1.0,2.0,,3.0,1.0,,,,,,13.0,7.0,6.7,3.0,0.00096431,0,,1.0,2.0,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,
11409123,home,Casa Pia,Duplexe Tchamba,duplexe-tchamba,D. Tchamba,D,2,191,133,M,891792,EUR,900028800,D,2,2,True,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,11.0,3.0,6.7,,2.89e-06,1,,,,,,,,,,,,1.0,,,0.0267,,,,,,,,,,,,,,,
11409123,home,Casa Pia,Lucas Paes,lucas-paes,L. Paes,G,1,193,72,M,931473,EUR,881452800,G,68,68,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409123,home,Casa Pia,João Nunes,joao-nunes,J. Nunes,D,30,188,83,M,190135,EUR,816739200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409123,home,Casa Pia,Jajá,jaja,Jajá,M,11,177,555,M,1020057,EUR,987292800,F,79,79,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409123,home,Casa Pia,Artur Serobyan,artur-serobyan,A. Serobyan,M,10,181,326,M,1048354,EUR,1057104000,F,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Artur,Serobyan,,,,,,,,,,,,,
11409123,away,Portimonense SAD,Vinicius Silvestre,vinicius-silvestre,Vinicius,G,25,195,226,M,559582,EUR,764812800,G,12,12,False,24.0,20.0,6.0,3.0,19.0,22.0,1.0,2.0,1.0,1.0,2.0,7.0,,,1.0,3.0,1.0,1.0,90.0,34.0,7.1,4.0,0.00023181,0,0.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
11409123,away,Portimonense SAD,Pedrão,pedrao,Pedrão,D,44,194,152,M,931811,EUR,862617600,D,44,44,False,82.0,70.0,15.0,7.0,53.0,53.0,18.0,31.0,1.0,6.0,4.0,7.0,3.0,,,,,,90.0,99.0,7.0,15.0,0.0200743,0,,,3.0,,2.0,1.0,2.0,,True,2.0,1.0,,1.0,,,,,,1.0,,2.0,,,,,,,,,
