match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_challengeLost,stat_fouls,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_keyPass,stat_shotOffTarget,stat_hitWoodwork,captain,stat_goodHighClaim,stat_totalOffside
11407449,home,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194,1818,M,308182,EUR,763862400,G,94,94,False,31.0,26.0,11.0,7.0,25.0,29.0,1.0,2.0,5.0,1.0,1.0,90.0,36.0,7.0,5.0,0.00028552,0,0.0266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407449,home,Lazio,Manuel Lazzari,manuel-lazzari,M. Lazzari,D,29,173,753,M,273405,EUR,754531200,D,29,29,False,56.0,54.0,1.0,1.0,30.0,32.0,24.0,25.0,6.0,,,90.0,70.0,7.4,5.0,0.0297297,0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11407449,home,Lazio,Patric,patric,Patric,D,4,184,495,M,217784,EUR,735004800,D,4,4,False,62.0,57.0,14.0,11.0,46.0,47.0,11.0,15.0,3.0,,,90.0,67.0,7.1,5.0,0.00318363,0,,,2.0,1.0,4.0,1.0,,,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,
11407449,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185,1922,M,227864,EUR,789868800,D,13,13,False,67.0,63.0,4.0,3.0,49.0,51.0,14.0,16.0,4.0,,,90.0,71.0,7.1,4.0,0.00388576,1,,,1.0,2.0,3.0,4.0,,,1.0,,1.0,,,1.0,,,,3.0,1.0,0.0324,0.2318,,,,,,,,,,,
11407449,home,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185,1131,M,267619,EUR,719280000,D,77,77,False,46.0,36.0,4.0,1.0,21.0,23.0,15.0,23.0,5.0,,,82.0,62.0,6.7,14.0,0.00491226,0,,,1.0,1.0,4.0,4.0,2.0,1.0,3.0,,,,3.0,2.0,,,,2.0,,,,,,,,,,,,,,
11407449,home,Lazio,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185,7016,M,852404,EUR,924048000,M,8,8,False,41.0,32.0,2.0,1.0,16.0,19.0,17.0,25.0,1.0,,,90.0,58.0,7.2,13.0,0.219692,1,,3.0,,1.0,2.0,4.0,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,,,1.0,,,0.0733,,MatteoGuendouzi,1.0,1.0,1.0,2.0,1.0,,,,,
11407449,home,Lazio,Danilo Cataldi,danilo-cataldi,D. Cataldi,M,32,180,952,M,317301,EUR,776131200,M,32,32,False,33.0,29.0,3.0,2.0,15.0,18.0,14.0,15.0,6.0,,,65.0,39.0,6.6,6.0,0.0075772,0,,,,2.0,3.0,3.0,1.0,,1.0,,,,1.0,1.0,,,2.0,,,,,,,,,1.0,,,,,,
11407449,home,Lazio,Luis Alberto,luis-alberto,L. Alberto,M,32,182,1864,M,111416,EUR,717638400,M,10,10,False,52.0,42.0,1.0,,19.0,21.0,24.0,36.0,8.0,,,90.0,71.0,7.1,17.0,0.200895,3,,5.0,1.0,1.0,5.0,3.0,1.0,,1.0,,2.0,1.0,1.0,,,,1.0,1.0,,0.2304,,,1.0,1.0,1.0,,1.0,2.0,1.0,,,
11407449,home,Lazio,Felipe Anderson,felipe-anderson,F. Anderson,M,7,175,6043,M,152276,EUR,734832000,F,7,7,False,30.0,24.0,1.0,,12.0,14.0,12.0,17.0,4.0,,,82.0,48.0,6.3,17.0,0.01411,0,,1.0,,,7.0,2.0,4.0,,1.0,,1.0,,3.0,1.0,,,,1.0,,,,F_Andersoon,,2.0,,1.0,2.0,,,,,
11407449,home,Lazio,Ciro Immobile,ciro-immobile,C. Immobile,F,36,185,15127,M,45923,EUR,635472000,F,17,17,False,18.0,13.0,,,2.0,3.0,11.0,16.0,2.0,,,90.0,33.0,6.8,12.0,0.0156632,1,,1.0,1.0,1.0,7.0,4.0,1.0,1.0,2.0,,,,4.0,2.0,,,,4.0,,0.0482,,ciroimmobile17,,2.0,,,,1.0,,True,,
