match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_interceptionWon,stat_fouls,stat_keyPass,player_jerseyNumber,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_ownGoals,stat_totalContest,stat_wonContest,stat_wonTackle,captain,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_lastManTackle,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
11406878,home,Roma,Rui Patrício,rui-patricio,R. Patrício,G,190,3199,M,rpatricio1,17737,EUR,571881600,G,1,1,False,27.0,23.0,5.0,1.0,23.0,25.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,90.0,36.0,6.1,4.0,7.379e-05,0,-1.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406878,home,Roma,Rick Karsdorp,rick-karsdorp,R. Karsdorp,D,182,705,M,,363792,EUR,792460800,D,2,2,False,42.0,31.0,2.0,2.0,16.0,21.0,22.0,1.0,2.0,2.0,1.0,,,90.0,64.0,6.4,14.0,0.0187077,0,,15.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406878,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,190,4038,M,,611210,EUR,829699200,D,23,23,False,64.0,57.0,6.0,1.0,30.0,31.0,33.0,2.0,3.0,2.0,2.0,,,90.0,73.0,6.8,7.0,0.0198309,1,,27.0,,2.0,1.0,1.0,,23,1.0,1.0,1.0,0.1226,0.4146,,,,,,,,,,,,,,,,,,,,,,,,
11406878,home,Roma,Dean Huijsen,dean-huijsen,D. Huijsen,D,195,160912,M,deanhuijsen,1176744,EUR,1113436800,D,3,3,False,71.0,66.0,5.0,2.0,45.0,45.0,26.0,4.0,4.0,4.0,1.0,,,90.0,83.0,6.4,7.0,0.0535808,0,,21.0,,4.0,1.0,2.0,,24,,,,,,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11406878,home,Roma,Angeliño,angelino,Angeliño,M,171,3336,M,,848355,EUR,852336000,D,69,69,False,27.0,22.0,4.0,,13.0,13.0,16.0,,3.0,1.0,,,,61.0,42.0,5.7,10.0,0.00722017,0,,9.0,2.0,3.0,,,,3,2.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
11406878,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,186,2731,M,,186855,EUR,794188800,M,4,4,False,33.0,29.0,2.0,1.0,15.0,17.0,16.0,,,1.0,,,,61.0,34.0,6.3,4.0,0.0604981,0,,14.0,,2.0,1.0,1.0,,4,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11406878,home,Roma,Leandro Paredes,leandro-paredes,L. Paredes,M,180,25603,M,LeoParedes,255389,EUR,772848000,M,16,16,False,74.0,65.0,12.0,10.0,27.0,32.0,42.0,8.0,3.0,9.0,2.0,,,90.0,89.0,7.2,11.0,0.029658,0,,38.0,,2.0,,1.0,,5,,,,,,1.0,1.0,,,3.0,2.0,,,,2.0,2.0,2.0,,,,,,,,,,,,
11406878,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,186,5687,M,lorepelle7,555540,EUR,835142400,M,7,7,False,25.0,18.0,3.0,2.0,5.0,6.0,21.0,3.0,1.0,4.0,,,,76.0,39.0,7.6,12.0,0.135539,1,,14.0,2.0,7.0,1.0,,2.0,7,1.0,,,0.0219,,,2.0,3.0,,3.0,,,,,1.0,,2.0,True,2.0,1.0,1.0,1.0,,,,,,,
11406878,home,Roma,Paulo Dybala,paulo-dybala,P. Dybala,F,177,117714,M,LaJoya,256219,EUR,753321600,F,21,21,False,29.0,25.0,2.0,1.0,6.0,7.0,26.0,3.0,,3.0,2.0,,,87.0,46.0,6.7,15.0,0.119018,1,,19.0,4.0,5.0,,2.0,,21,,,,0.0447,,,,2.0,,,4.0,,,,2.0,1.0,,,,,,1.0,,,,,,,
11406878,home,Roma,Romelu Lukaku,romelu-lukaku,R. Lukaku,F,191,56823,M,RLukaku,78893,EUR,737251200,F,90,90,False,17.0,14.0,1.0,1.0,8.0,9.0,9.0,4.0,1.0,1.0,,,,90.0,29.0,6.4,8.0,0.0177757,1,,6.0,1.0,6.0,,,1.0,9,4.0,,,0.2378,,3.0,,,,,2.0,,,,3.0,1.0,,,,,,1.0,1.0,,,,,,
