match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_totalCross,stat_totalContest,stat_unsuccessfulTouch,stat_goalAssist,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_shotOffTarget
11369923,home,RWDM Brussels,Theo Defourny,,,theo-defourny,T. Defourny,G,33,194.0,37,M,156736,EUR,704160000,G,33,33,False,True,33.0,18.0,26.0,11.0,10.0,13.0,8.0,20.0,6.0,1.0,1.0,90.0,36.0,7.0,15.0,0.00180435,0,0.0899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369923,home,RWDM Brussels,Moussa Sissako,,,sissako-moussa,M. Sissako,D,5,184.0,223,M,904998,EUR,973814400,D,44,44,False,,45.0,36.0,7.0,4.0,25.0,31.0,11.0,14.0,6.0,,,90.0,58.0,7.4,10.0,0.0039799,0,,1.0,3.0,6.0,1.0,1.0,4.0,4.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11369923,home,RWDM Brussels,William Klaus,,,william-klaus,W. Klaus,D,4,187.0,154,M,866721,EUR,758246400,D,4,4,False,,26.0,25.0,1.0,,21.0,22.0,4.0,4.0,3.0,,,85.0,37.0,7.0,1.0,0.00184674,0,,2.0,5.0,4.0,1.0,5.0,1.0,1.0,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
11369923,home,RWDM Brussels,Youssouf Koné,,,youssouf-kone,Y. Koné,D,,174.0,241,M,333243,EUR,804902400,D,99,99,False,,37.0,28.0,10.0,4.0,19.0,22.0,9.0,16.0,3.0,,,90.0,47.0,6.8,13.0,0.00472763,0,,1.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11369923,home,RWDM Brussels,Ilay Camara,Ilay Camara,,camara-ilay,I. Camara,M,7,174.0,4171,M,1397747,EUR,1042848000,M,17,17,False,,30.0,23.0,1.0,,11.0,11.0,13.0,22.0,2.0,,,90.0,54.0,6.9,17.0,0.366587,0,,,8.0,3.0,1.0,2.0,1.0,,,,3.0,2.0,1.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,
11369923,home,RWDM Brussels,Pierre Dwomoh,,,pierre-dwomoh,P. Dwomoh,M,14,185.0,434,M,996993,EUR,1087776000,M,6,6,False,,46.0,40.0,3.0,2.0,20.0,22.0,20.0,24.0,8.0,,,90.0,53.0,6.8,8.0,0.0150711,1,,,3.0,2.0,1.0,,,,,,,,,,3.0,,,,2.0,,,1.0,1.0,0.0591,,,,,,,,,,
11369923,home,RWDM Brussels,Jeff Reine-Adélaïde,,,jeff-reine-adelaide,J. Reine-Adélaïde,M,11,184.0,466,M,794269,EUR,884995200,M,77,77,False,,50.0,41.0,2.0,2.0,18.0,24.0,23.0,27.0,9.0,,,76.0,58.0,6.6,12.0,0.0201907,0,,,3.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,
11369923,home,RWDM Brussels,Abner,,,abner,Abner,D,30,177.0,87,M,330061,EUR,833414400,M,26,26,False,,27.0,25.0,1.0,1.0,12.0,13.0,14.0,15.0,3.0,,,90.0,43.0,7.0,8.0,0.116018,0,,,2.0,3.0,,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,
11369923,home,RWDM Brussels,Xavier Mercier,,,xavier-mercier,X. Mercier,F,,171.0,74,M,102806,EUR,617328000,F,30,30,False,,28.0,18.0,3.0,1.0,9.0,9.0,10.0,25.0,3.0,,,86.0,42.0,7.3,20.0,0.0602457,1,,,5.0,2.0,3.0,,,1.0,,1.0,,,,6.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,0.2817,0.1171,,,,,,,,,
11369923,home,RWDM Brussels,Rikelmi,Rikelmi,,rikelmi,Rikelmi,M,21,160.0,118,M,1175319,EUR,997747200,F,27,27,False,,9.0,7.0,1.0,,2.0,2.0,5.0,7.0,4.0,,,59.0,20.0,6.3,8.0,0.00468915,0,,,4.0,3.0,2.0,,1.0,2.0,1.0,,1.0,,,,2.0,3.0,,,1.0,,,1.0,,,,,,,,,,,,
11369923,home,RWDM Brussels,Makhtar Gueye,,,makhtar-gueye,M. Gueye,F,29,186.0,439,M,941164,EUR,881193600,F,9,9,False,,27.0,19.0,2.0,2.0,2.0,3.0,17.0,24.0,4.0,,,86.0,37.0,8.4,10.0,0.0107066,4,,7.0,4.0,7.0,1.0,1.0,,,,,2.0,1.0,,,,2.0,,,,,,,3.0,1.054,2.5071,2.0,1.0,2.0,1.0,,,,,
11369923,home,RWDM Brussels,Pathé Mboup,Pathé Mboup,,pathe-mboup,P. Mboup,M,99,175.0,1969,M,1410231,EUR,1066521600,F,47,47,True,,12.0,11.0,1.0,1.0,5.0,5.0,6.0,7.0,3.0,,,31.0,25.0,8.3,5.0,0.603481,1,,,3.0,5.0,,,1.0,1.0,,1.0,1.0,1.0,,,4.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,0.1547,0.0744,,,1.0,,,,,,
11369923,home,RWDM Brussels,Shuto Abe,,,abe-shuto,S. Abe,M,13,171.0,137,M,986780,EUR,881280000,M,8,8,True,,3.0,2.0,,,,1.0,2.0,2.0,,,,14.0,5.0,6.6,1.0,0.0005125,0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369923,home,RWDM Brussels,Djovkar Doudaev,Djokovar Doudaev,,djovkar-doudaev,D. Doudaev,D,4,,42,M,1516613,EUR,1068422400,D,32,32,True,,2.0,2.0,,,2.0,2.0,,,1.0,,,11.0,3.0,6.5,,9.87e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369923,home,RWDM Brussels,Théo Gécé,Théo Gécé,,theo-gece,T. Gécé,M,20,,19,M,1174167,EUR,984528000,M,20,20,True,,3.0,1.0,1.0,,,1.0,1.0,2.0,1.0,,,10.0,7.0,6.8,2.0,0.00027437,0,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
