match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_shotOffTarget,stat_lastManTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_aerialWon,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_challengeLost,stat_hitWoodwork,stat_errorLeadToAShot,player_sofascoreId
14109714,home,Eyüpspor,Marcos Felipe,marcos-felipe,M. Felipe,G,1,189.0,1142,M,358524,EUR,829353600,G,1,1,False,37.0,24.0,23.0,10.0,0.0,18.0,20.0,6.0,17.0,3.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,90.0,46.0,7.2,13.0,0.00216695,21.750514554145,5.0,9.765,5.565,0.3505,0,0.615,0.11,-0.03,-0.06,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109714,home,Eyüpspor,Calegari,calegari,Calegari,D,2,171.0,473,M,988906,EUR,1014768000,D,2,2,False,18.0,15.0,1.0,,0.0,7.0,8.0,8.0,10.0,,2.0,,,,,,,65.0,32.0,7.0,6.0,0.0872979,35.341213598132,6.0,-6.825,4.62,,0,,0.29,-0.2,-0.01,,,,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14109714,home,Eyüpspor,Robin Yalçın,robin-yalcin,R. Yalçın,D,2,183.0,91,M,138154,EUR,759456000,D,6,6,False,64.0,59.0,8.0,6.0,0.0,36.0,37.0,23.0,27.0,3.0,2.0,,,,,,,90.0,76.0,7.6,6.0,0.0409973,338.5493918205,34.0,238.035,27.51,,1,,0.45,0.25,0.44,,,,,,1.0,3.0,,,4.0,2.0,1.0,,,True,1.0,1.0,1.0,1.0,1.0,0.0253,-0.07,,,,,,,,,,,,,,
14109714,home,Eyüpspor,Emir Ortakaya,emir-ortakaya,E. Ortakaya,D,65,185.0,408,M,1091815,EUR,1087862400,D,5,5,False,74.0,63.0,7.0,4.0,0.0,51.0,56.0,12.0,18.0,1.0,6.0,,,,,,,90.0,88.0,6.8,11.0,0.0132173,197.38781327422,28.0,114.03,18.585,,1,,0.08,0.09,-0.07,,Emir,Ortakaya,,,6.0,7.0,,,2.0,4.0,,2.0,,,4.0,1.0,,3.0,1.0,0.0184,-0.12,2.0,,,,,,,,,,,,,
14109714,home,Eyüpspor,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,5,189.0,775,M,858004,EUR,892598400,D,18,18,False,53.0,44.0,7.0,2.0,1.0,29.0,34.0,15.0,19.0,1.0,10.0,,,,,,,90.0,79.0,7.1,14.0,0.185123,106.78138183076,17.0,23.205,12.81,,0,,0.34,0.02,-0.13,,,,4.0,1.0,,4.0,,1.0,1.0,2.0,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,
14109714,home,Eyüpspor,Kerem Demirbay,kerem-demirbay,K. Demirbay,M,26,185.0,2104,M,142619,EUR,741657600,M,10,10,False,47.0,36.0,8.0,3.0,0.0,19.0,22.0,17.0,25.0,1.0,9.0,,,,,,,90.0,68.0,6.7,21.0,0.102155,139.15612594496,13.0,73.815,39.06,,1,,0.22,0.11,0.15,,,,8.0,3.0,6.0,6.0,1.0,,,3.0,2.0,3.0,2.0,,1.0,1.0,,2.0,1.0,0.0935,-0.26,1.0,2.0,1.0,,,,,,,,,,,
14109714,home,Eyüpspor,Taras Stepanenko,taras-stepanenko,T. Stepanenko,M,33,181.0,401,M,45604,EUR,618537600,M,33,33,False,39.0,29.0,6.0,2.0,0.0,23.0,26.0,6.0,13.0,,2.0,,,,,,,90.0,48.0,6.8,10.0,0.00305718,46.394861677856,9.0,-4.725,3.675,,1,,0.05,-0.01,0.21,,,,,,1.0,4.0,,,1.0,3.0,,,,,1.0,,,3.0,1.0,0.0271,-0.02,,,,1.0,1.0,,,,,,,,,
14109714,home,Eyüpspor,Serdar Gürler,serdar-gurler,S. Gürler,M,7,176.0,112,M,96520,EUR,684806400,M,11,11,False,19.0,17.0,,,0.0,6.0,6.0,11.0,13.0,2.0,2.0,,,,,,,90.0,31.0,6.9,6.0,0.141649,89.407920468035,8.0,55.755,22.26,,0,,0.25,0.26,-0.01,,,,2.0,1.0,2.0,3.0,1.0,,1.0,1.0,2.0,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,
14109714,home,Eyüpspor,Emre Akbaba,emre-akbaba,E. Akbaba,M,8,180.0,414,M,343527,EUR,718156800,M,8,8,False,27.0,23.0,2.0,1.0,0.0,11.0,12.0,12.0,15.0,1.0,4.0,,,,,,,76.0,51.0,8.4,10.0,0.0767956,83.37760526782,13.0,20.475,8.19,,4,,0.25,0.29,0.2,,,,1.0,,4.0,9.0,1.0,,1.0,3.0,3.0,2.0,,,,1.0,,1.0,3.0,0.5712,0.55,2.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.1257,,,,,
14109714,home,Eyüpspor,Mame Thiam,mame-thiam,M. Thiam,F,17,185.0,1076,M,180981,EUR,718588800,M,9,9,False,38.0,29.0,2.0,1.0,0.0,11.0,12.0,18.0,26.0,1.0,2.0,,,,,,,90.0,59.0,7.8,15.0,0.351759,75.741279211406,11.0,21.42,12.285,,2,,0.4,0.25,0.0,,,,1.0,1.0,11.0,10.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,,4.0,,,3.0,,0.1427,0.47,6.0,3.0,,,,,2.0,,1.1972,,,,,
