match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalClearance,stat_outfielderBlock,player_sofascoreId,captain,stat_wonTackle,stat_challengeLost,stat_goalAssist,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_totalOffside,stat_blockedScoringAttempt,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
10390027,home,RC Strasbourg,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,1,1,False,24.0,18.0,12.0,6.0,14.0,15.0,4.0,9.0,1.0,3.0,2.0,2.0,90.0,29.0,6.2,7.0,0.0,0.0,0.00174575,0,-0.7002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390027,home,RC Strasbourg,Ismael Doukouré,ismael-doukoure,I. Doukouré,D,6,183,1100,M,1049517,EUR,1059004800,D,29,29,False,43.0,35.0,6.0,3.0,17.0,19.0,18.0,27.0,,8.0,,,73.0,65.0,6.7,17.0,0.0542,0.2251,0.0460748,2,,Ismael Doukoure,,3.0,2.0,1.0,7.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10390027,home,RC Strasbourg,Gerzino Nyamsi,gerzino-nyamsi,G. Nyamsi,D,5,193,756,M,901470,EUR,853891200,D,22,22,False,63.0,54.0,9.0,5.0,34.0,39.0,20.0,24.0,,8.0,,,90.0,72.0,6.7,11.0,0.0792,0.0,0.0449226,1,,,,,3.0,6.0,6.0,6.0,,1.0,,,,2.0,,3.0,1.0,3.0,,,,,,,,,,,,,,,,
10390027,home,RC Strasbourg,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182,4730,M,289977,EUR,776390400,D,24,24,False,69.0,56.0,15.0,10.0,34.0,37.0,22.0,32.0,2.0,3.0,,,90.0,85.0,6.6,14.0,0.0,0.0,0.0213136,0,,,,,5.0,4.0,5.0,6.0,,,,,2.0,1.0,,,2.0,,alex_djiku,True,1.0,,,,,,,,,,,,,
10390027,home,RC Strasbourg,Lucas Perrin,lucas-perrin,L. Perrin,D,4,187,210,M,941077,EUR,911433600,D,5,5,False,49.0,39.0,9.0,6.0,21.0,23.0,18.0,28.0,1.0,10.0,,,90.0,76.0,6.9,15.0,0.0,0.0,0.0703371,0,,,,2.0,,1.0,3.0,6.0,,,,,4.0,,1.0,,1.0,,,,3.0,3.0,,,,,,,,,,,,
10390027,home,RC Strasbourg,Jean-Ricner Bellegarde,jean-ricner-bellegarde,J.-R. Bellegarde,M,27,170,28999,M,845273,EUR,898905600,M,17,17,False,49.0,39.0,3.0,2.0,11.0,11.0,33.0,46.0,1.0,2.0,,,83.0,80.0,8.7,21.0,0.2443,0.4353,0.809472,3,,,,8.0,,3.0,5.0,7.0,1.0,1.0,2.0,,1.0,4.0,2.0,,,,,,1.0,1.0,2.0,5.0,4.0,1.0,1.0,7.0,,,,,,
10390027,home,RC Strasbourg,Sanjin Prcić,sanjin-prcic,S. Prcić,M,,182,171,M,94822,EUR,753753600,M,14,14,False,58.0,54.0,9.0,8.0,17.0,17.0,37.0,41.0,2.0,10.0,,,83.0,68.0,7.2,5.0,0.0751,0.0795,0.0577342,2,,,,,,,2.0,3.0,,1.0,1.0,,,1.0,2.0,1.0,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,
10390027,home,RC Strasbourg,Habib Diarra,habib-diarra,H. Diarra,M,19,179,12696,M,1128532,EUR,1073088000,M,19,19,False,34.0,26.0,1.0,1.0,9.0,10.0,17.0,28.0,1.0,2.0,,,67.0,49.0,6.6,16.0,0.0727,0.0335,0.0468848,1,,Habib,Diarra,4.0,,1.0,2.0,3.0,1.0,,1.0,,,2.0,,,1.0,,,,,,,,3.0,2.0,,1.0,,,,,,
10390027,home,RC Strasbourg,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177,523,M,231946,EUR,755481600,M,10,10,False,52.0,41.0,1.0,1.0,11.0,14.0,32.0,41.0,1.0,5.0,,,90.0,66.0,6.6,17.0,0.0,0.0,0.261986,0,,,,3.0,2.0,3.0,7.0,3.0,3.0,,,,,1.0,,1.0,,,,,,2.0,,2.0,,,,2.0,2.0,,,,,
10390027,home,RC Strasbourg,Habib Diallo,habib-diallo,H. Diallo,F,30,186,7542,M,802159,EUR,803433600,F,20,20,False,26.0,18.0,,,4.0,4.0,14.0,22.0,1.0,4.0,,,90.0,41.0,8.0,12.0,0.353,0.663,0.0945204,4,,,,,3.0,10.0,5.0,14.0,,2.0,1.0,1.0,1.0,3.0,2.0,1.0,,,habibdiallo28,,1.0,1.0,,,1.0,1.0,,2.0,1.0,1.0,,,,
