match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_penaltyWon,stat_expectedGoalsOnTarget,stat_dispossessed,stat_wonContest,stat_aerialLost,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_hitWoodwork
12504654,home,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189,4489,M,793986,EUR,935712000,G,99,99,False,26.0,23.0,5.0,2.0,0.0,22.0,24.0,1.0,2.0,10.0,3.0,90.0,38.0,7.4,3.0,0.00023807,0,0.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504654,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190,4038,M,611210,EUR,829699200,D,23,23,False,46.0,42.0,2.0,1.0,0.0,29.0,30.0,14.0,18.0,3.0,,90.0,57.0,7.4,5.0,0.0941871,1,,True,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0465,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12504654,home,Roma,Mats Hummels,mats-hummels,M. Hummels,D,15,191,4596,M,16632,EUR,598233600,D,15,15,False,52.0,48.0,5.0,2.0,0.0,34.0,35.0,14.0,17.0,1.0,,90.0,63.0,7.2,4.0,0.0109839,1,,,,,3.0,2.0,1.0,2.0,3.0,1.0,,,2.0,,0.0624,,aussenrist15,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12504654,home,Roma,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9220,M,848287,EUR,935107200,D,5,5,False,74.0,71.0,4.0,2.0,0.0,49.0,51.0,22.0,23.0,2.0,,90.0,84.0,7.2,4.0,0.00459175,0,,,,,,2.0,,5.0,2.0,1.0,,,,,,,evanndicka,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
12504654,home,Roma,Alexis Saelemaekers,alexis-saelemaekers,A. Saelemaekers,M,56,180,7592,M,901891,EUR,930441600,M,56,56,False,56.0,47.0,2.0,2.0,0.0,17.0,19.0,31.0,40.0,9.0,,90.0,76.0,8.6,15.0,0.463534,2,,,3.0,1.0,6.0,6.0,,,,4.0,3.0,1.0,,,0.0982,3.0,AS56,1.0,4.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0407,,,,,,,,,,,,
12504654,home,Roma,Manu Koné,manu-kone,M. Koné,M,17,186,6943,M,974087,EUR,990057600,M,17,17,False,57.0,55.0,4.0,3.0,0.0,28.0,28.0,27.0,29.0,3.0,,90.0,70.0,7.7,6.0,0.181452,2,,,,,2.0,5.0,1.0,,,1.0,,1.0,1.0,,0.3131,1.0,,1.0,,,,,3.0,2.0,,1.0,,,,0.2052,1.0,2.0,,,,,,,,,,
12504654,home,Roma,Leandro Paredes,leandro-paredes,L. Paredes,M,5,180,25603,M,255389,EUR,772848000,M,16,16,False,84.0,78.0,9.0,7.0,0.0,36.0,38.0,42.0,48.0,4.0,,90.0,100.0,8.5,10.0,0.0972574,1,,,2.0,,3.0,7.0,,,2.0,3.0,3.0,2.0,1.0,,0.7884,1.0,LeoParedes,,,,,,,2.0,1.0,1.0,,1.0,,0.71,1.0,2.0,1.0,,,,,,,,,
12504654,home,Roma,Angeliño,angelino,Angeliño,M,3,171,3336,M,848355,EUR,852336000,M,3,3,False,44.0,36.0,4.0,2.0,1.0,17.0,20.0,21.0,28.0,3.0,,90.0,62.0,7.4,12.0,0.302932,0,,,4.0,2.0,4.0,1.0,,1.0,1.0,,,,2.0,,,4.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,
12504654,home,Roma,Paulo Dybala,paulo-dybala,P. Dybala,F,21,177,117714,M,256219,EUR,753321600,F,21,21,False,61.0,54.0,3.0,2.0,1.0,5.0,6.0,50.0,57.0,3.0,,90.0,78.0,10.0,12.0,0.846765,5,,,2.0,1.0,4.0,6.0,2.0,,,1.0,1.0,4.0,2.0,1.0,2.05,2.0,LaJoya,,,,,,3.0,1.0,1.0,3.0,,2.0,1.0,1.9282,1.0,1.0,2.0,1.0,,,,,,,,
12504654,home,Roma,Stephan El Shaarawy,stephan-el-shaarawy,S. El Shaarawy,F,22,178,5712,M,45925,EUR,720144000,F,92,92,False,40.0,30.0,3.0,2.0,0.0,10.0,11.0,20.0,31.0,5.0,,90.0,52.0,6.6,16.0,0.0740259,2,,,2.0,,3.0,3.0,,,,1.0,1.0,,,1.0,0.7587,2.0,stewel92,,,,,,1.0,3.0,,2.0,,,,0.3283,2.0,2.0,,2.0,,,,,,,,
