match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_aerialWon,stat_shotOffTarget,stat_accurateCross,stat_blockedScoringAttempt,stat_goals,captain,stat_wasFouled,stat_errorLeadToAGoal,stat_goodHighClaim,stat_hitWoodwork
14083481,home,Real Oviedo,Aarón Escandell,aaron-escandell,A. Escandell,G,13,188,1011,M,368922,EUR,812160000,G,13,13,False,18.0,8.0,18.0,8.0,0.0,3.0,4.0,5.0,14.0,1.0,9.0,6.0,7.0,1.0,1.0,90.0,31.0,7.2,10.0,0.00133293,0.5574,0,-0.508,0.05,0.0,-0.21,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083481,home,Real Oviedo,Lucas Ahijado,lucas-ahijado,L. Ahijado,D,24,173,119,M,597876,EUR,791424000,D,24,24,False,20.0,13.0,6.0,1.0,0.0,4.0,7.0,9.0,13.0,1.0,2.0,,,,,90.0,42.0,6.6,13.0,0.381996,,1,,0.63,0.08,-0.53,,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1416,0.1161,1.0,-0.31,,,,,,,,,,,,,,,,,
14083481,home,Real Oviedo,Eric Bailly,eric-bailly,E. Bailly,D,2,187,4273,M,606346,EUR,766108800,D,2,2,False,21.0,18.0,4.0,2.0,0.0,14.0,15.0,4.0,6.0,7.0,7.0,,,,,90.0,37.0,6.6,4.0,0.00088789,,0,,0.05,0.04,0.42,,,4.0,,,,,,,,,,,1.0,,,,,,,,ericbailly,3.0,4.0,2.0,2.0,,,,,,,,,,
14083481,home,Real Oviedo,David Carmo,david-carmo,D. Carmo,D,16,196,2256,M,892235,EUR,932342400,D,16,16,False,19.0,12.0,9.0,4.0,0.0,9.0,11.0,3.0,8.0,8.0,,,,,,90.0,37.0,6.7,7.0,0.00206219,,1,,0.02,0.0,-0.17,,,1.0,7.0,,,,,,,,4.0,2.0,,,0.136,,,-0.45,,,,1.0,2.0,,,3.0,1.0,,,,,,,,
14083481,home,Real Oviedo,Abdel Rahim,abdel-rahim-alhassane,A. R. Alhassane,D,3,184,3785,M,1120504,EUR,1009843200,D,3,3,False,15.0,13.0,3.0,2.0,0.0,9.0,10.0,4.0,5.0,4.0,4.0,,,,,90.0,31.0,6.2,5.0,0.00074091,,0,,-0.01,0.04,-0.38,,,1.0,3.0,,,1.0,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
14083481,home,Real Oviedo,Haissem Hassan,haissem-hassan,H. Hassan,M,10,173,5683,M,942836,EUR,1013126400,M,10,10,False,11.0,6.0,2.0,2.0,0.0,3.0,6.0,3.0,5.0,,3.0,,,,,65.0,23.0,6.7,12.0,0.00755023,,0,,0.13,0.25,-0.05,,1.0,4.0,3.0,1.0,1.0,4.0,2.0,,,,1.0,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,
14083481,home,Real Oviedo,Leander Dendoncker,leander-dendoncker,L. Dendoncker,M,20,188,1679,M,190405,EUR,797904000,M,20,20,False,18.0,9.0,2.0,1.0,0.0,5.0,10.0,4.0,8.0,5.0,2.0,,,,,89.0,38.0,6.9,11.0,0.0104793,,1,,-0.08,-0.03,0.43,,,4.0,7.0,,1.0,1.0,,,,,5.0,3.0,,,0.1574,,,-0.36,,,,2.0,1.0,,,2.0,,,1.0,,,,,,
14083481,home,Real Oviedo,Alberto Reina,alberto-reina-campos,A. Reina,M,5,179,337,M,882475,EUR,873763200,M,5,5,False,12.0,10.0,1.0,,0.0,8.0,8.0,2.0,4.0,2.0,3.0,,,,,76.0,27.0,7.5,5.0,0.00111485,,2,,-0.01,-0.2,-0.11,,,4.0,3.0,1.0,1.0,1.0,,,,2.0,2.0,,,1.0,0.1605,0.8813,,0.56,,,,,,,1.0,1.0,,,,1.0,,,,,
14083481,home,Real Oviedo,Ilyas Chaira,ilyas-chaira,I. Chaira,M,7,179,2481,M,1008037,EUR,981072000,M,7,7,False,8.0,5.0,1.0,,0.0,2.0,3.0,3.0,5.0,,2.0,,,,,75.0,17.0,6.2,6.0,0.00285172,,0,,-0.07,-0.04,-0.15,,,4.0,2.0,1.0,1.0,,,,,,2.0,2.0,2.0,3.0,,,,,,,,1.0,,,1.0,,,,,,,,,,
14083481,home,Real Oviedo,Santi Cazorla,santi-cazorla,S. Cazorla,M,8,168,10500,M,17651,EUR,471744000,F,8,8,False,13.0,7.0,3.0,,0.0,7.0,8.0,0.0,5.0,2.0,3.0,,,,,65.0,28.0,7.0,11.0,0.318371,,0,,0.32,0.06,-0.02,,6.0,3.0,4.0,2.0,1.0,,,,,,3.0,,,,,,2.0,,,,,,,,,,,2.0,,,True,1.0,,,
