match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,captain,stat_aerialWon,stat_totalContest,stat_wonContest,stat_fouls,stat_challengeLost,stat_lastManTackle,stat_unsuccessfulTouch,stat_accurateCross,stat_aerialLost,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_penaltyMiss,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,stat_totalOffside,stat_penaltySave,stat_penaltyFaced,stat_clearanceOffLine,stat_penaltyConceded
14573068,home,Lincoln Red Imps,Jaylan Hankins,jaylan-hankins,J. Hankins,G,13,186.0,32,M,876677,EUR,974419200,G,13,13,False,20.0,8.0,18.0,6.0,0.0,5.0,6.0,3.0,14.0,13.0,2.0,2.0,4.0,90.0,32.0,6.4,12.0,0.00184252,0.2419,0,-0.526,0.05,0.0,0.16,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573068,home,Lincoln Red Imps,Toni Kolega,toni-kolega,T. Kolega,M,24,175.0,90,M,921550,EUR,907977600,D,24,24,False,19.0,16.0,2.0,1.0,0.0,9.0,9.0,4.0,10.0,5.0,,,,90.0,45.0,6.9,10.0,0.010921,,0,,0.02,0.09,0.28,,,,3.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14573068,home,Lincoln Red Imps,Bernardo Lopes,bernardo-lopes,B. Lopes,D,6,187.0,53,M,604174,EUR,743990400,D,6,6,False,42.0,30.0,9.0,2.0,0.0,23.0,26.0,7.0,16.0,7.0,,,,90.0,64.0,7.0,13.0,0.00149172,,0,,-0.06,0.08,0.27,,,,,1.0,8.0,,13.0,,2.0,1.0,1.0,,True,4.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
14573068,home,Lincoln Red Imps,Christian Rutjens,rutjens-christian,C. Rutjens,D,3,185.0,15,M,862933,EUR,883958400,D,3,3,False,22.0,18.0,3.0,1.0,0.0,17.0,20.0,1.0,2.0,1.0,,,,90.0,29.0,6.5,4.0,0.00094542,,0,,-0.02,0.01,-0.03,,,,,,1.0,,5.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14573068,home,Lincoln Red Imps,Jesus Toscano Serrano,jesus-toscano-serrano,J. T. Serrano,D,2,171.0,4,M,351016,EUR,661046400,D,2,2,False,22.0,16.0,3.0,,0.0,10.0,11.0,6.0,11.0,4.0,,,,76.0,49.0,6.8,13.0,0.002571,,0,,0.07,0.06,0.54,,,,,2.0,1.0,,2.0,,3.0,1.0,1.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
14573068,home,Lincoln Red Imps,Victor Villacañas Morales,victor-villacanas-morales,V. V. Morales,F,70,178.0,15,M,950892,EUR,834624000,M,70,70,False,12.0,8.0,1.0,,0.0,1.0,2.0,6.0,10.0,2.0,,,,50.0,21.0,7.2,6.0,0.430925,,0,,0.39,0.46,-0.05,,,,2.0,1.0,2.0,,,,1.0,,,1.0,,1.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
14573068,home,Lincoln Red Imps,Toni,toni,Toni,M,18,172.0,8,M,885118,EUR,681523200,M,18,18,False,48.0,39.0,5.0,2.0,0.0,21.0,22.0,15.0,26.0,7.0,,,,90.0,65.0,6.8,13.0,0.0325222,,1,,0.2,0.09,0.19,,,,4.0,2.0,5.0,1.0,,,,2.0,2.0,1.0,,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,0.0026,-0.15,,,,,,,,,,,,
14573068,home,Lincoln Red Imps,Mandi,mandi,Mandi,M,8,182.0,11,M,152767,EUR,604713600,M,8,8,False,50.0,41.0,6.0,4.0,0.0,21.0,26.0,18.0,24.0,12.0,,,,90.0,67.0,6.8,15.0,0.175555,,2,,0.52,0.19,0.14,,,,4.0,4.0,5.0,1.0,1.0,,2.0,2.0,1.0,1.0,,2.0,,,1.0,,,3.0,2.0,2.0,3.0,1.0,0.8078,-0.91,1.0,1.0,0.7823,1.0,,,,,,,,
14573068,home,Lincoln Red Imps,Boubacar Sidik Dabo,boubacar-sidik-dabo,B. S. Dabo,M,,176.0,20,M,1187440,EUR,876441600,M,80,80,False,12.0,10.0,1.0,1.0,0.0,5.0,5.0,5.0,7.0,2.0,,,,63.0,27.0,6.2,8.0,0.00932139,,3,,-0.03,-0.18,-0.05,,Boubacar Sidik Dabo,,,6.0,5.0,1.0,,,,1.0,1.0,1.0,,2.0,4.0,1.0,,,,,,2.0,,1.0,0.3856,-0.62,2.0,2.0,0.3837,,,,,,,,,
14573068,home,Lincoln Red Imps,Kike Gómez,kike-gomez,K. Gómez,F,9,170.0,61,M,885512,EUR,768009600,F,9,9,False,10.0,8.0,,,0.0,5.0,5.0,3.0,5.0,1.0,,,,90.0,32.0,6.6,9.0,0.00172392,,5,,-0.02,-0.38,0.0,,,,,9.0,6.0,3.0,,,,1.0,1.0,2.0,,1.0,4.0,2.0,1.0,,,2.0,,3.0,,3.0,0.9457,0.14,,1.0,0.7243,,1.0,1.0,,,,,,
