match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_aerialWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_totalOffside,stat_accurateCross,stat_dispossessed,stat_keyPass,captain,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_goals
11067438,home,América Mineiro,Matheus Cavichioli,,,matheus-cavichioli,M. Cavichioli,G,1,195,104,M,243097,EUR,522806400,G,1,1,False,16.0,13.0,8.0,5.0,10.0,10.0,3.0,6.0,1.0,2.0,1.0,9.0,1.0,1.0,1.0,2.0,3.0,4.0,90.0,33.0,5.5,4.0,0.0,0.0,0.00072756,0,-1.3735,,,,,,,,,,,,,,,,,,,,,,,,,,
11067438,home,América Mineiro,Marcinho,,,marcinho,Marcinho,D,6,178,148,M,840148,EUR,832204800,D,25,25,False,35.0,26.0,9.0,5.0,13.0,15.0,13.0,25.0,2.0,,,5.0,,,,,,,71.0,50.0,6.3,16.0,0.025,0.0,0.0253704,1,,5.0,2.0,3.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11067438,home,América Mineiro,Ricardo Silva,,,ricardo-silva,R. Silva,D,45,190,76,M,599700,EUR,713664000,D,45,45,False,38.0,31.0,4.0,3.0,20.0,22.0,11.0,17.0,14.0,6.0,4.0,2.0,4.0,4.0,,,,,90.0,59.0,6.9,10.0,0.0,0.0,0.0110754,0,,1.0,4.0,7.0,1.0,,,,9.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
11067438,home,América Mineiro,Éder,,,eder-ferreira,Éder,D,33,184,208,M,842072,EUR,797126400,D,33,33,False,53.0,42.0,9.0,4.0,32.0,35.0,10.0,18.0,6.0,6.0,,2.0,2.0,2.0,,,,,90.0,64.0,6.4,11.0,0.0,0.0,0.00518786,0,,,3.0,4.0,,,,,3.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11067438,home,América Mineiro,Marlon Lopes,,,marlon-lopes,Marlon,D,6,177,100,M,870933,EUR,761097600,D,6,6,False,38.0,31.0,2.0,2.0,14.0,16.0,18.0,27.0,7.0,2.0,,6.0,1.0,1.0,,,,,90.0,65.0,6.5,14.0,0.0,0.0,0.107048,0,,5.0,2.0,4.0,,2.0,1.0,,2.0,1.0,3.0,,,,1.0,1.0,2.0,,,,,,,,,,
11067438,home,América Mineiro,Juninho,,,juninho,Juninho,M,28,173,218,M,330691,EUR,561945600,M,8,8,False,29.0,21.0,4.0,3.0,11.0,12.0,10.0,18.0,3.0,,,7.0,1.0,1.0,,,,,76.0,41.0,6.5,12.0,0.0,0.0,0.018508,0,,1.0,,3.0,1.0,2.0,1.0,,1.0,1.0,,,,,,1.0,1.0,True,,,,,,,,,
11067438,home,América Mineiro,Alê,,,ale,Alê,M,16,184,96,M,869564,EUR,644630400,M,16,16,False,60.0,56.0,3.0,2.0,29.0,30.0,27.0,31.0,4.0,1.0,2.0,13.0,2.0,1.0,,,,,90.0,74.0,6.8,8.0,0.0,0.0,0.0190206,0,,1.0,1.0,6.0,3.0,,,,1.0,,1.0,,1.0,,,2.0,3.0,,1.0,,,,,,,,
11067438,home,América Mineiro,Martín Benítez,,,martin-benitez,M. Benítez,M,7,173,425,M,155715,EUR,771811200,M,10,10,False,38.0,28.0,5.0,4.0,11.0,13.0,21.0,30.0,11.0,,,5.0,1.0,,,,,,90.0,61.0,7.7,13.0,0.123,0.1406,0.48386,3,,5.0,,2.0,1.0,3.0,3.0,1.0,,1.0,7.0,,,1.0,4.0,1.0,3.0,,1.0,1.0,1.0,,,,,,
11067438,home,América Mineiro,Felipe Azevedo,,,felipe-azevedo,Felipe Azevedo,M,11,175,88,M,166471,EUR,537235200,F,11,11,False,15.0,9.0,2.0,,1.0,2.0,8.0,18.0,6.0,,,5.0,,,,,,,71.0,34.0,7.1,13.0,0.3138,0.0,0.0852146,3,,5.0,1.0,1.0,,3.0,3.0,1.0,2.0,1.0,1.0,,,1.0,,,2.0,,,2.0,,,,,,,
11067438,home,América Mineiro,Mikael,,,mikael,Mikael,F,28,184,451,M,994017,EUR,927849600,F,87,87,False,6.0,4.0,,,2.0,2.0,2.0,4.0,5.0,,,1.0,,,,,,,62.0,16.0,6.4,4.0,0.6478,0.1462,0.00110311,5,,,1.0,1.0,,2.0,2.0,,2.0,2.0,1.0,,,,,,,,,4.0,1.0,2.0,,,,,
11067438,home,América Mineiro,Aloísio,,,aloisio,Aloísio,F,,175,134,,243497,EUR,582681600,F,99,99,False,10.0,5.0,1.0,,2.0,2.0,4.0,10.0,4.0,,,2.0,2.0,2.0,,,,,71.0,27.0,6.8,14.0,0.0503,0.0,0.16307,2,,2.0,,10.0,2.0,3.0,2.0,,,4.0,,5.0,,2.0,1.0,2.0,1.0,,1.0,2.0,,,1.0,,,,
11067438,home,América Mineiro,Renato Marques,Renato Marques,,marques-renato,Renato Marques,F,78,180,300,M,1194689,EUR,1070928000,F,78,78,True,8.0,6.0,1.0,,3.0,4.0,3.0,4.0,2.0,,,4.0,,,,,,,28.0,15.0,6.2,6.0,0.0,0.0,0.00646253,0,,,,6.0,2.0,4.0,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,
11067438,home,América Mineiro,Iago Maidana,,,iago-maidana,I. Maidana,D,36,194,211,M,599686,EUR,823564800,D,3,3,True,13.0,8.0,1.0,,6.0,9.0,2.0,4.0,,,,2.0,,,,,,,19.0,14.0,6.0,6.0,0.0,0.0,0.00130821,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11067438,home,América Mineiro,Mateus Gonçalves,,,mateus-goncalves,M. Gonçalves,M,11,172,101,M,787480,EUR,780710400,F,27,27,True,4.0,3.0,,,,,3.0,5.0,3.0,,,1.0,1.0,1.0,,,,,19.0,11.0,6.4,6.0,0.0,0.0,0.0518551,0,,1.0,2.0,4.0,,2.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,
11067438,home,América Mineiro,Wellington Paulista,,,wellington-paulista,W. Paulista,F,,183,127,,29106,EUR,419817600,F,9,9,True,7.0,7.0,,,4.0,4.0,3.0,3.0,1.0,,,1.0,,,,,,,19.0,8.0,6.5,1.0,0.0,0.0,0.00252416,0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11067438,home,América Mineiro,Emmanuel Martínez,,,emmanuel-martinez,E. Martinez,M,6,177,616,M,794312,EUR,770688000,M,5,5,True,10.0,9.0,,,4.0,4.0,5.0,7.0,5.0,,,2.0,2.0,1.0,,,,,14.0,19.0,6.6,5.0,0.1066,0.0,0.00796072,1,,1.0,,2.0,,2.0,2.0,,1.0,2.0,,1.0,,,,1.0,,,,1.0,,1.0,1.0,,,,
11067438,home,América Mineiro,Mateus Pasinato,,,mateus-pasinato,Mateus Pasinato,G,41,192,80,M,914169,EUR,709689600,G,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067438,home,América Mineiro,Wanderson,,,wanderson,Wanderson,D,,186,41,M,368846,EUR,665884800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067438,home,América Mineiro,Danilo Avelar,,,danilo-avelar,Danilo Avelar,D,,184,107,M,121221,EUR,613353600,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067438,home,América Mineiro,Lucas Kal,,,lucas-kal,Lucas Kal,M,21,186,179,M,840118,EUR,826934400,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
