match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_keyPass,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_goals,captain,stat_dispossessed,stat_bigChanceMissed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_hitWoodwork
14566958,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4650,M,npope29,162653,EUR,703641600,G,1,1,False,36.0,28.0,13.0,5.0,0.0,27.0,28.0,1.0,8.0,1.0,1.0,3.0,15.0,2.0,3.0,5.0,1.0,3.0,3.0,90.0,56.0,8.4,8.0,0.00044212,20.448,5.67914,0.0,0.698,0,1.0364,0.07,0.0,0.37,0.53,3.67,1.84,0.13,0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566958,home,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8330,M,ktrippier2,69256,EUR,653702400,D,2,2,False,52.0,35.0,9.0,2.0,1.0,29.0,40.0,6.0,12.0,1.0,5.0,3.0,7.0,,,,,,,90.0,73.0,7.1,20.0,0.0322499,28.368,10.24461,9.0,,0,,0.09,0.08,-0.02,,3.0,5.01,1.43,0.6,0.2,4.0,2.0,1.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14566958,home,Newcastle United,Malick Thiaw,,,malick-thiaw,M. Thiaw,D,12,194,6416,M,MThiaw,1014286,EUR,997228800,D,12,12,False,77.0,68.0,6.0,6.0,0.0,54.0,58.0,14.0,19.0,8.0,10.0,5.0,5.0,,,,,,,90.0,90.0,8.5,11.0,0.0144301,28.332,10.13365,6.0,,0,,0.23,0.22,0.71,,2.84,5.45,1.35,0.37,0.13,,,2.0,2.0,,1.0,1.0,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
14566958,home,Newcastle United,Sven Botman,,,sven-botman,S. Botman,D,4,193,3363,M,,910046,EUR,947635200,D,4,4,False,74.0,69.0,5.0,3.0,0.0,57.0,60.0,12.0,14.0,2.0,4.0,2.0,4.0,,,,,,,90.0,84.0,7.3,5.0,0.00920533,28.116,10.62746,6.0,,1,,0.11,0.15,0.23,,2.85,5.76,1.5,0.39,0.12,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,0.1541,0.0657,-0.3,,,,,,,,
14566958,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4556,M,,99090,EUR,705369600,D,33,33,False,49.0,39.0,4.0,1.0,0.0,26.0,31.0,13.0,18.0,4.0,7.0,2.0,4.0,,,,,,,65.0,62.0,8.4,11.0,0.146593,28.26,7.13099,6.0,,2,,0.23,0.06,0.16,,1.95,3.47,1.09,0.49,0.12,,,1.0,1.0,,,2.0,,,,1.0,,,2.0,,1.0,1.0,0.0863,0.1585,0.53,1.0,1.0,,,,,,
14566958,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31704,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,33.0,31.0,3.0,2.0,0.0,17.0,17.0,14.0,16.0,,4.0,,1.0,,,,,,,66.0,41.0,7.0,4.0,0.0273308,28.692,7.87227,4.0,,0,,0.19,0.08,0.13,,1.85,4.01,1.5,0.41,0.1,,,,2.0,,1.0,1.0,,2.0,,1.0,1.0,,,2.0,,2.0,,,,,,True,,,,,
14566958,home,Newcastle United,Sandro Tonali,,,sandro-tonali,S. Tonali,M,8,181,14430,M,sandrotonali,892673,EUR,957744000,M,8,8,False,62.0,49.0,7.0,5.0,0.0,30.0,38.0,19.0,24.0,2.0,8.0,1.0,5.0,,,,,,,90.0,79.0,7.3,18.0,0.0167764,28.332,11.74668,4.0,,0,,0.01,0.19,-0.08,,2.76,6.11,2.28,0.49,0.1,2.0,,,3.0,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,,5.0,,,,,,,1.0,,,,
14566958,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10165,M,joelinton34,560128,EUR,839980800,M,7,7,False,41.0,33.0,3.0,3.0,0.0,18.0,20.0,15.0,21.0,1.0,4.0,1.0,9.0,,,,,,,90.0,54.0,7.8,12.0,0.0262154,29.88,10.59426,15.0,,2,,0.01,0.05,-0.01,,3.1,4.69,1.58,0.9,0.33,,,,4.0,1.0,,3.0,2.0,2.0,1.0,,,,3.0,1.0,2.0,,0.5178,0.6812,0.52,,1.0,,2.0,1.0,,,
14566958,home,Newcastle United,Harvey Barnes,,,harvey-barnes,H. Barnes,F,11,181,5656,M,,855647,EUR,881625600,F,11,11,False,17.0,13.0,1.0,,1.0,5.0,6.0,8.0,11.0,,1.0,,1.0,,,,,,,66.0,28.0,7.0,9.0,0.231488,32.292,7.07473,13.0,,1,,0.32,0.17,-0.01,,2.39,2.83,0.93,0.57,0.36,2.0,1.0,,2.0,,2.0,,,,,1.0,1.0,,,1.0,,,0.0424,,-0.06,,,,1.0,,1.0,1.0,
14566958,home,Newcastle United,Nick Woltemade,,,nick-woltemade,N. Woltemade,F,27,198,55681,M,,980623,EUR,1013644800,F,27,27,False,12.0,9.0,,,0.0,3.0,4.0,6.0,8.0,1.0,6.0,1.0,2.0,,,,,,,83.0,31.0,6.4,12.0,0.00235003,29.664,9.04973,9.0,,1,,-0.25,0.04,0.14,,2.63,4.26,1.33,0.63,0.2,,,1.0,7.0,,3.0,1.0,,1.0,,,2.0,,,4.0,,2.0,0.2401,,-0.41,1.0,,,4.0,1.0,,,
