match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_outfielderBlock,stat_fouls,stat_penaltyConceded,stat_bigChanceCreated,player_firstName,player_lastName,stat_wasFouled,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_errorLeadToAShot,stat_lastManTackle,stat_penaltyWon,stat_hitWoodwork
12530812,home,Antalyaspor,Kenan Pirić,kenan-piric,K. Pirić,G,13,193,309,M,840898,EUR,773539200,G,13,13,False,27.0,20.0,12.0,6.0,0.0,18.0,22.0,2.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,90.0,34.0,6.2,7.0,0.00037095,0,-0.6098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530812,home,Antalyaspor,Bünyamin Balcı,bunyamin-balci,B. Balcı,D,7,180,128,M,967214,EUR,959731200,D,7,7,False,41.0,32.0,4.0,3.0,0.0,8.0,11.0,25.0,34.0,6.0,1.0,2.0,4.0,,,,,,90.0,68.0,6.3,18.0,0.0248772,1,,4.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0246,0.0178,1.0,,,,,,,,,,,,,,,,,
12530812,home,Antalyaspor,Veysel Sarı,veysel-sari,V. Sarı,D,89,185,109,M,98276,EUR,585792000,D,89,89,False,46.0,42.0,9.0,8.0,0.0,23.0,24.0,19.0,22.0,3.0,2.0,3.0,5.0,,,,,,90.0,56.0,6.7,6.0,0.00815377,0,,,,1.0,3.0,5.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,True,1.0,1.0,,,,,,,,,,,,,,
12530812,home,Antalyaspor,Thalisson Kelven,thalisson-kelven,T. Kelven,D,2,184,112,M,863277,EUR,894499200,D,2,2,False,52.0,46.0,9.0,5.0,0.0,36.0,39.0,10.0,13.0,6.0,1.0,5.0,5.0,,,,,,90.0,68.0,6.2,6.0,0.00816228,0,,,,3.0,2.0,3.0,,,,,4.0,1.0,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,
12530812,home,Antalyaspor,Güray Vural,guray-vural,G. Vural,D,77,177,69,M,43559,EUR,581990400,D,11,11,False,55.0,46.0,4.0,2.0,0.0,25.0,28.0,24.0,32.0,4.0,1.0,2.0,10.0,,,,,,90.0,76.0,6.7,12.0,0.183127,1,,5.0,3.0,2.0,2.0,4.0,,2.0,1.0,1.0,,1.0,1.0,,0.168,0.2161,4.0,,,,,1.0,,,,,,,,,,,,
12530812,home,Antalyaspor,Oleksandr Petrusenko,oleksandr-petrusenko,O. Petrusenko,M,16,181,116,M,906673,EUR,890870400,M,16,16,False,31.0,29.0,4.0,4.0,0.0,20.0,21.0,9.0,10.0,4.0,2.0,2.0,7.0,,,,,,66.0,42.0,6.5,3.0,0.0122356,0,,,,1.0,,2.0,,1.0,1.0,,2.0,,,1.0,,,,,,1.0,,,Oleksandr,Petrusenko,1.0,,,,,,,,,
12530812,home,Antalyaspor,Jakub Kałuziński,jakub-kaluzinski,J. Kałuziński,M,18,185,896,M,1019026,EUR,1036022400,M,18,18,False,62.0,51.0,5.0,3.0,0.0,23.0,25.0,31.0,47.0,3.0,3.0,,5.0,,,,,,90.0,88.0,7.8,19.0,0.288919,5,,10.0,3.0,,2.0,7.0,,1.0,1.0,1.0,1.0,4.0,4.0,,0.2765,0.3567,5.0,,,,,,,,,3.0,1.0,,,,,,,
12530812,home,Antalyaspor,Soner Dikmen,soner-dikmen,S. Dikmen,M,6,179,82,M,847782,EUR,746841600,M,5,5,False,,,,,0.0,,,,1.0,,,1.0,,,,,,,10.0,2.0,6.5,1.0,,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530812,home,Antalyaspor,Sam Larsson,sam-larsson,S. Larsson,M,23,179,231,M,229800,EUR,734400000,M,10,10,False,29.0,26.0,1.0,1.0,0.0,7.0,8.0,20.0,22.0,7.0,2.0,,1.0,,,,,,82.0,36.0,5.9,7.0,0.0498985,2,,1.0,1.0,1.0,,,2.0,,,1.0,,,,2.0,0.2056,0.4771,,,,2.0,,,,,,,1.0,1.0,,,,,,
12530812,home,Antalyaspor,Sander van de Streek,sander-van-de-streek,S. v. d. Streek,M,22,180,186,M,220155,EUR,732931200,M,22,22,False,30.0,26.0,3.0,1.0,1.0,11.0,11.0,15.0,20.0,6.0,1.0,,5.0,,,,,,82.0,47.0,7.6,6.0,0.402071,4,,1.0,,1.0,,3.0,,1.0,1.0,2.0,,1.0,1.0,1.0,0.191,0.1099,2.0,,,4.0,,1.0,,,1.0,1.0,1.0,,,,,,,
