match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_fouls,player_firstName,player_lastName,stat_dispossessed,stat_onTargetScoringAttempt,stat_challengeLost,stat_blockedScoringAttempt,stat_hitWoodwork,stat_outfielderBlock,stat_bigChanceCreated,stat_goals,captain,stat_goalAssist,stat_totalOffside,stat_clearanceOffLine
10382236,away,NEC Nijmegen,Dirk Proper,dirk-proper,D. Proper,M,71,167,193,M,,961685,EUR,1014508800,M,71,71,False,31.0,26.0,2.0,2.0,15.0,16.0,11.0,15.0,,7.0,3.0,8.0,,,,90.0,49.0,7.7,8.0,0,,,5.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,
10382236,away,NEC Nijmegen,Elayis Tavsan,elayis-tavsan,E. Tavsan,F,7,183,301,M,,929631,EUR,988588800,M,7,7,False,20.0,18.0,,,8.0,8.0,10.0,12.0,,4.0,3.0,2.0,,,,85.0,36.0,6.5,5.0,0,,,2.0,1.0,,1.0,,1.0,7.0,3.0,1.0,,,1.0,2.0,,,1.0,,1.0,,,,,,,,,
10382236,away,NEC Nijmegen,Oussama Tannane,oussama-tannane,O. Tannane,F,14,178,2916,M,,249435,EUR,764380800,M,14,14,False,41.0,28.0,6.0,3.0,8.0,13.0,20.0,29.0,1.0,7.0,1.0,7.0,,,,90.0,61.0,6.3,22.0,1,1.0,,1.0,,1.0,3.0,,2.0,11.0,3.0,2.0,,,,3.0,,,5.0,,,1.0,,,,,,,,
10382236,away,NEC Nijmegen,Magnus Mattsson,magnus-mattsson,M. Mattsson,M,8,174,794,M,,896117,EUR,919900800,M,11,11,False,16.0,12.0,1.0,1.0,2.0,5.0,10.0,11.0,1.0,4.0,,3.0,,,,76.0,32.0,5.5,13.0,1,,,,,2.0,1.0,,2.0,14.0,3.0,2.0,1.0,,,2.0,,,6.0,1.0,3.0,,,,,,,,,
10382236,away,NEC Nijmegen,Landry Dimata,landry-dimata,L. Dimata,F,10,185,507,M,,826944,EUR,873072000,F,19,19,False,14.0,11.0,,,2.0,2.0,9.0,12.0,3.0,6.0,,3.0,,,,90.0,23.0,6.8,5.0,1,,,,,,3.0,1.0,2.0,5.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,
10382236,away,NEC Nijmegen,Andri Baldursson,andri-baldursson,A. Baldursson,M,16,187,235,M,,932856,EUR,1010620800,M,8,8,True,8.0,8.0,,,6.0,6.0,2.0,2.0,1.0,4.0,1.0,2.0,,,,45.0,13.0,6.7,,0,,,2.0,2.0,,1.0,,1.0,3.0,,,,,1.0,2.0,,,,,,,,,,,,,,
10382236,away,NEC Nijmegen,Pedro Marques,pedro-marques,P. Marques,F,43,181,203,M,,846039,EUR,893462400,F,9,9,True,3.0,3.0,,,2.0,2.0,1.0,1.0,,1.0,,,,,,14.0,5.0,6.6,1.0,0,,,1.0,,1.0,,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,
10382236,away,NEC Nijmegen,Ibrahim Cissoko,ibrahim-cissoko,I. Cissoko,M,20,188,378,M,,1128902,EUR,1048636800,F,21,21,True,,,,,,,,1.0,,,,,,,,11.0,1.0,6.5,1.0,0,1.0,,,,,,,1.0,1.0,,,,,,,Ibrahim Cissoko,,,,,,,,,,,,,
10382236,away,NEC Nijmegen,Anthony Musaba,anthony-musaba,A. Musaba,F,20,182,2509,M,,979473,EUR,976060800,F,77,77,True,4.0,3.0,,,2.0,3.0,1.0,1.0,,,,1.0,,,,11.0,5.0,6.6,1.0,1,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
10382236,away,NEC Nijmegen,Joris Kramer,joris-kramer,J. Kramer,D,4,190,140,M,,793742,EUR,838944000,D,5,5,True,,,,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382236,away,NEC Nijmegen,Mattijs Branderhorst,mattijs-branderhorst,M. Branderhorst,G,31,192,151,M,,146871,EUR,757296000,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382236,away,NEC Nijmegen,Rijk Janse,rijk-janse,R. Janse,G,31,189,36,M,,1066313,EUR,1018915200,G,31,31,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382236,away,NEC Nijmegen,Terry Sanniez,terry-sanniez,T. Sanniez,D,25,174,16,M,,787978,EUR,839635200,D,34,34,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382236,away,NEC Nijmegen,Ilias Bronkhorst,ilias-bronkhorst,I. Bronkhorst,D,2,185,69,M,,899644,EUR,863222400,D,2,2,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Ilias,Bronkhorst,,,,,,,,,,,,
10382236,away,NEC Nijmegen,Jordy Bruijn,jordy-bruijn,J. Bruijn,M,8,170,76,M,,825278,EUR,838080000,M,6,6,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
