match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOwnHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_lastManTackle,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_keyPass,captain,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_outfielderBlock,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_hitWoodwork
11369944,home,RC Sporting Charleroi,Hervé Koffi,herve-koffi,H. Koffi,G,12,187,15803,M,HKoffi,867299,EUR,845424000,G,16,16,False,19.0,4.0,19.0,4.0,4.0,4.0,15.0,1.0,6.0,3.0,4.0,1.0,89.0,25.0,7.0,15.0,0.00099582,0,0.3523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369944,home,RC Sporting Charleroi,Jonas Bager,jonas-bager,J. Bager,D,5,182,87,M,,541350,EUR,837648000,D,2,2,False,17.0,13.0,4.0,1.0,11.0,4.0,6.0,10.0,5.0,,,,90.0,35.0,6.6,5.0,0.00116969,0,,,,9.0,2.0,4.0,5.0,7.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11369944,home,RC Sporting Charleroi,Stelios Andreou,andreou-stelios,S. Andreou,D,5,187,339,M,,994282,EUR,1027468800,D,21,21,False,15.0,11.0,3.0,2.0,12.0,2.0,3.0,10.0,3.0,,,,90.0,30.0,7.2,4.0,0.00140784,0,,,,9.0,2.0,2.0,2.0,4.0,,1.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11369944,home,RC Sporting Charleroi,Jules Van Cleemput,jules-van-cleemput,J. Van Cleemput,D,2,182,37,M,,799163,EUR,878601600,D,4,4,False,16.0,8.0,4.0,,6.0,6.0,10.0,7.0,1.0,,,,90.0,34.0,7.1,9.0,0.00140332,0,,,,2.0,,3.0,1.0,9.0,,3.0,3.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11369944,home,RC Sporting Charleroi,Žan Rogelj,zan-rogelj,Ž. Rogelj,D,21,175,87,M,,888605,EUR,943488000,M,29,29,False,31.0,23.0,3.0,,10.0,17.0,24.0,4.0,4.0,,,,90.0,57.0,7.0,16.0,0.487787,0,,,,8.0,3.0,,5.0,1.0,,1.0,1.0,,1.0,,1.0,3.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
11369944,home,RC Sporting Charleroi,Ryota Morioka,ryota-morioka,R. Morioka,M,,180,229,M,,109376,EUR,671414400,M,44,44,False,19.0,14.0,1.0,1.0,12.0,5.0,7.0,,3.0,,,,45.0,32.0,7.0,6.0,0.00277689,0,,,,9.0,,2.0,2.0,7.0,,2.0,3.0,2.0,1.0,,2.0,,,,,,,True,1.0,,,,,,,,,,,,,
11369944,home,RC Sporting Charleroi,Adem Zorgane,adem-zorgane,A. Zorgane,M,8,184,6525,M,AdemZorgane,1000472,EUR,947116800,M,6,6,False,57.0,49.0,5.0,1.0,21.0,31.0,38.0,4.0,9.0,,,,90.0,87.0,9.6,13.0,0.261871,5,,,,18.0,1.0,3.0,3.0,5.0,3.0,4.0,,,,,,2.0,,,,1.0,,,1.0,2.0,1.0,3.0,1.0,2.0,0.4453,1.1863,,,,,,
11369944,home,RC Sporting Charleroi,Vetle Winger Dragsnes,vetle-winger-dragsnes,V. W. Dragsnes,D,20,187,53,M,,548640,EUR,760492800,M,15,15,False,17.0,12.0,,,9.0,4.0,8.0,2.0,4.0,,,,90.0,37.0,6.7,13.0,0.173483,1,,,,8.0,1.0,2.0,3.0,3.0,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,,,1.0,,,,0.1087,,,,,,,
11369944,home,RC Sporting Charleroi,Isaac Mbenza,isaac-mbenza,I. Mbenza,F,7,188,141,M,,789000,EUR,826243200,F,7,7,False,29.0,19.0,7.0,2.0,11.0,16.0,27.0,2.0,3.0,,,,89.0,48.0,7.6,19.0,0.499771,0,,,,8.0,,1.0,2.0,3.0,2.0,,,1.0,,,,9.0,5.0,,,3.0,5.0,,1.0,1.0,,,,,,,1.0,,,,,
11369944,home,RC Sporting Charleroi,Parfait Guiagon,parfait-guiagon,P. Guiagon,M,10,169,1096,M,,1030459,EUR,982800000,F,8,8,False,34.0,27.0,1.0,,7.0,21.0,27.0,,9.0,,,,78.0,52.0,7.2,17.0,0.0952045,1,,,,6.0,,1.0,9.0,5.0,8.0,,2.0,,2.0,,1.0,,,1.0,1.0,4.0,2.0,,,2.0,1.0,,,,0.066,,1.0,1.0,,,,
11369944,home,RC Sporting Charleroi,Youssuf Sylla,youssuf-sylla,Y. Sylla,F,17,191,197,M,,1099220,EUR,1040256000,F,80,80,False,12.0,8.0,,,6.0,4.0,7.0,1.0,,,,,67.0,26.0,7.3,11.0,0.00167139,3,,,,4.0,3.0,1.0,6.0,1.0,1.0,,,,1.0,,,1.0,,,,2.0,,,2.0,,,2.0,1.0,1.0,0.7574,0.8139,,,1.0,,,
11369944,home,RC Sporting Charleroi,Marco Ilaimaharitra,marco-ilaimaharitra,M. Ilaimaharitra,M,23,178,500,M,,358198,EUR,806716800,M,26,26,True,17.0,13.0,4.0,2.0,6.0,9.0,11.0,,4.0,,,,45.0,27.0,7.0,5.0,0.060048,3,,,,4.0,1.0,,2.0,3.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,,1.0,1.0,3.0,,,,0.1241,,,1.0,,,,
11369944,home,RC Sporting Charleroi,Ahmed Nadhir Benbouali,ahmed-nadhir-benbouali,A. N. Benbouali,F,7,190,776,M,,1177807,EUR,955929600,F,13,13,True,10.0,7.0,,,3.0,5.0,7.0,1.0,,,,,23.0,18.0,7.0,5.0,0.0120555,1,,Ahmed Nadhir Benbouali,,2.0,5.0,5.0,6.0,6.0,,,1.0,,1.0,,1.0,,,1.0,,1.0,2.0,,,,,1.0,,,0.0603,0.0974,,,,,,
11369944,home,RC Sporting Charleroi,Antoine Bernier,antoine-bernier,A. Bernier,M,17,170,106,M,,834261,EUR,873849600,M,17,17,True,6.0,5.0,,,,5.0,6.0,,,,,,12.0,8.0,6.3,2.0,0.0669903,1,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,0.4206,,,,,1.0,,
11369944,home,RC Sporting Charleroi,Martin Delavallée,martin-delavalee,M. Delavallée,G,55,185,123,M,,1141106,EUR,1079568000,G,55,55,True,3.0,3.0,3.0,3.0,2.0,1.0,1.0,,1.0,,,,1.0,3.0,,,0.00018216,0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
