match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_dispossessed,captain,stat_accurateCross,stat_shotOffTarget,stat_hitWoodwork,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
11451098,home,Adana Demirspor,M'Baye Niang,mbaye-niang,M. Niang,F,188,1637,M,139228,EUR,787795200,F,9,9,False,8.0,7.0,,,3.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,,,,,,63.0,16.0,7.0,3.0,0.0050736,4,,29,,2.0,7.0,,,,,,4.0,1.0,,,1.0,2.0,0.0996,0.3163,,,1.0,,,2.0,,,,,,,,
11451098,home,Adana Demirspor,Arbër Zeneli,arber-zeneli,A. Zeneli,F,176,393,M,227892,EUR,793670400,M,23,23,True,10.0,6.0,,,4.0,5.0,2.0,5.0,,,,4.0,,,,,,28.0,15.0,6.5,6.0,0.00069977,0,,9,,,1.0,1.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,
11451098,home,Adana Demirspor,Yusuf Erdoğan,yusuf-erdogan,Y. Erdoğan,M,172,204,M,256663,EUR,713145600,M,32,32,True,12.0,11.0,2.0,2.0,9.0,10.0,2.0,2.0,,,1.0,4.0,,,,,,27.0,17.0,6.4,2.0,0.00564265,0,,10,,,4.0,2.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
11451098,home,Adana Demirspor,Mario Balotelli,mario-balotelli,M. Balotelli,F,189,11878,M,25530,EUR,650419200,F,99,99,True,9.0,4.0,2.0,1.0,2.0,3.0,2.0,6.0,,1.0,,,,,,,,27.0,18.0,7.0,9.0,0.00818864,2,,,,2.0,4.0,,1.0,,,,1.0,,,,2.0,2.0,0.087,0.3838,1.0,1.0,1.0,,,,,,,,SuperMario,,,
11451098,home,Adana Demirspor,Yusuf Barası,yusuf-barasi,Y. Barası,F,182,285,M,1000187,EUR,1049068800,F,56,56,True,9.0,6.0,,,3.0,5.0,3.0,4.0,,2.0,,2.0,1.0,,,,,20.0,14.0,6.4,4.0,0.00267694,0,,9,,1.0,6.0,3.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,
11451098,home,Adana Demirspor,Dorukhan Toköz,dorukhan-tokoz,D. Toköz,M,180,156,M,796133,EUR,832636800,M,26,26,True,7.0,3.0,2.0,,2.0,3.0,1.0,4.0,,1.0,,1.0,,,,,,13.0,10.0,6.7,4.0,0.0003558,0,,24,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11451098,home,Adana Demirspor,Shahrudin Mahammadaliyev,sahrudin-mahammadaliyev,Ş. Mahammadaliev,G,185,5783,M,813105,EUR,771379200,G,71,71,True,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,shahrudin1,,,
11451098,home,Adana Demirspor,Abdulsamet Burak,abdulsamet-burak,A. Burak,D,182,40,M,900798,EUR,831945600,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451098,home,Adana Demirspor,İsmail Çokçalış,ismail-cokcalis,İ. Çokçalış,D,176,32,M,906050,EUR,961545600,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,0,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451098,home,Adana Demirspor,Tayfun Aydoğan,tayfun-aydogan,T. Aydoğan,M,175,43,M,816435,EUR,833328000,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451098,home,Adana Demirspor,Édouard Michut,edouard-michut,É. Michut,M,178,701,M,1048011,EUR,1046736000,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451098,away,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,192,4886,M,754330,EUR,828662400,G,1,1,False,31.0,23.0,16.0,9.0,17.0,21.0,6.0,10.0,,2.0,1.0,9.0,1.0,,1.0,7.0,,90.0,48.0,8.2,8.0,0.00202094,0,0.4826,1,,,,,,,,,,,,,,,,,1.0,1.0,,True,,,,,,,,1.0,1.0,
11451098,away,Trabzonspor,Jens Stryger Larsen,jens-stryger-larsen,J. Stryger Larsen,D,180,369,M,44848,EUR,667094400,D,19,19,False,45.0,39.0,4.0,2.0,19.0,22.0,21.0,26.0,2.0,2.0,1.0,3.0,,,,,,90.0,64.0,7.0,12.0,0.183566,1,,17,3.0,2.0,3.0,,,1.0,,,2.0,3.0,,,3.0,,0.0645,,,,,,1.0,1.0,,,,,,,,
11451098,away,Trabzonspor,Rayyan Baniya,rayyan-baniya,R. Baniya,D,192,339,M,929739,EUR,919296000,D,2,2,False,50.0,43.0,10.0,6.0,32.0,37.0,11.0,13.0,3.0,7.0,2.0,7.0,3.0,,,,,90.0,65.0,7.4,8.0,0.00416525,0,,23,,1.0,2.0,,1.0,5.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
11451098,away,Trabzonspor,Stefano Denswil,stefano-denswil,S. Denswil,D,188,263,M,97404,EUR,736732800,D,24,24,False,45.0,42.0,5.0,4.0,33.0,35.0,9.0,10.0,1.0,3.0,2.0,6.0,1.0,,,,,90.0,52.0,6.7,4.0,0.00186551,0,,4,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
11451098,away,Trabzonspor,Eren Elmalı,eren-elmali,E. Elmalı,D,180,4102,M,981483,EUR,962928000,D,18,18,False,26.0,21.0,4.0,4.0,9.0,11.0,14.0,18.0,1.0,6.0,1.0,4.0,2.0,,,,,90.0,53.0,6.6,12.0,0.101936,1,,17,3.0,,7.0,2.0,,1.0,2.0,2.0,,2.0,,,,,0.0201,,6.0,1.0,,,2.0,,,1.0,,,,,,
11451098,away,Trabzonspor,Enis Bardhi,enis-bardhi,E. Bardhi,M,172,1009,M,355024,EUR,804643200,M,8,8,False,57.0,52.0,2.0,2.0,32.0,34.0,20.0,26.0,,3.0,,9.0,,,,,,85.0,78.0,7.1,12.0,0.0278537,5,,10,3.0,,2.0,,,1.0,1.0,1.0,,,,,2.0,2.0,0.2423,0.4781,4.0,2.0,,,,1.0,,2.0,,,,,,1.0
11451098,away,Trabzonspor,Berat Ayberk Özdemir,berat-ayberk-ozdemir,B. A. Özdemir,M,187,216,M,876857,EUR,895881600,M,5,5,False,64.0,55.0,9.0,7.0,22.0,25.0,33.0,39.0,,4.0,,5.0,1.0,,,,,90.0,78.0,7.0,11.0,0.0383787,0,,2,,,5.0,3.0,,3.0,3.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,
11451098,away,Trabzonspor,Edin Višća,edin-visca,E. Višća,M,172,1000,M,109779,EUR,635212800,M,7,7,False,29.0,24.0,,,11.0,11.0,15.0,23.0,,5.0,,4.0,2.0,,,,,72.0,48.0,7.2,13.0,0.143465,1,,7,5.0,,2.0,2.0,,1.0,,,,2.0,,,4.0,,0.0762,,3.0,3.0,,,2.0,,,1.0,,,,,,
11451098,away,Trabzonspor,Anastasios Bakasetas,anastasios-bakasetas,A. Bakasetas,M,180,2113,M,114076,EUR,741225600,M,11,11,False,50.0,39.0,6.0,4.0,16.0,17.0,23.0,36.0,,5.0,,6.0,1.0,,,,,90.0,74.0,7.4,20.0,0.352091,5,,11,3.0,1.0,5.0,,,1.0,3.0,3.0,1.0,,,,3.0,,0.1549,,1.0,1.0,3.0,,,3.0,,2.0,,,,,,
11451098,away,Trabzonspor,Taxiarchis Fountas,taxiarchis-fountas,T. Fountas,M,168,597,M,204562,EUR,810172800,M,14,14,False,28.0,22.0,1.0,1.0,6.0,8.0,17.0,22.0,,4.0,1.0,2.0,2.0,,,,,72.0,46.0,7.1,12.0,0.0597355,1,,11,2.0,,1.0,1.0,,2.0,2.0,2.0,,1.0,Taxiarchis,Fountas,4.0,,0.0402,,,,,,1.0,1.0,,,,,,,,
11451098,away,Trabzonspor,Paul Onuachu,paul-onuachu,P. Onuachu,F,201,6791,M,295123,EUR,770083200,F,30,30,False,21.0,16.0,1.0,1.0,6.0,6.0,10.0,15.0,4.0,6.0,,2.0,2.0,,,,,90.0,37.0,7.3,13.0,0.0449702,3,,30,,3.0,9.0,,,1.0,,,4.0,3.0,,,5.0,1.0,0.1742,0.089,,,3.0,,,1.0,,1.0,,,,,,
11451098,away,Trabzonspor,Mahmoud Trézéguet,mahmoud-trezeguet,M. Trézéguet,M,179,38551,M,295361,EUR,780969600,M,27,27,True,7.0,6.0,,,,,6.0,7.0,,4.0,,,1.0,,,,,18.0,14.0,7.0,3.0,0.020211,0,,7,,1.0,3.0,,,,1.0,1.0,2.0,1.0,,,1.0,,,,2.0,2.0,1.0,,,,,,,,mahmoudtrezeguet,,,
11451098,away,Trabzonspor,Tonio Teklić,tonio-teklic,T. Teklić,F,182,575,M,904669,EUR,936835200,M,91,91,True,7.0,6.0,1.0,1.0,,,6.0,7.0,,2.0,,3.0,1.0,,,,,18.0,14.0,6.9,4.0,0.0213259,1,,99,,,1.0,,,,,,,,,,1.0,,0.0123,,2.0,1.0,,,,1.0,,,,,,,,
11451098,away,Trabzonspor,Enis Destan,enis-destan,E. Destan,F,184,566,M,1012480,EUR,1024099200,F,94,94,True,3.0,2.0,1.0,1.0,,,2.0,3.0,,1.0,,,,,,,,13.0,5.0,6.7,2.0,0.00093818,0,,94,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,
11451098,away,Trabzonspor,Muhammet Taha Tepe,muhammet-taha-tepe,M. T. Tepe,G,184,104,M,910094,EUR,978307200,G,54,54,True,,,,,,,,,,,,,,,,,,,,,,,0,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451098,away,Trabzonspor,Arif Boşluk,arif-bosluk,A. Boşluk,D,183,173,M,1138095,EUR,1054857600,D,73,73,True,,,,,,,,,,,,,,,,,,,,,,,0,,24,,,,,,,,,,,Arif Bosluk,,,,,,,,,,,,,,,,,,,
11451098,away,Trabzonspor,Mehmet Aydın,mehmet-aydin,M. Aydın,M,180,343,M,980632,EUR,1013212800,M,50,50,True,,,,,,,,,,,,,,,,,,,,,,,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451098,away,Trabzonspor,Umut Güneş,umut-gunes,U. Güneş,M,177,131,M,876782,EUR,953164800,M,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451098,away,Trabzonspor,Göktan Gürpüz,goktan-gurpuz,G. Gürpüz,M,178,348,M,997007,EUR,1043193600,M,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451098,away,Trabzonspor,Dimitrios Kourbelis,dimitrios-kourbelis,D. Kourbelis,M,182,579,M,128089,EUR,752198400,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451098,away,Trabzonspor,Umut Bozok,umut-bozok,U. Bozok,F,178,386,M,869839,EUR,843091200,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,0,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
