match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_lastName,stat_wasFouled,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_errorLeadToAShot,stat_unsuccessfulTouch,player_sofascoreId,stat_dispossessed,stat_totalContest,stat_wonContest,stat_keyPass,stat_totalOffside,stat_bigChanceCreated,stat_goals,stat_goodHighClaim
12437556,home,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196.0,1913,M,164343,EUR,694310400,G,13,13,False,27.0,16.0,15.0,4.0,0.0,14.0,15.0,2.0,12.0,1.0,3.0,1.0,1.0,1.0,1.0,90.0,30.0,6.6,11.0,0.00019065,0,0.3604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437556,home,Girona FC,Arnau Martínez,arnau-martinez,A. Martínez,D,4,181.0,1573,M,1084081,EUR,1051228800,D,4,4,False,52.0,44.0,4.0,1.0,0.0,25.0,26.0,20.0,28.0,2.0,5.0,,,,,90.0,73.0,6.5,10.0,0.0108405,1,,Arnau Martinez,True,2.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0723,0.626,,,,,,,,,,,,,,,,,,
12437556,home,Girona FC,Daley Blind,daley-blind,D. Blind,D,17,180.0,2785,M,44864,EUR,636940800,D,17,17,False,82.0,76.0,6.0,3.0,0.0,44.0,47.0,32.0,37.0,5.0,6.0,,,,,90.0,94.0,7.0,8.0,0.00991182,0,,,,2.0,,,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,
12437556,home,Girona FC,Ladislav Krejčí,ladislav-krejci,L. Krejčí,D,37,191.0,2172,M,856250,EUR,924566400,D,18,18,False,90.0,82.0,7.0,3.0,0.0,49.0,50.0,33.0,41.0,1.0,6.0,,,,,90.0,101.0,7.0,10.0,0.0186659,2,,,,1.0,,3.0,2.0,,,,3.0,,,1.0,0.0977,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
12437556,home,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180.0,4281,M,908716,EUR,996192000,D,3,3,False,53.0,46.0,4.0,1.0,1.0,11.0,11.0,39.0,53.0,3.0,1.0,,,,,90.0,89.0,7.4,17.0,0.216461,0,,,,11.0,4.0,4.0,3.0,1.0,,,,1.0,1.0,,,,,1.0,2.0,,,,,,1.0,MGutiérrez,1.0,1.0,1.0,1.0,,,,
12437556,home,Girona FC,Yangel Herrera,yangel-herrera,Y. Herrera,M,12,184.0,4247,M,839585,EUR,884131200,M,21,21,False,24.0,18.0,,,0.0,3.0,3.0,15.0,22.0,3.0,4.0,,,,,90.0,51.0,6.2,16.0,0.0416629,1,,,,1.0,,16.0,9.0,2.0,1.0,,1.0,2.0,1.0,3.0,0.3857,,,1.0,5.0,5.0,1.0,,1.0,,3.0,YangelHerrera8,2.0,5.0,1.0,1.0,,,,
12437556,home,Girona FC,Arthur,arthur,Arthur,M,29,172.0,8988,M,794927,EUR,839808000,M,12,12,False,39.0,38.0,1.0,1.0,0.0,15.0,15.0,23.0,24.0,,3.0,,,,,59.0,47.0,6.6,3.0,0.0275469,1,,,,,,4.0,3.0,2.0,,,1.0,1.0,1.0,1.0,0.0252,,,1.0,,,1.0,,,1.0,,arthurmelo,1.0,1.0,1.0,,,,,
12437556,home,Girona FC,Viktor Tsygankov,viktor-tsygankov,V. Tsygankov,M,15,178.0,5432,M,319735,EUR,879552000,M,8,8,False,29.0,23.0,,,0.0,9.0,9.0,15.0,25.0,1.0,5.0,,,,,85.0,45.0,6.7,12.0,0.192025,1,,,,5.0,1.0,2.0,2.0,1.0,,,1.0,1.0,,,0.0454,,,,,,,1.0,,,1.0,viktortsygankov,1.0,1.0,1.0,1.0,,,,
12437556,home,Girona FC,Iván Martín,ivan-martin,I. Martín,M,23,178.0,895,M,973699,EUR,918950400,M,23,23,False,21.0,20.0,,,0.0,7.0,7.0,13.0,15.0,,2.0,,,,,37.0,25.0,6.9,3.0,0.0137039,0,,,,1.0,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,
12437556,home,Girona FC,Arnaut Danjuma,arnaut-danjuma,A. Danjuma,F,7,178.0,3536,M,827064,EUR,854668800,M,11,11,False,27.0,19.0,,,0.0,2.0,2.0,18.0,29.0,,1.0,,,,,85.0,43.0,7.1,17.0,0.0730595,3,,,,4.0,1.0,3.0,1.0,,,1.0,,,,,0.1466,0.1327,,,,,2.0,,,,3.0,,1.0,3.0,1.0,2.0,,,,
