match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_blockedScoringAttempt,stat_shotOffTarget,stat_outfielderBlock,stat_dispossessed,stat_onTargetScoringAttempt,stat_penaltyWon,captain,stat_goals,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_penaltyFaced,stat_bigChanceCreated,stat_penaltyConceded,stat_goalAssist,stat_bigChanceMissed
10434076,home,Alanyaspor,Rúnar Alex Rúnarsson,runar-alex-runarsson,R. Rúnarsson,G,31,185,415,M,187023,EUR,793065600,G,13,13,False,43.0,32.0,16.0,5.0,30.0,32.0,2.0,11.0,1.0,1.0,1.0,10.0,7.0,9.0,90.0,57.0,7.4,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434076,home,Alanyaspor,Pedro Pereira,pedro-pereira,P. Pereira,M,13,185,286,M,807291,EUR,885427200,D,27,27,False,22.0,18.0,3.0,1.0,8.0,9.0,12.0,17.0,3.0,2.0,1.0,2.0,,,90.0,41.0,5.9,8.0,0,,,4.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
10434076,home,Alanyaspor,Fatih Aksoy,fatih-aksoy,F. Aksoy,D,20,189,69,M,827922,EUR,878774400,D,20,20,False,54.0,44.0,4.0,1.0,32.0,40.0,12.0,15.0,4.0,,,6.0,,,90.0,61.0,6.0,11.0,1,,,1.0,,,2.0,1.0,2.0,,1.0,1.0,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,
10434076,home,Alanyaspor,Joher Khadim Rassoul,joher-khadim-rassoul,J. K. Rassoul,D,89,187,111,M,800344,EUR,820368000,D,23,23,False,35.0,28.0,6.0,2.0,27.0,31.0,1.0,4.0,1.0,,,1.0,,,61.0,45.0,6.6,7.0,1,Joher,Khadim Rassoul,,,1.0,1.0,,4.0,1.0,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,
10434076,home,Alanyaspor,Yusuf Özdemir,yusuf-ozdemir,Y. Özdemir,M,88,181,157,M,1084884,EUR,979084800,D,88,88,False,26.0,15.0,4.0,2.0,9.0,17.0,7.0,13.0,2.0,,,6.0,,,74.0,50.0,6.2,18.0,2,Yusuf Ozdemir,,4.0,1.0,,3.0,,3.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,1.0,,,,,,,,,,
10434076,home,Alanyaspor,Idrissa Doumbia,idrissa-doumbia,I. Doumbia,M,,187,465,M,842255,EUR,892512000,M,98,98,False,49.0,46.0,2.0,2.0,23.0,23.0,24.0,27.0,2.0,1.0,1.0,3.0,,,75.0,58.0,6.4,6.0,1,,,1.0,1.0,,2.0,,,1.0,,,2.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,
10434076,home,Alanyaspor,Leroy Fer,leroy-fer,L. Fer,M,8,188,136,M,31821,EUR,631497600,M,8,8,False,38.0,34.0,4.0,3.0,29.0,29.0,5.0,9.0,4.0,3.0,1.0,5.0,,,90.0,52.0,6.3,9.0,0,,,,,1.0,8.0,1.0,2.0,,1.0,1.0,1.0,,3.0,,2.0,,,1.0,1.0,,,,,,,,,,,,
10434076,home,Alanyaspor,Arnaud Lusamba,arnaud-lusamba,A. Lusamba,M,11,180,284,M,361342,EUR,852336000,M,97,97,False,50.0,47.0,3.0,2.0,28.0,29.0,19.0,21.0,5.0,3.0,3.0,4.0,,,90.0,62.0,6.5,6.0,1,,,,,,3.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
10434076,home,Alanyaspor,Efecan Karaca,efecan-karaca,E. Karaca,M,7,166,109,M,60510,EUR,627177600,F,7,7,False,27.0,22.0,3.0,3.0,9.0,10.0,13.0,21.0,5.0,2.0,1.0,4.0,,,82.0,41.0,7.3,10.0,1,,,4.0,,3.0,5.0,1.0,,2.0,1.0,,,3.0,,1.0,,,,,,1.0,,True,1.0,,,,,,,,
10434076,home,Alanyaspor,Ahmed Hassan,ahmed-hassan,A. Hassan,F,19,191,1938,M,1143587,EUR,731289600,F,93,93,False,19.0,15.0,1.0,1.0,12.0,14.0,3.0,5.0,3.0,1.0,,1.0,,,90.0,28.0,6.4,8.0,1,,,,,2.0,8.0,,1.0,1.0,,,3.0,2.0,5.0,,1.0,,1.0,,,,,,,1.0,,,,,,,
