match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,captain,stat_aerialWon,stat_interceptionWon,stat_totalOffside,stat_aerialLost,stat_goals,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_lastManTackle,stat_bigChanceMissed,player_firstName,player_lastName,stat_punches
14025043,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,36.0,25.0,15.0,5.0,0.0,21.0,24.0,4.0,12.0,1.0,9.0,4.0,4.0,90.0,43.0,7.5,11.0,0.00276321,0.349,0,0.9135,0.06,0.02,0.26,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025043,home,Everton,James Garner,james-garner,J. Garner,M,37,182,3008,M,,927361,EUR,984441600,D,37,37,False,50.0,43.0,6.0,3.0,0.0,18.0,20.0,25.0,30.0,1.0,4.0,,,90.0,75.0,7.2,13.0,0.172092,,4,,0.37,0.22,-0.04,,6.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.1843,0.1387,1.0,0.04,,,,,,,,,,,,,,
14025043,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,6,6,False,43.0,35.0,5.0,2.0,0.0,25.0,26.0,10.0,17.0,5.0,2.0,,,90.0,55.0,7.0,8.0,0.00262356,,1,,0.04,0.03,0.25,,,,1.0,6.0,,,,,,1.0,,,,1.0,1.0,0.1641,0.2937,,-0.46,True,6.0,2.0,1.0,,,,,,,,,,
14025043,home,Everton,Michael Keane,michael-keane,M. Keane,D,5,188,1573,M,,110846,EUR,726710400,D,5,5,False,35.0,33.0,2.0,1.0,0.0,24.0,24.0,9.0,11.0,2.0,1.0,,,90.0,40.0,7.9,3.0,0.019328,,1,,0.21,0.06,0.14,,,,6.0,3.0,1.0,,,,,1.0,,,,1.0,2.0,0.1587,0.5192,,0.51,,2.0,,,3.0,1.0,,,,,,,,
14025043,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,16,16,False,31.0,26.0,6.0,2.0,0.0,10.0,11.0,16.0,20.0,6.0,6.0,,,90.0,61.0,7.6,15.0,0.271469,,0,,0.46,0.03,0.47,,3.0,2.0,3.0,1.0,,1.0,,,,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,
14025043,home,Everton,Tim Iroegbunam,tim-iroegbunam,T. Iroegbunam,M,42,182,764,M,,1085950,EUR,1056931200,M,42,42,False,17.0,15.0,1.0,,1.0,6.0,6.0,9.0,11.0,,1.0,,,67.0,25.0,6.6,5.0,0.0151043,,0,,0.03,-0.53,-0.01,,,,6.0,4.0,1.0,3.0,,1.0,,,,,,1.0,,,,1.0,,,1.0,,,2.0,,2.0,2.0,,,,,,
14025043,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,48.0,40.0,2.0,2.0,0.0,10.0,12.0,30.0,36.0,3.0,3.0,,,90.0,61.0,7.7,12.0,0.0711747,,2,,0.29,0.16,0.23,,,,2.0,3.0,,2.0,,,1.0,1.0,,,1.0,1.0,,0.2313,0.4918,1.0,0.31,,1.0,1.0,,,1.0,1.0,1.0,,,,,,
14025043,home,Everton,Iliman Ndiaye,iliman-ndiaye,I. Ndiaye,M,10,180,54701,M,ilimanndiaye10,914309,EUR,952300800,M,10,10,False,42.0,38.0,,,0.0,12.0,13.0,26.0,29.0,,2.0,,,90.0,62.0,7.4,11.0,0.20206,,1,,0.06,0.27,0.61,,4.0,1.0,6.0,6.0,3.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,0.037,,1.0,-0.12,,,,2.0,,,3.0,2.0,2.0,1.0,,,,
14025043,home,Everton,Kiernan Dewsbury-Hall,dewsbury-hall-kiernan,K. Dewsbury-Hall,M,22,178,10632,M,kdh_8,861970,EUR,905040000,M,22,22,False,45.0,39.0,2.0,1.0,1.0,13.0,14.0,26.0,31.0,1.0,6.0,,,89.0,75.0,7.9,14.0,0.356408,,1,,0.4,0.26,0.21,,6.0,1.0,4.0,10.0,1.0,1.0,,1.0,1.0,,,,1.0,3.0,2.0,0.1152,,2.0,-0.28,,1.0,1.0,,,,6.0,4.0,,,,,,
14025043,home,Everton,Jack Grealish,jack-grealish,J. Grealish,M,18,180,58418,M,JGrealish,189061,EUR,810691200,M,18,18,False,24.0,24.0,,,0.0,4.0,4.0,20.0,20.0,2.0,2.0,,,90.0,38.0,7.2,7.0,0.0797093,,1,,0.44,0.01,-0.02,,1.0,,4.0,3.0,1.0,3.0,,,,1.0,,,2.0,3.0,,0.035,0.0132,3.0,0.0,,,,,,,,,,,,,,
