match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_totalTackle,stat_wonTackle,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_outfielderBlock,stat_errorLeadToAShot,stat_bigChanceCreated,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_errorLeadToAGoal
14025276,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195.0,61053,M,EmiMartínez,158263,EUR,715392000,G,23,23,False,35.0,29.0,9.0,3.0,0.0,27.0,29.0,2.0,6.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,90.0,47.0,7.0,6.0,0.00055866,60.255409946308,11.0,21.21,6.825,0.3019,0,0.6719,0.07,0.02,-0.06,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025276,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185.0,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,63.0,58.0,2.0,1.0,1.0,23.0,25.0,35.0,38.0,1.0,3.0,2.0,3.0,1.0,,,,,,,89.0,87.0,7.2,10.0,0.158444,110.6944304622,17.0,-17.43,9.345,,0,,0.35,-0.53,-0.12,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14025276,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183.0,3197,M,,827679,EUR,877564800,D,4,4,False,99.0,92.0,5.0,1.0,0.0,46.0,46.0,46.0,53.0,,5.0,1.0,1.0,4.0,,,,,,,90.0,107.0,7.2,7.0,0.0292493,304.12499268674,43.0,145.74,22.47,,0,,0.3,0.22,-0.11,,,,,,,1.0,,,,,,,1.0,1.0,19.077272446553,1.0,,,,,,,,,,,,,,,,
14025276,home,Aston Villa,Victor Lindelöf,victor-lindelof,V. Lindelöf,D,3,187.0,8884,M,victorlindelof,143334,EUR,774403200,D,3,3,False,70.0,68.0,2.0,1.0,0.0,38.0,38.0,30.0,32.0,3.0,4.0,4.0,3.0,,,,,,,,90.0,77.0,7.0,2.0,0.0122657,268.69975792238,32.0,160.23,25.2,,0,,0.16,0.13,-0.11,,,,,,,1.0,,,,,,,1.0,,51.014394376583,2.0,,,,,,,,,,,,,,,,
14025276,home,Aston Villa,Ian Maatsen,ian-maatsen,I. Maatsen,D,22,178.0,5464,M,maatsen_,976263,EUR,1015718400,D,22,22,False,35.0,33.0,1.0,1.0,0.0,14.0,14.0,19.0,21.0,,3.0,2.0,6.0,1.0,,,,,,,69.0,60.0,6.3,12.0,0.0201753,134.65319404058,18.0,-1.995,21.735,,2,,-0.06,0.15,-0.14,,2.0,,4.0,2.0,1.0,2.0,5.0,,,,,,1.0,,41.451143738581,2.0,2.0,1.0,2.0,0.1111,-0.43,,,,,,,,,,,
14025276,home,Aston Villa,Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,184.0,3386,M,,826204,EUR,943315200,M,44,44,False,93.0,86.0,5.0,5.0,0.0,27.0,27.0,59.0,66.0,4.0,14.0,,6.0,2.0,,,,,,,90.0,114.0,7.7,10.0,0.149836,164.09592197835,27.0,46.935,10.605,,0,,0.51,0.13,-0.26,,,,10.0,5.0,2.0,4.0,,2.0,,1.0,,,6.0,2.0,,,3.0,,,,,2.0,1.0,1.0,,,,,,,,
14025276,home,Aston Villa,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177.0,9789,M,youritielemans,331737,EUR,862963200,M,8,8,False,107.0,98.0,3.0,3.0,1.0,20.0,22.0,78.0,85.0,,4.0,1.0,6.0,,,,,,,,90.0,123.0,7.9,15.0,0.193086,260.57934754341,37.0,95.235,26.46,,0,,0.7,0.29,-0.09,,4.0,1.0,6.0,,,,2.0,2.0,,1.0,,,4.0,4.0,39.17069314668,2.0,1.0,,,,,3.0,,,1.0,,,,,,,
14025276,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175.0,3895,M,,250223,EUR,782438400,M,7,7,False,44.0,35.0,2.0,,0.0,10.0,10.0,25.0,34.0,,3.0,,2.0,1.0,,,,,,,83.0,63.0,8.5,17.0,0.0318075,150.01285682914,17.0,60.9,22.68,,2,,-0.2,-0.16,-0.02,,2.0,,4.0,3.0,,1.0,2.0,,,,,,2.0,1.0,17.949108306543,1.0,,1.0,,0.4489,0.93,,1.0,,,True,2.0,2.0,0.9525,,,
14025276,home,Aston Villa,Morgan Rogers,morgan-rogers,M. Rogers,M,27,187.0,13638,M,mrogers,948261,EUR,1027641600,M,27,27,False,43.0,36.0,,,1.0,8.0,9.0,28.0,34.0,,3.0,,4.0,3.0,,,,,,,90.0,70.0,6.9,20.0,0.196864,200.25696214417,19.0,120.225,33.495,,2,,0.63,0.39,-0.17,,2.0,,10.0,2.0,,,5.0,2.0,,2.0,,,,,102.26703509882,6.0,2.0,4.0,,0.1885,-0.51,,,,1.0,,,,,2.0,,
14025276,home,Aston Villa,Emiliano Buendía,emiliano-buendia,E. Buendía,M,10,170.0,7699,M,EM10Buendia,783126,EUR,851472000,M,10,10,False,29.0,24.0,1.0,1.0,0.0,7.0,8.0,17.0,21.0,,3.0,,2.0,2.0,,,,,,,69.0,46.0,6.6,12.0,0.0829445,77.998937685203,11.0,56.49,15.015,,2,,-0.18,0.3,-0.06,,2.0,,2.0,1.0,,1.0,3.0,,,1.0,,,1.0,,29.979838351913,2.0,,1.0,1.0,0.1876,-0.26,,,,,,,,,1.0,,
14025276,home,Aston Villa,Ollie Watkins,ollie-watkins,O. Watkins,F,11,179.0,19908,M,OllieWatkins,555386,EUR,820281600,F,11,11,False,12.0,6.0,,,0.0,1.0,1.0,5.0,11.0,1.0,3.0,,4.0,,,,,,,,83.0,20.0,7.8,9.0,0.131341,46.912311667988,8.0,22.155,8.61,,2,,-0.46,0.32,-0.01,,,,2.0,,,,3.0,2.0,,,,,2.0,1.0,,,,,,0.6367,0.63,,,,,,2.0,1.0,0.5008,,1.0,
14025276,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178.0,4442,M,LDigne,96538,EUR,743126400,D,12,12,True,5.0,5.0,,,0.0,2.0,2.0,3.0,3.0,,,1.0,1.0,,,,,,,,21.0,7.0,6.7,1.0,0.00222302,30.839523635399,3.0,22.785,17.745,,0,,0.01,0.03,0.17,,,,1.0,,,,,,,1.0,,,,,19.257087656237,1.0,,1.0,,,,,,,,,,,,,,
14025276,home,Aston Villa,Jadon Sancho,sancho-jadon,J. Sancho,M,19,180.0,68579,M,JSancho,851100,EUR,953942400,F,19,19,True,7.0,6.0,,,0.0,2.0,2.0,4.0,5.0,,,,,,,,,,,,21.0,10.0,6.5,3.0,0.00141272,32.716326408929,5.0,0.62999999999999,6.09,,1,,0.11,-0.02,0.0,,1.0,,1.0,1.0,,,,,,,,,,,7.6465335937273,1.0,,,,0.0201,-0.18,,,,,,,,,1.0,,
14025276,home,Aston Villa,Lamare Bogarde,lamare-bogarde,L. Bogarde,D,26,183.0,1118,M,,1089388,EUR,1073260800,M,26,26,True,2.0,2.0,,,0.0,2.0,2.0,,,,3.0,,,3.0,,,,,,,15.0,7.0,6.5,1.0,7.685e-05,12.695826682023,3.0,-4.515,-0.73500000000001,,0,,0.0,-0.38,-0.16,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
14025276,home,Aston Villa,Donyell Malen,donyell-malen,D. Malen,F,14,176.0,10886,M,donyellmalen,803039,EUR,916704000,F,17,17,True,,,,,0.0,,,,,,,,,,,,,,,,15.0,1.0,6.5,,,,,,,,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
14025276,home,Aston Villa,Andrés García,andres-garcia,A. García,D,16,183.0,959,M,,1457536,EUR,1044576000,D,16,16,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,8.0,3.0,6.6,1.0,6.618e-05,,,,,,0,,0.0,,0.0,,,,,,,,1.0,,,,Andrés García,,,,,,,,,,,,,,,,,,,,,
14025276,home,Aston Villa,Marco Bizot,marco-bizot,M. Bizot,G,40,194.0,898,M,,100390,EUR,668563200,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025276,home,Aston Villa,TJ Carroll,tj-carroll,T. Carroll,D,71,174.0,70,M,,1881907,EUR,1161216000,D,71,71,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,TJ Carroll,,,,,,,,,,,,,,,,,,,,,
14025276,home,Aston Villa,Jamaldeen Jimoh,jamaldeen-jimoh,J. Jimoh,M,18,188.0,963,M,,1410178,EUR,1159747200,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Jamaldeen Jimoh,,,,,,,,,,,,,,,,,,,,,
