match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_outfielderBlock,stat_ownGoals,stat_fouls,captain,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_errorLeadToAShot,stat_bigChanceMissed,stat_totalOffside,stat_goals
14109695,home,Konyaspor,Bahadır Han Güngördü,bahadir-han-gungordu,B. H. Güngördü,G,13,190,97,M,807289,EUR,821750400,G,13,13,False,23.0,20.0,9.0,6.0,0.0,17.0,17.0,3.0,6.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,30.0,6.6,4.0,0.00132575,0.2627,1.0,0,-1.1055,0.05,0.01,-0.24,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109695,home,Konyaspor,Yhoan Andzouana,yhoan-andzouana,Y. Andzouana,D,23,179,261,M,605548,EUR,850435200,D,23,23,False,49.0,41.0,5.0,3.0,1.0,19.0,21.0,22.0,28.0,1.0,6.0,4.0,9.0,,,,,,,90.0,85.0,6.4,19.0,0.618988,,6.0,1,,0.5,0.44,-0.86,,7.0,3.0,5.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0188,-0.04,,,,,,,,,,,,,,
14109695,home,Konyaspor,Riechedly Bazoer,riechedly-bazoer,R. Bazoer,D,20,184,356,M,227196,EUR,845078400,D,20,20,False,42.0,41.0,7.0,6.0,0.0,25.0,25.0,16.0,17.0,2.0,6.0,3.0,4.0,,,,,,,82.0,56.0,6.2,2.0,0.00715354,,,0,,0.12,0.2,-0.78,,,,4.0,1.0,,,,,,,1.0,3.0,2.0,,1.0,1.0,,,3.0,1.0,1.0,,,,,,,,,,,
14109695,home,Konyaspor,Adil Demirbağ,adil-demirbag,A. Demirbağ,D,4,182,168,M,787949,EUR,881712000,D,4,4,False,57.0,50.0,2.0,2.0,0.0,32.0,36.0,18.0,21.0,4.0,6.0,5.0,3.0,,,,,,,90.0,74.0,6.5,12.0,0.0104526,,,0,,0.12,0.18,-0.07,,3.0,,8.0,,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,,3.0,3.0,,4.0,,,,,,,,,,
14109695,home,Konyaspor,Guilherme Haubert Sityá,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,47.0,37.0,5.0,1.0,0.0,18.0,23.0,19.0,24.0,3.0,6.0,,5.0,,,,,,,90.0,73.0,6.1,20.0,0.091033,,2.0,1,,0.19,0.13,-0.4,,7.0,2.0,5.0,1.0,2.0,1.0,1.0,,,,3.0,1.0,1.0,,2.0,1.0,0.0234,-0.02,,1.0,,2.0,True,1.0,,,,,,,,
14109695,home,Konyaspor,Jo Jin-ho,jin-ho-jo,J. Jo,M,21,172,550,M,1019710,EUR,1057795200,M,21,21,False,40.0,37.0,1.0,,0.0,17.0,18.0,20.0,22.0,1.0,6.0,2.0,3.0,,,,,,,90.0,67.0,7.1,12.0,0.513697,,2.0,2,,0.5,0.28,-0.2,,6.0,3.0,8.0,1.0,2.0,4.0,3.0,1.0,1.0,,,1.0,,,3.0,1.0,0.105,-0.18,2.0,,,2.0,,,1.0,0.0439,,,,,,
14109695,home,Konyaspor,Melih İbrahimoğlu,melih-ibrahimoglu,M. Ibrahimoglu,M,77,175,134,M,998462,EUR,963792000,M,77,77,False,27.0,22.0,3.0,2.0,0.0,5.0,9.0,17.0,18.0,,2.0,1.0,3.0,,,,,,,62.0,36.0,6.6,7.0,0.0855312,,2.0,0,,0.23,0.16,-0.14,,3.0,2.0,4.0,1.0,,1.0,,,,,,2.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,
14109695,home,Konyaspor,Alassane Ndao,ndao-alassane,A. Ndao,M,,176,333,M,1016033,EUR,851040000,M,18,18,False,24.0,19.0,1.0,1.0,0.0,3.0,5.0,16.0,19.0,1.0,6.0,1.0,7.0,,,,,,,73.0,37.0,6.7,9.0,0.0350454,,,1,,-0.16,0.09,-0.14,,2.0,,2.0,,1.0,,,,,,,3.0,3.0,,1.0,2.0,0.0092,0.01,1.0,,,,,1.0,,,,,,,,
14109695,home,Konyaspor,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172,1009,M,355024,EUR,804643200,M,10,10,False,41.0,35.0,4.0,3.0,0.0,11.0,12.0,24.0,29.0,2.0,5.0,,8.0,,,,,,,90.0,64.0,7.6,17.0,0.408385,,3.0,4,,0.52,0.31,-0.27,,5.0,2.0,5.0,,3.0,3.0,2.0,,2.0,,1.0,,,,3.0,1.0,0.1179,-0.46,1.0,,,,,,2.0,0.2529,,,1.0,,,
14109695,home,Konyaspor,Jackson Muleka,jackson-muleka,J. Muleka,F,40,180,3687,M,927649,EUR,938995200,M,40,40,False,29.0,20.0,4.0,1.0,0.0,6.0,7.0,14.0,22.0,1.0,5.0,1.0,5.0,,,,,,,90.0,50.0,6.0,14.0,0.0314579,,1.0,7,,0.12,0.22,-0.16,,1.0,1.0,8.0,,3.0,1.0,1.0,,4.0,,1.0,1.0,1.0,,2.0,2.0,0.6344,-0.53,5.0,,,,,1.0,2.0,0.4422,,,,1.0,1.0,
