match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_unsuccessfulTouch,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,player_firstName,captain,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,player_lastName,stat_aerialLost,stat_challengeLost,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_goals,stat_crossNotClaimed,stat_punches,stat_hitWoodwork,stat_errorLeadToAGoal,stat_ownGoals
12436511,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,22,22,False,28.0,17.0,18.0,7.0,0.0,10.0,11.0,7.0,17.0,1.0,1.0,9.0,1.0,2.0,1.0,1.0,1.0,1.0,90.0,37.0,6.8,12.0,0.00258483,0,-0.1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436511,home,Arsenal,Jurriën Timber,jurrien-timber,J. Timber,D,12,179,21624,M,jurrientimber,958959,EUR,992736000,D,12,12,False,33.0,29.0,1.0,,0.0,10.0,11.0,19.0,24.0,7.0,1.0,5.0,1.0,,,,,,90.0,56.0,7.0,9.0,0.0425878,0,,2.0,1.0,6.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12436511,home,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193,43258,M,WSaliba4,941168,EUR,985392000,D,2,2,False,58.0,51.0,8.0,7.0,0.0,22.0,24.0,29.0,34.0,6.0,2.0,6.0,,,,,,,90.0,71.0,7.1,10.0,0.0185916,0,,,4.0,3.0,1.0,2.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
12436511,home,Arsenal,Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,190,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,44.0,39.0,5.0,3.0,0.0,21.0,21.0,18.0,23.0,4.0,3.0,3.0,,,,,,,90.0,56.0,7.4,6.0,0.0131135,1,,,3.0,2.0,,,,1.0,1.0,1.0,2.0,,1.0,1.0,3.0,0.0265,,,,,,,,,,,,,,,,,,,
12436511,home,Arsenal,Myles Lewis-Skelly,lewis-skelly-myles,M. Lewis-Skelly,D,49,178,16151,M,myleslewisskelly,1423711,EUR,1159228800,D,49,49,False,32.0,30.0,,,0.0,16.0,16.0,14.0,17.0,5.0,2.0,6.0,,,,,,,87.0,48.0,7.0,6.0,0.00782716,0,,1.0,,2.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,,1.0,,,,Myles Lewis-Skelly,,,,,,,,,,,,,,,,,,
12436511,home,Arsenal,Martin Ødegaard,martin-odegaard,M. Ødegaard,M,8,178,78911,M,Ødegaard,547410,EUR,913852800,M,8,8,False,55.0,48.0,3.0,,1.0,8.0,8.0,44.0,55.0,4.0,,2.0,1.0,,,,,,90.0,74.0,8.0,14.0,0.570119,2,,8.0,1.0,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,0.3756,,True,4.0,1.0,1.0,1.0,0.1376,4.0,,,,,,,,,,,
12436511,home,Arsenal,Thomas Partey,thomas-partey,T. Partey,M,16,185,42575,M,TPartey5,316148,EUR,739929600,M,5,5,False,46.0,41.0,,,0.0,14.0,16.0,28.0,31.0,5.0,1.0,3.0,1.0,,,,,,90.0,61.0,7.0,8.0,0.105923,1,,1.0,,4.0,1.0,,,2.0,4.0,2.0,,,1.0,,,0.0681,,,1.0,1.0,,,,1.0,,1.0,2.0,1.0,1.0,,,,,,
12436511,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,34.0,32.0,1.0,1.0,0.0,12.0,13.0,21.0,29.0,4.0,,4.0,,,,,,,87.0,48.0,7.3,11.0,0.166402,1,,8.0,2.0,2.0,,,,1.0,2.0,,1.0,,2.0,,,0.1334,,,1.0,1.0,,1.0,0.0324,1.0,,,1.0,,,,,,,,
12436511,home,Arsenal,Raheem Sterling,raheem-sterling,R. Sterling,F,,170,36469,M,Sterling7,138534,EUR,786844800,F,30,30,False,25.0,20.0,,,0.0,,,20.0,26.0,7.0,2.0,2.0,2.0,,,,,,61.0,47.0,7.1,13.0,0.0278354,2,,1.0,,7.0,2.0,2.0,,1.0,5.0,3.0,2.0,1.0,3.0,,,0.1276,,,,,,,,,,1.0,,2.0,,,,,,,
12436511,home,Arsenal,Kai Havertz,kai-havertz,K. Havertz,F,29,193,67778,M,KaiHav,836705,EUR,929059200,F,29,29,False,20.0,12.0,,,0.0,5.0,5.0,7.0,16.0,4.0,,1.0,1.0,,,,,,90.0,39.0,5.9,17.0,0.00582379,3,,1.0,2.0,12.0,3.0,3.0,1.0,,,,2.0,1.0,3.0,1.0,,0.3968,,,,,2.0,1.0,0.0405,,,4.0,1.0,1.0,,,,,,,
