match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,player_firstName,stat_outfielderBlock,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,player_lastName,captain,stat_challengeLost,stat_keyPass,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceMissed,stat_shotOffTarget,stat_penaltyWon,stat_penaltyMiss,stat_totalOffside
14167913,home,Angers,Hervé Koffi,herve-koffi,H. Koffi,G,12,187.0,15844,M,HKoffi,867299,EUR,845424000,G,12,12,False,34.0,24.0,18.0,8.0,0.0,19.0,21.0,5.0,13.0,1.0,1.0,16.0,1.0,4.0,3.0,1.0,1.0,4.0,1.0,90.0,50.0,8.3,10.0,0.00146352,0.6873,0,1.3457,0.11,0.0,0.39,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167913,home,Angers,Carlens Arcus,carlens-arcus,C. Arcus,D,2,180.0,5908,M,,794373,EUR,835920000,D,2,2,False,37.0,35.0,2.0,2.0,0.0,29.0,29.0,6.0,8.0,2.0,3.0,,,,,,,,,90.0,51.0,6.2,5.0,0.00323194,,0,,-0.06,0.03,-0.36,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14167913,home,Angers,Ousmane Camara,ousmane-camara,O. Camara,D,4,197.0,1730,M,,1049538,EUR,1046908800,D,4,4,False,38.0,31.0,5.0,,0.0,29.0,31.0,2.0,7.0,1.0,9.0,1.0,,,,,,,,90.0,53.0,7.4,7.0,0.00105034,,0,,0.03,0.03,0.9,,1.0,1.0,2.0,,,,1.0,Ousmane Camara,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,
14167913,home,Angers,Jordan Lefort,jordan-lefort,J. Lefort,D,21,184.0,183,M,,363042,EUR,741225600,D,21,21,False,45.0,42.0,7.0,5.0,0.0,34.0,35.0,8.0,10.0,1.0,7.0,4.0,,,,,,,,90.0,57.0,7.0,4.0,0.00405095,,0,,0.22,0.05,0.25,,1.0,1.0,3.0,,1.0,,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
14167913,home,Angers,Florent Hanin,florent-hanin,F. Hanin,D,26,177.0,69,M,,170129,EUR,634089600,D,26,26,False,41.0,36.0,6.0,3.0,0.0,25.0,26.0,11.0,15.0,3.0,1.0,8.0,1.0,,,,,,,90.0,63.0,7.3,8.0,0.0273214,,0,,0.27,0.0,0.33,,,,3.0,,1.0,,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14167913,home,Angers,Haris Belkebla,haris-belkebla,H. Belkebla,M,93,177.0,1877,M,,580642,EUR,759715200,M,93,93,False,31.0,26.0,,,0.0,18.0,22.0,8.0,9.0,5.0,2.0,3.0,1.0,,,,,,,90.0,47.0,7.0,8.0,0.00262617,,0,,-0.04,0.04,0.25,,,1.0,4.0,1.0,1.0,,,,3.0,,,,1.0,,3.0,2.0,,True,2.0,1.0,,,,,,,,,,,,
14167913,home,Angers,Himad Abdelli,himad-abdelli,H. Abdelli,M,8,185.0,7344,M,,945830,EUR,942796800,M,10,10,False,50.0,41.0,1.0,,0.0,26.0,30.0,15.0,20.0,7.0,1.0,8.0,,,,,,,,89.0,71.0,7.6,14.0,0.0319463,,1,,0.18,0.51,0.37,,,1.0,4.0,1.0,2.0,,1.0,,3.0,2.0,,,4.0,2.0,4.0,1.0,,,,2.0,1.0,0.0457,-0.23,,,,,,,,,
14167913,home,Angers,Yassin Belkhdim,belkhdim-yassin,Y. Belkhdim,M,14,175.0,1155,M,,1195241,EUR,1013644800,M,14,14,False,23.0,17.0,,,1.0,8.0,10.0,9.0,13.0,3.0,1.0,1.0,1.0,,,,,,,89.0,34.0,6.2,9.0,0.00469997,,0,,-0.25,-0.13,-0.15,,2.0,,7.0,1.0,1.0,,2.0,,,2.0,,,1.0,,2.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,
14167913,home,Angers,Louis Mouton,louis-mouton,L. Mouton,M,6,180.0,136,M,,1172936,EUR,1023062400,M,6,6,False,24.0,20.0,1.0,1.0,0.0,11.0,14.0,9.0,10.0,4.0,1.0,2.0,,,,,,,,64.0,34.0,6.8,5.0,0.0104179,,0,,-0.04,0.02,0.17,,3.0,,3.0,,1.0,,,Louis Mouton,1.0,,,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,
14167913,home,Angers,Amine Sbai,sbai-amine,A. Sbai,F,7,175.0,374,M,,1392829,EUR,973382400,M,7,7,False,19.0,16.0,1.0,,1.0,3.0,4.0,13.0,15.0,4.0,,4.0,,,,,,,,64.0,35.0,7.4,9.0,0.256565,,2,,0.3,0.44,0.14,,,,2.0,1.0,2.0,,,,,1.0,1.0,,5.0,4.0,,,,,,1.0,,0.0657,-0.51,1.0,2.0,0.1149,,,,,,
