match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_interceptionWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_blockedScoringAttempt,stat_totalTackle,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_bigChanceMissed,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_clearanceOffLine,stat_bigChanceCreated,stat_goals,player_sofascoreId
12421121,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187,289,M,996979,EUR,1015632000,G,1,1,False,40.0,36.0,8.0,4.0,0.0,34.0,35.0,2.0,5.0,1.0,1.0,10.0,1.0,4.0,5.0,2.0,2.0,90.0,56.0,7.6,4.0,0.0024904,1.0,0,1.1888,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421121,home,Oud-Heverlee Leuven,Manuel Osifo,Manuel Osifo,,manuel-osifo,M. Osifo,D,25,182,65,M,1122524,EUR,1059609600,D,25,25,False,31.0,26.0,3.0,1.0,0.0,15.0,16.0,11.0,15.0,5.0,3.0,4.0,,,,,,86.0,55.0,7.2,10.0,0.0203774,,0,,1.0,3.0,3.0,1.0,3.0,2.0,6.0,1.0,,,,,,,,,,,,,,,,,,,
12421121,home,Oud-Heverlee Leuven,Hasan Kuruçay,,,kurucay-hassan,H. Kuruçay,D,4,187,204,M,852096,EUR,872985600,D,58,58,False,80.0,72.0,5.0,2.0,0.0,57.0,59.0,15.0,21.0,6.0,,2.0,,,,,,90.0,88.0,6.9,10.0,0.0180476,,1,,,4.0,2.0,,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,0.0639,,,,,,,,,,,,,,
12421121,home,Oud-Heverlee Leuven,Takuma Ominami,,,takuma-ominami,T. Ominami,D,5,184,257,M,832976,EUR,881971200,D,5,5,False,59.0,54.0,7.0,4.0,0.0,42.0,44.0,12.0,15.0,3.0,1.0,1.0,,,,,,86.0,65.0,6.7,7.0,0.042184,,0,,1.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
12421121,home,Oud-Heverlee Leuven,Takahiro Akimoto,,,takahiro-akimoto,T. Akimoto,D,30,170,293,M,1028340,EUR,886204800,D,30,30,False,34.0,28.0,3.0,,0.0,13.0,15.0,16.0,20.0,6.0,3.0,7.0,1.0,,,,,90.0,55.0,7.5,13.0,0.1102,5.0,2,,,1.0,,,,,,,1.0,4.0,,,0.0895,1.0,1.0,1.0,1.0,3.0,,,,,,,,,
12421121,home,Oud-Heverlee Leuven,Siebe Schrijvers,,,siebe-schrijvers,S. Schrijvers,M,8,178,212,M,190413,EUR,837648000,M,8,8,False,23.0,21.0,4.0,2.0,0.0,11.0,11.0,10.0,12.0,1.0,1.0,4.0,,,,,,72.0,33.0,6.3,8.0,0.0213074,1.0,1,,,,4.0,4.0,,,,,,1.0,,,0.5001,,,1.0,1.0,1.0,True,1.0,,,,,,,
12421121,home,Oud-Heverlee Leuven,Birger Verstraete,,,birger-verstraete,B. Verstraete,M,4,171,119,M,192268,EUR,766454400,M,4,4,False,40.0,36.0,3.0,2.0,0.0,19.0,19.0,20.0,24.0,4.0,,2.0,3.0,,,,,90.0,54.0,7.2,4.0,0.0819045,2.0,0,,,,1.0,,,,,2.0,,1.0,,1.0,,3.0,3.0,,,,,,1.0,,,,,,
12421121,home,Oud-Heverlee Leuven,Ezechiel Banzuzi,Ezechiel Banzuzi,,ezechiel-banzuzi,E. Banzuzi,M,6,191,1087,M,1155383,EUR,1108512000,M,6,6,False,42.0,34.0,5.0,4.0,0.0,21.0,24.0,13.0,18.0,9.0,,2.0,3.0,,,,,90.0,58.0,7.4,11.0,0.009076,,3,,1.0,1.0,3.0,,3.0,3.0,,1.0,1.0,2.0,1.0,,0.187,,,1.0,1.0,2.0,,,1.0,1.0,0.0547,,,,
12421121,home,Oud-Heverlee Leuven,Konan N'Dri,,,ndri-konan,K. N'Dri,F,11,174,435,M,978327,EUR,972604800,F,11,11,False,16.0,8.0,2.0,1.0,0.0,5.0,6.0,4.0,12.0,9.0,1.0,3.0,3.0,,,,,59.0,36.0,6.9,12.0,0.0108162,,1,,1.0,1.0,3.0,,2.0,2.0,2.0,,1.0,3.0,1.0,1.0,0.0165,2.0,1.0,,2.0,1.0,,,1.0,,,,,,
12421121,home,Oud-Heverlee Leuven,Chukwubuikem Ikwuemesi,,,ikwuemesi-chukwubuikem,C. Ikwuemesi,F,19,195,417,M,1143547,EUR,996969600,F,19,19,False,12.0,9.0,2.0,2.0,0.0,5.0,5.0,4.0,8.0,7.0,1.0,6.0,4.0,,,,,90.0,37.0,7.4,16.0,0.0199085,1.0,3,,4.0,2.0,16.0,5.0,4.0,,1.0,1.0,,1.0,2.0,3.0,0.1242,1.0,,1.0,1.0,2.0,,,1.0,2.0,0.328,1.0,,,
12421121,home,Oud-Heverlee Leuven,William Balikwisha,,,william-balikwisha,W. Balikwisha,M,21,174,684,M,943881,EUR,926467200,F,21,21,False,23.0,20.0,1.0,,0.0,14.0,16.0,7.0,10.0,,2.0,3.0,,,,,,72.0,39.0,6.9,9.0,0.0273531,,2,,,,2.0,2.0,,,1.0,,,,,1.0,0.0764,3.0,1.0,2.0,,2.0,,,,,,,,,
12421121,home,Oud-Heverlee Leuven,Stefan Mitrović,,,stefan-mitrovic,S. Mitrović,F,75,181,893,M,1019892,EUR,1029369600,F,23,23,True,14.0,11.0,1.0,,0.0,6.0,6.0,5.0,8.0,1.0,,4.0,,,,,,31.0,19.0,6.8,5.0,0.119131,1.0,0,,,,2.0,,1.0,1.0,,,,,1.0,,,,,,,2.0,,,1.0,,,,,,
12421121,home,Oud-Heverlee Leuven,Youssef Maziz,,,youssef-maziz,Y. Maziz,M,10,175,445,M,862821,EUR,898646400,M,10,10,True,7.0,5.0,2.0,,0.0,2.0,2.0,5.0,9.0,,,,,,,,,18.0,15.0,6.7,5.0,0.209013,1.0,0,,,,,,,,,,,,,,,4.0,2.0,,,,,,,,,,,,
12421121,home,Oud-Heverlee Leuven,Mickaël Biron,,,mickael-biron,M. Biron,F,7,170,132,M,986817,EUR,872553600,F,7,7,True,7.0,4.0,,,0.0,2.0,2.0,2.0,6.0,2.0,,1.0,1.0,,,,,18.0,11.0,6.5,5.0,0.00521017,,1,,,1.0,1.0,,,,,,,,,,0.2496,1.0,,,,1.0,,1.0,1.0,1.0,0.4085,,,,
12421121,home,Oud-Heverlee Leuven,Óscar Gil,,,oscar-gil,Ó. Gil,D,27,175,90,M,959820,EUR,893548800,D,27,27,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,2.0,,,,,,,,10.0,4.0,6.7,1.0,1.795e-05,,1,,,1.0,,,,,,,,1.0,,,0.0214,,,1.0,1.0,,,,,,,,,,
12421121,home,Oud-Heverlee Leuven,Thibault Vlietinck,,,thibault-vlietinck,T. Vlietinck,D,77,178,57,M,823046,EUR,871948800,D,77,77,True,6.0,3.0,,,0.0,1.0,2.0,2.0,4.0,,,,,,,,,10.0,9.0,6.4,3.0,0.00382665,,0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
12421121,home,Oud-Heverlee Leuven,Owen Jochmans,Owen Jochmans,,owen-jochmans,O. Jochmans,G,61,185,30,M,1085907,EUR,1043625600,G,61,61,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
