match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_totalClearance,stat_fouls,stat_unsuccessfulTouch,stat_outfielderBlock,stat_interceptionWon,stat_keyPass,stat_bigChanceCreated,stat_penaltyConceded,stat_bigChanceMissed,stat_hitWoodwork,captain,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,player_sofascoreId,stat_totalOffside,player_firstName,player_lastName,stat_goals,stat_lastManTackle,stat_punches,stat_clearanceOffLine,stat_errorLeadToAShot
12946553,home,Internacional,Sergio Rochet,sergio-rochet,S. Rochet,G,1,190,2554,M,581060,EUR,732844800,G,1,1,False,25.0,18.0,11.0,4.0,0.0,16.0,17.0,2.0,8.0,2.0,2.0,1.0,2.0,90.0,28.0,6.7,7.0,0.00061266,0,0.3494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12946553,home,Internacional,Bruno Gomes,bruno-gomes,B. Gomes,D,15,175,903,M,995071,EUR,986342400,D,15,15,False,41.0,33.0,4.0,2.0,0.0,10.0,12.0,25.0,33.0,4.0,,,,90.0,67.0,6.9,14.0,0.0639726,2,,4.0,2.0,1.0,4.0,5.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,0.0496,0.0895,,,,,,,,,,,,,,,,,,,,,,,,
12946553,home,Internacional,Agustín Rogel,agustin-rogel,A. Rogel,D,3,190,476,M,875293,EUR,877046400,D,18,18,False,20.0,20.0,,,0.0,16.0,16.0,4.0,4.0,,,,,45.0,21.0,6.3,,0.0108461,0,,,,1.0,2.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12946553,home,Internacional,Vitão,vitao,Vitão,D,44,185,3503,M,876625,EUR,949449600,D,44,44,False,41.0,38.0,5.0,5.0,0.0,24.0,25.0,14.0,16.0,2.0,,,,90.0,48.0,7.0,4.0,0.00911285,1,,,,3.0,2.0,5.0,,,1.0,,2.0,2.0,,0.0172,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12946553,home,Internacional,Alexandro Bernabei,alexandro-bernabei,A. Bernabei,D,26,169,2144,M,989200,EUR,969753600,D,26,26,False,44.0,35.0,6.0,4.0,0.0,13.0,14.0,23.0,33.0,5.0,,,,90.0,78.0,6.7,21.0,0.0379147,1,,3.0,1.0,2.0,9.0,5.0,3.0,4.0,1.0,,3.0,2.0,,0.032,,1.0,2.0,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12946553,home,Internacional,Rômulo Zwarg,romulo,R. Zwarg,M,23,182,491,M,989384,EUR,951868800,M,40,40,False,30.0,25.0,3.0,1.0,0.0,16.0,19.0,9.0,11.0,2.0,,,,80.0,43.0,7.1,5.0,0.0102407,1,,,,1.0,3.0,5.0,2.0,,1.0,,3.0,2.0,1.0,0.0194,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12946553,home,Internacional,Thiago Maia,thiago-maia,T. Maia,M,29,179,1392,M,358550,EUR,859075200,M,29,29,False,33.0,29.0,1.0,1.0,0.0,14.0,14.0,15.0,19.0,5.0,,,,73.0,36.0,6.7,4.0,0.049177,0,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
12946553,home,Internacional,Bruno Tabata,bruno-tabata,B. Tabata,M,17,175,1114,M,845433,EUR,859680000,M,17,17,False,12.0,9.0,3.0,2.0,0.0,5.0,6.0,6.0,9.0,1.0,,,,63.0,31.0,6.7,10.0,0.108844,2,,3.0,2.0,2.0,7.0,2.0,,2.0,2.0,,,,,0.0932,,4.0,2.0,1.0,3.0,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,
12946553,home,Internacional,Alan Patrick,alan-patrick,A. Patrick,M,10,177,6630,M,124997,EUR,674092800,M,10,10,False,45.0,39.0,3.0,1.0,0.0,10.0,10.0,31.0,41.0,7.0,,,,90.0,69.0,7.1,19.0,0.193991,3,,6.0,2.0,,10.0,4.0,,6.0,1.0,1.0,2.0,2.0,,0.2652,0.2088,,,2.0,1.0,,,5.0,,,,,True,4.0,2.0,1.0,,,,,,,,,
12946553,home,Internacional,Wesley Ribeiro,wesley,W. Ribeiro,M,21,175,1823,M,985766,EUR,922752000,M,21,21,False,17.0,14.0,,,0.0,2.0,2.0,13.0,17.0,4.0,,,,64.0,36.0,7.5,8.0,0.176715,1,,2.0,1.0,1.0,6.0,7.0,2.0,4.0,1.0,,1.0,1.0,3.0,0.0187,,,,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,2.0,,,,,,,,,,
