match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_errorLeadToAShot,stat_outfielderBlock,stat_penaltyConceded,stat_blockedScoringAttempt,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_totalOffside,player_sofascoreId,stat_penaltyWon
14109759,home,Gençlerbirliği,Henry Onyekuru,henry-onyekuru,H. Onyekuru,F,7,175,741,M,809220,EUR,865468800,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109759,home,Gençlerbirliği,Ayaz Özcan,ayaz-ozcan,A. Özcan,F,16,186,32,M,2311147,EUR,1254355200,F,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Ayaz Özcan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109759,away,Trabzonspor,André Onana,andre-onana,A. Onana,G,24,190,53710,M,787498,EUR,828403200,G,24,24,False,25.0,20.0,8.0,4.0,0.0,20.0,22.0,,3.0,,5.0,,4.0,,5.0,,90.0,32.0,6.5,5.0,0.00010602,88.579682472601,9.0,56.28,18.375,0.3401,0,-0.2795,-0.01,0.06,-0.4,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndréOnana24,
14109759,away,Trabzonspor,Wagner Pina,wagner-pina,W. Pina,M,20,180,484,M,1513625,EUR,1036281600,D,20,20,False,49.0,42.0,4.0,1.0,1.0,21.0,23.0,21.0,26.0,2.0,3.0,,,,,,90.0,70.0,6.0,10.0,0.273251,99.109252787094,15.0,22.05,14.49,,0,,0.25,0.07,-0.77,,,,3.0,5.0,5.0,2.0,,,,,4.0,,1.0,1.0,,2.0,,,,,4.0,,,,,,,,1.0,1.0,1.0,,16.730708173894,1.0,,,
14109759,away,Trabzonspor,Stefan Savić,stefan-savic,S. Savić,D,15,186,1710,M,76265,EUR,663292800,D,15,15,False,27.0,22.0,4.0,1.0,0.0,15.0,15.0,7.0,12.0,3.0,1.0,,,,,,40.0,34.0,6.2,6.0,0.00160728,65.115088734099,8.0,45.465,19.215,,0,,0.04,0.03,-0.32,,,,,2.0,1.0,,,,,1.0,,,1.0,1.0,True,1.0,,,,,,,,,,,,,,,,,,,,,
14109759,away,Trabzonspor,Arseniy Batagov,arsenii-batahov,A. Batagov,D,44,185,941,M,981395,EUR,1015286400,D,44,44,False,90.0,80.0,8.0,4.0,0.0,45.0,48.0,35.0,42.0,6.0,8.0,,,,,,90.0,109.0,7.2,11.0,0.0164299,484.59711150762,48.0,316.995,57.96,,1,,0.25,0.28,-0.34,,,,,2.0,6.0,,1.0,,,1.0,4.0,,1.0,,,1.0,1.0,1.0,,,1.0,0.3333,,-0.07,,,,,1.0,,,1.0,79.391939265625,2.0,,,
14109759,away,Trabzonspor,Arif Boşluk,arif-bosluk,A. Boşluk,D,24,183,173,M,1138095,EUR,1054857600,D,77,77,False,27.0,25.0,,,0.0,11.0,11.0,14.0,16.0,1.0,,,,,,,64.0,48.0,5.7,8.0,0.0404437,32.822110246655,6.0,17.43,8.085,,0,,0.06,0.06,-0.8,,Arif Bosluk,,1.0,3.0,5.0,1.0,2.0,1.0,1.0,,4.0,1.0,,,,,,,,,3.0,,,,1.0,,,,2.0,,,,,,,,
14109759,away,Trabzonspor,Benjamin Bouchouari,benjamin-bouchouari,B. Bouchouari,M,8,165,2367,M,1046446,EUR,1005609600,M,8,8,False,37.0,33.0,2.0,1.0,0.0,14.0,17.0,19.0,20.0,,4.0,,,,,,90.0,46.0,6.5,6.0,0.0280123,72.383040321677,10.0,16.905,6.93,,1,,0.08,0.08,-0.2,,,,,1.0,2.0,,,,,1.0,1.0,2.0,1.0,,,1.0,,1.0,,,1.0,0.0334,,-0.23,,1.0,,,,,,,16.293985270645,1.0,,,
14109759,away,Trabzonspor,Ozan Tufan,ozan-tufan,O. Tufan,M,11,182,2045,M,251907,EUR,795916800,M,11,11,False,42.0,39.0,4.0,3.0,0.0,19.0,21.0,20.0,21.0,,3.0,,,,,,90.0,48.0,6.2,4.0,0.117211,110.59661850758,16.0,47.565,15.75,,0,,0.2,0.12,-0.44,,,,1.0,6.0,,2.0,1.0,,,1.0,,,,1.0,,2.0,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,
14109759,away,Trabzonspor,Oleksandr Zubkov,oleksandr-zubkov,O. Zubkov,M,22,182,1318,M,353282,EUR,839030400,M,22,22,False,37.0,32.0,3.0,2.0,0.0,8.0,8.0,24.0,29.0,,5.0,,,,,,90.0,64.0,6.9,19.0,0.179513,214.01323655297,21.0,152.355,32.76,,2,,-0.18,0.28,-0.31,,,,11.0,5.0,5.0,1.0,,6.0,4.0,,,2.0,1.0,1.0,,1.0,,1.0,,,,0.0975,,-0.18,,,,1.0,2.0,1.0,,,123.37389394175,7.0,2.0,,1.0
14109759,away,Trabzonspor,Ernest Muçi,ernest-muci,E. Muçi,M,10,180,5691,M,924670,EUR,984960000,M,10,10,False,36.0,33.0,2.0,2.0,1.0,14.0,15.0,19.0,21.0,,1.0,,,,,,90.0,55.0,7.6,9.0,0.218652,127.19659036888,17.0,90.405,15.435,,4,,0.32,0.18,-0.22,,,,5.0,2.0,2.0,1.0,,1.0,,,2.0,2.0,,,,,,2.0,2.0,1.0,2.0,1.588,1.3215,0.34,,,,,1.0,2.0,,,,,,ernest_muci,
14109759,away,Trabzonspor,Danylo Sikan,sikan-danylo,D. Sikan,F,14,185,1357,M,945479,EUR,987379200,M,14,14,False,25.0,20.0,,,0.0,10.0,11.0,10.0,14.0,,3.0,,,,,,64.0,32.0,5.9,7.0,0.0427197,161.00504917818,16.0,54.39,29.085,,2,,-0.39,0.47,-0.29,,,,,4.0,3.0,,2.0,,,,1.0,,1.0,3.0,,,1.0,1.0,1.0,,,0.3044,0.3462,-0.52,,,,,2.0,,1.0,,68.676327352607,3.0,,,
14109759,away,Trabzonspor,Felipe Augusto,felipe-augusto,F. Augusto,F,99,187,1396,M,1106681,EUR,1077062400,F,99,99,False,7.0,6.0,,,0.0,2.0,2.0,4.0,5.0,,,,,,,,90.0,16.0,7.9,6.0,0.00455474,33.538568557812,4.0,15.12,11.865,,3,,-0.12,0.01,-0.06,,Felipe Augusto,,,10.0,1.0,,1.0,1.0,,,,3.0,,4.0,,4.0,1.0,,3.0,2.0,,0.4096,1.4392,0.87,,1.0,,,,,,,14.285522776573,1.0,,,
14109759,away,Trabzonspor,Serdar Saatçı,serdar-saatci,S. Saatçı,D,15,190,431,M,1084880,EUR,1045180800,D,29,29,True,34.0,31.0,1.0,1.0,0.0,22.0,24.0,9.0,10.0,5.0,2.0,,,,,,50.0,42.0,6.5,4.0,0.00331387,116.19167125394,15.0,67.62,18.69,,0,,0.03,0.09,-0.28,,Serdar Saatci,,,3.0,6.0,,1.0,,,,2.0,,,2.0,,,4.0,,,,1.0,,,,,,,,,,,,,,,,
14109759,away,Trabzonspor,Cihan Çanak,cihan-canak,C. Çanak,M,99,175,582,M,1127335,EUR,1106524800,F,61,61,True,11.0,9.0,1.0,1.0,0.0,3.0,3.0,6.0,8.0,1.0,1.0,,,,,,26.0,19.0,6.7,5.0,0.111469,32.076108547268,4.0,16.275,14.7,,0,,0.06,0.03,-0.04,,Cihan Canak,,,2.0,3.0,1.0,,,,,,,,1.0,,,3.0,,,,,,,,,,,,1.0,,,,15.698027392001,1.0,,,
14109759,away,Trabzonspor,Kazeem Olaigbe,kazeem-olaigbe,K. Olaigbe,F,70,178,767,M,1004346,EUR,1041465600,F,70,70,True,11.0,7.0,1.0,1.0,0.0,,1.0,7.0,10.0,,2.0,,,,,,26.0,20.0,6.6,7.0,0.00643959,81.783306351839,8.0,56.07,19.425,,1,,-0.38,0.19,-0.01,,,,1.0,1.0,4.0,,,4.0,4.0,,,2.0,,1.0,,,,,1.0,,,0.0131,0.1795,-0.04,,,,,,,,,23.751733599887,1.0,1.0,,
14109759,away,Trabzonspor,Onuralp Çevikkan,onuralp-cevikkan,O. Çevikkan,G,25,190,370,M,1417078,EUR,1136160000,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Onuralp Cevikkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109759,away,Trabzonspor,Ahmet Doğan Yıldırım,ahmet-dogan-yildirim,A. D. Yıldırım,G,88,194,225,M,1907056,EUR,1162339200,G,88,88,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Ahmet Doğan Yıldırım,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109759,away,Trabzonspor,Turan Deniz Tuncer,turan-deniz-tuncer,T. D. Tuncer,D,18,181,24,M,1974427,EUR,1168214400,D,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Turan Deniz Tuncer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109759,away,Trabzonspor,Taha Emre Ince,taha-emre-ince,T. E. İnce,D,92,186,130,M,1974398,EUR,1185408000,D,92,92,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Taha Emre İnce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109759,away,Trabzonspor,Onuralp Çakıroğlu,onuralp-cakiroglu,O. Çakıroğlu,F,17,177,195,M,1823965,EUR,1196812800,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Onuralp Çakıroğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109759,away,Trabzonspor,Esat Yigit Alkurt,esat-yigit-alkurt,E. Y. Alkurt,F,91,182,35,M,1974355,EUR,1172102400,F,91,91,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Esat Yiğit Alkurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
