match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_interceptionWon,player_firstName,player_lastName,captain,stat_aerialWon,stat_penaltyWon,stat_keyPass,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,stat_penaltyFaced,stat_outfielderBlock,stat_penaltyConceded
14288840,home,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9533,M,anatoliytrubin81,966616,EUR,996624000,G,1,1,False,18.0,13.0,7.0,2.0,0.0,11.0,14.0,2.0,4.0,7.0,1.0,2.0,1.0,2.0,90.0,27.0,7.3,5.0,0.00041302,6.150590540753,1.0,4.83,4.83,0.4078,0,0.4269,0.0,-0.02,0.14,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288840,home,Benfica,Amar Dedić,amar-dedic,A. Dedić,D,17,180,5379,M,,1102791,EUR,1029628800,D,17,17,False,61.0,52.0,2.0,,0.0,24.0,27.0,28.0,34.0,5.0,,,,,90.0,90.0,7.0,12.0,0.0201952,229.31743278462,21.0,48.405,22.785,,1,,-0.38,0.33,0.26,,1.0,6.0,7.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,0.0598,77.058892131637,3.0,-0.36,,,,,,,,,,,,,,,,,
14288840,home,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186,2711,M,,983542,EUR,1021507200,D,44,44,False,51.0,47.0,6.0,5.0,0.0,32.0,35.0,15.0,16.0,2.0,,,,,56.0,58.0,7.3,6.0,0.025696,190.96645378722,22.0,103.53,27.825,,0,,0.25,0.12,0.27,,,1.0,1.0,,1.0,,,,3.0,1.0,1.0,,,,,46.370714437573,2.0,,1.0,,,,,,,,,,,,,,,,
14288840,home,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,Notamendi30,74915,EUR,571622400,D,30,30,False,70.0,66.0,7.0,5.0,0.0,47.0,47.0,19.0,23.0,4.0,,,,,90.0,81.0,7.8,6.0,0.0189276,302.53417440489,43.0,126.63,14.805,,0,,0.26,0.23,0.23,,1.0,2.0,3.0,,,1.0,1.0,,4.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,True,1.0,1.0,1.0,,,,,,,,,,
14288840,home,Benfica,Samuel Dahl,dahl-samuel,S. Dahl,D,26,171,2179,M,,993101,EUR,1046736000,D,26,26,False,50.0,43.0,4.0,3.0,0.0,22.0,22.0,21.0,28.0,2.0,,,,,90.0,74.0,7.6,9.0,0.0361038,136.36743335106,15.0,83.58,31.185,,1,,0.18,0.07,0.29,,,1.0,7.0,,,1.0,,,3.0,6.0,3.0,,1.0,,0.0337,34.186668293357,1.0,-0.24,1.0,,,,,,1.0,2.0,1.0,1.0,0.1183,,,,,,
14288840,home,Benfica,Richard Ríos,richard-rios,R. Ríos,M,8,185,34088,M,richardrios,1015292,EUR,959904000,M,20,20,False,47.0,40.0,5.0,2.0,0.0,16.0,19.0,24.0,28.0,3.0,,,,,90.0,65.0,7.4,13.0,0.0681874,128.54477547167,16.0,43.995,17.325,,0,,0.29,0.04,0.21,,,4.0,7.0,,,3.0,2.0,,3.0,2.0,2.0,5.0,2.0,3.0,,36.552007242905,2.0,,,,,,1.0,,1.0,,,,,,,,,,
14288840,home,Benfica,Enzo Barrenechea,enzo-barrenechea,E. Barrenechea,M,5,186,6499,M,,1087316,EUR,990489600,M,5,5,False,67.0,58.0,8.0,4.0,0.0,30.0,34.0,28.0,33.0,8.0,,,,,90.0,79.0,6.9,10.0,0.019576,121.46258213561,21.0,1.575,12.81,,0,,-0.18,0.13,0.26,,2.0,3.0,6.0,,,,,,2.0,2.0,1.0,1.0,2.0,1.0,,,,,4.0,,,,2.0,,,,,,,,,,,,
14288840,home,Benfica,Gianluca Prestianni,gianluca-prestianni,G. Prestianni,M,25,165,7794,M,,1201395,EUR,1138665600,M,25,25,False,28.0,23.0,,,0.0,6.0,7.0,17.0,21.0,6.0,,,,,87.0,58.0,7.2,14.0,0.0828304,188.15371731495,18.0,108.255,45.78,,1,,0.29,0.3,0.14,,,7.0,9.0,1.0,2.0,7.0,4.0,,1.0,1.0,1.0,3.0,4.0,1.0,0.0529,90.131443771989,3.0,0.0,,Gianluca Prestianni,,,,,1.0,1.0,1.0,1.0,0.2821,,,,,,
14288840,home,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,,228364,EUR,818553600,M,8,8,False,38.0,34.0,1.0,,0.0,12.0,13.0,22.0,25.0,2.0,,,,,90.0,54.0,6.8,10.0,0.147743,81.797884904532,11.0,24.255,14.91,,2,,0.17,0.31,-0.01,,2.0,4.0,4.0,1.0,1.0,,,,,2.0,1.0,,,,0.2274,15.930066697914,1.0,-0.53,,,,,2.0,,3.0,5.0,1.0,1.0,0.2207,1.0,1.0,,,,
14288840,home,Benfica,Georgiy Sudakov,georgiy-sudakov,G. Sudakov,M,10,177,6474,M,,1123925,EUR,1030838400,M,10,10,False,30.0,21.0,1.0,,0.0,7.0,8.0,14.0,22.0,4.0,,,,,81.0,55.0,7.3,18.0,0.173705,152.41257303622,18.0,36.75,16.8,,1,,0.32,0.13,-0.07,,1.0,3.0,11.0,,,5.0,4.0,,,2.0,1.0,4.0,4.0,2.0,0.0147,,,0.16,,,,,1.0,,1.0,6.0,2.0,1.0,0.2179,,,,,,
