match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_lastManTackle,stat_errorLeadToAShot,captain,stat_bigChanceCreated,stat_shotOffTarget,player_firstName,player_lastName,player_sofascoreId,stat_totalOffside,stat_goalAssist,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim
11392842,home,Stade Rennais,Steve Mandanda,steve-mandanda,S. Mandanda,G,30,185,792,M,27029,EUR,480816000,G,30,30,False,35.0,19.0,20.0,5.0,17.0,24.0,2.0,11.0,1.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,90.0,43.0,6.8,16.0,0.0,0.0,0.00049409,0,-0.5635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392842,home,Stade Rennais,Lorenz Assignon,lorenz-assignon,L. Assignon,M,22,179,641,M,1009334,EUR,961632000,D,22,22,False,38.0,30.0,2.0,,10.0,13.0,23.0,30.0,7.0,2.0,2.0,9.0,,,,,90.0,74.0,7.1,15.0,0.0826,0.064,0.24229,2,,5.0,3.0,1.0,6.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,,,,,,,,,,,,,,,
11392842,home,Stade Rennais,Warmed Omari,omari-warmed,W. Omari,D,17,185,538,M,999030,EUR,956448000,D,23,23,False,29.0,23.0,5.0,5.0,14.0,15.0,9.0,14.0,2.0,,1.0,8.0,,,,,90.0,48.0,7.7,8.0,0.0,0.0,0.0120217,0,,,,,9.0,1.0,,,,,3.0,4.0,7.0,4.0,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,
11392842,home,Stade Rennais,Arthur Theate,arthur-theate,A. Theate,D,3,186,2210,M,965778,EUR,959212800,D,5,5,False,55.0,52.0,5.0,4.0,34.0,35.0,18.0,20.0,2.0,,3.0,4.0,,,,,90.0,62.0,6.6,3.0,0.0,0.0,0.0132991,0,,,,1.0,2.0,,,,,,,2.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,
11392842,home,Stade Rennais,Jeanuël Belocian,jeanuel-belocian,J. Belocian,D,6,186,1254,M,1173172,EUR,1108598400,D,16,16,False,36.0,28.0,1.0,1.0,11.0,14.0,18.0,24.0,2.0,,1.0,4.0,,,,,66.0,51.0,6.3,11.0,0.0,0.0,0.0117129,0,,2.0,1.0,,4.0,,,,,,,,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,
11392842,home,Stade Rennais,Benjamin Bourigeaud,benjamin-bourigeaud,B. Bourigeaud,M,19,178,962,M,324399,EUR,758505600,M,14,14,False,42.0,37.0,6.0,4.0,16.0,17.0,22.0,31.0,3.0,2.0,1.0,3.0,,,,,90.0,57.0,7.3,12.0,0.0964,0.0,0.164748,1,,6.0,1.0,,3.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,4.0,1.0,,,True,1.0,1.0,,,,,,,,,
11392842,home,Stade Rennais,Nemanja Matić,nemanja-matic,N. Matić,M,18,194,3565,M,44241,EUR,586396800,M,21,21,False,71.0,65.0,6.0,3.0,37.0,37.0,28.0,35.0,4.0,1.0,1.0,11.0,,,,,90.0,87.0,7.0,11.0,0.0,0.0,0.024451,0,,1.0,,,4.0,2.0,4.0,3.0,,,1.0,4.0,,,1.0,1.0,,,,,,,,,,,Mati,1.0,,,,,
11392842,home,Stade Rennais,Fabian Rieder,fabian-rieder,F. Rieder,M,32,181,1574,M,929620,EUR,1013817600,M,32,32,False,29.0,23.0,1.0,,6.0,8.0,17.0,21.0,1.0,1.0,,2.0,,,,,71.0,38.0,6.9,7.0,0.0,0.0,0.0266266,0,,,,,9.0,,1.0,1.0,,,,1.0,3.0,2.0,1.0,3.0,,,2.0,,,,,,,,,,,,,,
11392842,home,Stade Rennais,Ludovic Blas,ludovic-blas,L. Blas,F,10,180,1176,M,806076,EUR,883526400,F,11,11,False,15.0,12.0,,,2.0,2.0,10.0,14.0,7.0,,,5.0,,,,,66.0,27.0,7.2,9.0,0.2191,0.2711,0.39081,3,,1.0,,,1.0,1.0,3.0,1.0,1.0,,,,,,2.0,,4.0,1.0,,,,,1.0,2.0,,,,,1.0,,,,
11392842,home,Stade Rennais,Arnaud Kalimuendo,arnaud-kalimuendo,A. Kalimuendo,F,25,175,3552,M,954061,EUR,1011484800,F,9,9,False,18.0,16.0,2.0,1.0,8.0,9.0,8.0,9.0,7.0,,,1.0,,,,,71.0,34.0,6.9,9.0,0.1372,0.3384,0.0476657,2,,,,2.0,4.0,1.0,4.0,2.0,1.0,,1.0,1.0,,,2.0,1.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,,
