match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_totalOffside,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_lastManTackle,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_penaltyWon
12448278,home,Heracles Almelo,Fabian de Keijzer,fabian-de-keijzer,F. d. Keijzer,G,1,193,109,M,856743,EUR,957916800,G,1,1,False,32.0,14.0,22.0,5.0,0.0,11.0,14.0,3.0,18.0,7.0,1.0,1.0,90.0,37.0,6.5,19.0,0.00136496,0,-0.1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448278,home,Heracles Almelo,Mimeirhel Benita,mimeirhel-benita,M. Benita,D,2,176,216,M,1130308,EUR,1069027200,D,2,2,False,23.0,13.0,7.0,1.0,0.0,7.0,9.0,7.0,18.0,5.0,,,90.0,52.0,6.4,20.0,0.00822874,0,,Mimeirhel Benita,,4.0,1.0,1.0,2.0,3.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12448278,home,Heracles Almelo,Damon Mirani,damon-mirani,D. Mirani,D,4,182,56,M,318575,EUR,831945600,D,4,4,False,66.0,49.0,14.0,5.0,0.0,21.0,28.0,28.0,40.0,6.0,,,90.0,88.0,7.8,19.0,0.0291744,2,,,,2.0,,4.0,10.0,5.0,14.0,1.0,,,6.0,4.0,3.0,2.0,,,1.0,,,2.0,1.0,0.0411,,,,,,,,,,,,,,,,,,
12448278,home,Heracles Almelo,Ivan Mesík,ivan-mesik,I. Mesík,D,24,187,163,M,918484,EUR,991353600,D,24,24,False,47.0,35.0,8.0,3.0,0.0,18.0,21.0,17.0,26.0,2.0,,,90.0,67.0,6.9,15.0,0.0287544,1,,,,,,5.0,2.0,6.0,7.0,,,,9.0,,4.0,2.0,3.0,,1.0,3.0,,1.0,,0.0187,,,,,,,,,,,,,,,,,,
12448278,home,Heracles Almelo,Lorenzo Milani,lorenzo-milani,L. Milani,D,20,178,32,M,1084492,EUR,990489600,D,22,22,False,24.0,16.0,5.0,1.0,0.0,9.0,11.0,9.0,22.0,4.0,,,78.0,49.0,6.8,19.0,0.137914,1,,,,9.0,2.0,2.0,1.0,4.0,5.0,1.0,1.0,,1.0,1.0,,,1.0,,4.0,,,1.0,,0.0137,1.0,,,,,,,,,,,,,,,,,
12448278,home,Heracles Almelo,Brian De Keersmaecker,brian-de-keersmaecker,B. D. Keersmaeker,M,14,182,235,M,981222,EUR,957571200,M,14,14,False,45.0,33.0,11.0,5.0,0.0,14.0,17.0,20.0,31.0,9.0,,,79.0,61.0,7.0,19.0,0.199188,1,,,,3.0,1.0,,,4.0,3.0,1.0,2.0,1.0,,2.0,2.0,,2.0,,,2.0,,,,0.0669,1.0,True,1.0,0.083,,,,,,,,,,,,,,
12448278,home,Heracles Almelo,Sem Scheperman,scheperman-sem,S. Scheperman,M,32,188,82,M,1189738,EUR,1024790400,M,32,32,False,38.0,34.0,,,0.0,20.0,22.0,14.0,17.0,5.0,,,90.0,62.0,7.0,8.0,0.0094886,1,,,,1.0,,4.0,2.0,8.0,9.0,1.0,2.0,1.0,2.0,,5.0,2.0,2.0,,1.0,2.0,,,1.0,0.0265,,,,,1.0,,,,,,,,,,,,,
12448278,home,Heracles Almelo,Suf Podgoreanu,suf-podgoreanu,S. Podgoreanu,M,17,193,150,M,1010062,EUR,1011484800,M,29,29,False,20.0,16.0,2.0,1.0,0.0,10.0,11.0,7.0,13.0,3.0,,,79.0,33.0,7.0,7.0,0.032118,2,,,,4.0,1.0,,3.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,2.0,3.0,1.0,,0.0477,1.0,,,,1.0,,,,,,,,,,,,,
12448278,home,Heracles Almelo,Jizz Hornkamp,jizz-hornkamp,J. Hornkamp,F,19,180,683,M,914392,EUR,889228800,M,9,9,False,13.0,8.0,2.0,1.0,0.0,4.0,4.0,5.0,10.0,2.0,,,90.0,24.0,6.7,7.0,0.285951,2,,,,1.0,1.0,5.0,1.0,11.0,3.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,4.0,,1.0,,0.0772,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,
12448278,home,Heracles Almelo,Mario Engels,mario-engels,M. Engels,M,8,183,72,M,132674,EUR,751248000,M,8,8,False,21.0,19.0,,,1.0,7.0,8.0,14.0,21.0,4.0,,,89.0,45.0,7.2,17.0,0.718796,2,,,,8.0,2.0,1.0,,9.0,3.0,,3.0,1.0,,,2.0,2.0,,,,1.0,,1.0,,0.3081,3.0,,,,1.0,5.0,2.0,,,,,,,,,,,
