match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_aerialLost,stat_errorLeadToAShot,stat_totalCross,stat_fouls,stat_keyPass,player_sofascoreId,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_shotOffTarget,stat_totalOffside,captain,stat_goals,stat_punches,stat_ownGoals
13815413,home,Al-Ittihad,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192.0,2722,M,188107,EUR,815097600,G,1,1,False,14.0,12.0,3.0,1.0,0.0,12.0,13.0,1.0,6.0,1.0,1.0,1.0,90.0,21.0,7.0,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13815413,home,Al-Ittihad,Muhannad Shanqeeti,muhannad-shanqeeti,M. Shanqeeti,D,13,173.0,417,M,894437,EUR,921196800,D,13,13,False,45.0,37.0,3.0,1.0,0.0,21.0,23.0,22.0,5.0,,,,90.0,67.0,7.6,11.0,0,16.0,1.0,4.0,6.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
13815413,home,Al-Ittihad,Saad Al-Mousa,saad-al-mousa,S. Al-Mousa,D,6,182.0,373,M,1134250,EUR,1039478400,D,6,6,False,58.0,52.0,7.0,4.0,0.0,43.0,44.0,14.0,6.0,,,,90.0,75.0,7.6,7.0,0,9.0,1.0,1.0,5.0,,,,,7.0,2.0,2.0,2.0,2.0,1.0,2.0,Saad Al-Mousa,,1.0,1.0,,,,,,,,,,,,,,,
13815413,home,Al-Ittihad,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179.0,398,M,847235,EUR,712627200,D,15,15,False,35.0,33.0,3.0,1.0,0.0,18.0,18.0,17.0,1.0,,,,71.0,40.0,6.7,2.0,0,15.0,1.0,1.0,1.0,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
13815413,home,Al-Ittihad,Mario Mitaj,mitaj-mario,M. Mitaj,D,12,180.0,1741,M,1006089,EUR,1060128000,D,12,12,False,81.0,77.0,2.0,2.0,0.0,22.0,22.0,60.0,2.0,,,,90.0,99.0,7.2,11.0,0,55.0,,7.0,1.0,,3.0,2.0,,1.0,,,,,,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,
13815413,home,Al-Ittihad,N'Golo Kanté,ngolo-kante,N. Kanté,M,17,169.0,44806,M,234148,EUR,670204800,M,7,7,False,63.0,58.0,3.0,1.0,0.0,23.0,24.0,39.0,5.0,,,,90.0,76.0,7.4,6.0,1,35.0,,3.0,4.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,,,1.0,,,,,,1.0,,nglkante,1.0,1.0,,,,,,,,,
13815413,home,Al-Ittihad,Fabinho,fabinho,Fabinho,M,8,187.0,9249,M,243585,EUR,751334400,M,8,8,False,73.0,69.0,3.0,2.0,0.0,34.0,35.0,38.0,5.0,,,,90.0,80.0,7.2,5.0,0,35.0,,1.0,3.0,,,2.0,2.0,3.0,,,,,,1.0,,,1.0,,,,,Fabinho,,,,,,,,,,,
13815413,home,Al-Ittihad,Abdulrahman Alobud,abdulrahman-alobud,A. Alobud,M,24,174.0,531,M,872275,EUR,801964800,M,24,24,False,47.0,35.0,2.0,2.0,1.0,9.0,11.0,43.0,6.0,,,,90.0,71.0,7.7,22.0,1,27.0,,3.0,7.0,,1.0,3.0,2.0,,,,3.0,,1.0,2.0,,,1.0,,7.0,,3.0,,,,1.0,1.0,1.0,,,,,,
13815413,home,Al-Ittihad,Houssem Aouar,aouar-houssem,H. Aouar,M,10,175.0,14747,M,846081,EUR,899164800,M,10,10,False,60.0,49.0,2.0,1.0,0.0,11.0,14.0,47.0,4.0,,,,81.0,75.0,6.9,19.0,3,38.0,,6.0,3.0,,,7.0,2.0,,,,1.0,1.0,2.0,,,,,,1.0,1.0,1.0,houssem_aouar,1.0,,,,1.0,1.0,1.0,,,,
13815413,home,Al-Ittihad,Unai Hernández,unai-hernandez,U. Hernández,M,7,171.0,2275,M,1170547,EUR,1102982400,M,30,30,False,35.0,32.0,,,1.0,7.0,8.0,32.0,1.0,,,,81.0,49.0,7.0,12.0,0,26.0,,4.0,3.0,,2.0,3.0,1.0,,,,2.0,1.0,1.0,,Unai Hernandez,,,,5.0,,2.0,,,,1.0,,,,,,,,
