match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,stat_aerialWon,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceCreated,player_lastName,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAShot
12450949,home,Paris Saint-Germain,Gianluigi Donnarumma,gianluigi-donnarumma,G. Donnarumma,G,25,196.0,69953,M,donnarumma,824509,EUR,919900800,G,1,1,False,22.0,20.0,6.0,4.0,0.0,19.0,21.0,1.0,1.0,4.0,1.0,2.0,90.0,28.0,6.6,2.0,0.00037372,0,-0.7733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450949,home,Paris Saint-Germain,Achraf Hakimi,hakimi-achraf,A. Hakimi,D,2,181.0,124757,M,AHakimi,814594,EUR,910137600,D,2,2,False,88.0,83.0,6.0,6.0,0.0,36.0,37.0,49.0,56.0,11.0,,,90.0,120.0,7.9,12.0,0.115968,1,,True,5.0,2.0,1.0,5.0,8.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,0.0328,2.0,,,,,,,,,,,,,,
12450949,home,Paris Saint-Germain,Lucas Beraldo,lucas-beraldo,L. Beraldo,D,4,182.0,17502,M,lberaldo,1108441,EUR,1069632000,D,35,35,False,68.0,62.0,7.0,6.0,0.0,40.0,43.0,22.0,25.0,5.0,,,90.0,82.0,7.5,6.0,0.00653213,1,,,,,1.0,3.0,9.0,,,,,4.0,1.0,1.0,5.0,3.0,,,2.0,0.0783,,Lucas Beraldo,4.0,1.0,0.2615,,,,,,,,,,
12450949,home,Paris Saint-Germain,Lucas Hernández,lucas-hernandez,L. Hernández,D,21,183.0,10246,M,lucashernandez21,352370,EUR,824256000,D,21,21,False,38.0,34.0,2.0,1.0,0.0,31.0,34.0,3.0,4.0,7.0,,,63.0,47.0,6.8,5.0,0.00276829,0,,,,,,2.0,3.0,,,,,3.0,,,2.0,2.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,
12450949,home,Paris Saint-Germain,Nuno Mendes,nuno-mendes,N. Mendes,D,25,180.0,37370,M,nunomendes_5,989768,EUR,1024444800,D,25,25,False,72.0,61.0,6.0,6.0,0.0,28.0,33.0,33.0,41.0,6.0,,,90.0,102.0,8.0,17.0,0.533098,1,,,2.0,,,5.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,1.0,0.0438,3.0,,,,,1.0,2.0,,,,,,,,
12450949,home,Paris Saint-Germain,Kang-in Lee,kang-in-lee,K. Lee,M,19,173.0,19307,M,kanginlee,917087,EUR,982540800,M,19,19,False,54.0,51.0,7.0,7.0,1.0,20.0,20.0,35.0,42.0,5.0,,,90.0,79.0,8.6,11.0,0.685111,2,,,8.0,4.0,,7.0,7.0,2.0,4.0,2.0,1.0,,,,1.0,1.0,2.0,3.0,3.0,0.0695,7.0,,1.0,1.0,0.1209,,1.0,,,,,,,,
12450949,home,Paris Saint-Germain,Fabián Ruiz,fabian-ruiz,F. Ruiz,M,8,189.0,21859,M,fabianruiz52,784655,EUR,828489600,M,8,8,False,61.0,58.0,9.0,8.0,0.0,28.0,29.0,30.0,32.0,8.0,,,90.0,73.0,7.5,4.0,0.0708389,0,,,,,,5.0,5.0,3.0,,,,1.0,,1.0,4.0,2.0,,1.0,1.0,,3.0,,,,,1.0,,,,,,,,,
12450949,home,Paris Saint-Germain,Senny Mayulu,mayulu-senny,S. Mayulu,M,24,183.0,21840,M,,1473491,EUR,1147824000,M,24,24,False,40.0,31.0,4.0,4.0,0.0,14.0,15.0,17.0,25.0,4.0,,,71.0,56.0,6.9,13.0,0.0686166,2,,,,,,4.0,8.0,1.0,4.0,4.0,1.0,1.0,,,3.0,1.0,1.0,1.0,1.0,0.4021,1.0,,,1.0,0.3205,2.0,,,2.0,,,,,,
12450949,home,Paris Saint-Germain,Ousmane Dembélé,ousmane-dembele,O. Dembélé,F,10,178.0,239383,M,ODembélé,818244,EUR,863654400,F,10,10,False,49.0,36.0,4.0,3.0,0.0,8.0,9.0,29.0,41.0,1.0,,,90.0,69.0,8.2,20.0,0.428556,8,,,1.0,1.0,,8.0,2.0,,7.0,2.0,4.0,,,,,,,,2.0,1.4496,2.0,,,2.0,1.1036,1.0,,,1.0,2.0,2.0,,,,
12450949,home,Paris Saint-Germain,Gonçalo Ramos,goncalo-ramos,G. Ramos,F,9,185.0,23725,M,goncaloramos88,934510,EUR,992995200,F,9,9,False,10.0,9.0,,,0.0,4.0,4.0,5.0,6.0,2.0,,,63.0,18.0,6.6,1.0,0.0426117,5,,,,,,1.0,3.0,,,,2.0,,1.0,,,,,1.0,1.0,1.1849,,,2.0,2.0,1.0826,,,,2.0,1.0,,2.0,,,
12450949,home,Paris Saint-Germain,Bradley Barcola,barcola-bradley,B. Barcola,F,29,182.0,37510,M,bradley_b,996952,EUR,1030924800,F,29,29,False,33.0,26.0,1.0,1.0,0.0,6.0,8.0,20.0,25.0,5.0,,,79.0,48.0,6.4,13.0,0.122616,3,,,,,,7.0,3.0,1.0,4.0,,1.0,,,1.0,1.0,,2.0,1.0,2.0,0.7252,1.0,,1.0,2.0,0.4999,,1.0,,2.0,,,,,,
12450949,home,Paris Saint-Germain,Willian Pacho,willian-pacho,W. Pacho,D,51,187.0,25491,M,pachowilliam,979480,EUR,1003190400,D,51,51,True,23.0,22.0,2.0,2.0,0.0,10.0,11.0,12.0,12.0,2.0,,,27.0,27.0,6.6,2.0,0.00532847,0,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
12450949,home,Paris Saint-Germain,Désiré Doué,desire-doue,D. Doué,F,14,181.0,91970,M,DD14,1154605,EUR,1117756800,F,14,14,True,18.0,13.0,,,0.0,4.0,4.0,9.0,14.0,1.0,,,27.0,29.0,7.3,8.0,0.181034,2,,,,,,1.0,3.0,,2.0,1.0,1.0,,,2.0,1.0,1.0,2.0,1.0,,0.0874,1.0,Désiré Doué,,,,,1.0,,,1.0,,,,,
12450949,home,Paris Saint-Germain,Vitinha,vitinha,Vitinha,M,17,172.0,50484,M,vitinha,902029,EUR,950400000,M,17,17,True,22.0,19.0,5.0,4.0,0.0,5.0,7.0,14.0,15.0,2.0,,,19.0,23.0,6.7,3.0,0.0204298,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
