match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_accurateLongBalls,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_outfielderBlock,player_sofascoreId,captain,stat_accurateCross,stat_wasFouled,stat_shotOffTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches
13472835,home,Fluminense,Fábio,,,fabio,Fábio,G,1,188.0,4344,M,17785,EUR,339120000,G,1,1,False,17.0,13.0,4.0,0.0,13.0,14.0,3.0,1.0,5.0,2.0,90.0,22.0,6.8,4.0,2.427e-05,0,0.1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472835,home,Fluminense,Samuel Xavier,,,xavier-samuel,S. Xavier,D,2,166.0,1621,M,795773,EUR,644630400,D,2,2,False,55.0,49.0,2.0,0.0,16.0,17.0,38.0,2.0,4.0,,80.0,79.0,7.8,13.0,0.0724721,2,,33.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0889,0.452,1.0,,,,,,,,,,,,,,,,,,
13472835,home,Fluminense,Ignácio,,,ignacio,Ignácio,D,4,192.0,1704,M,958382,EUR,849398400,D,4,4,False,78.0,72.0,4.0,0.0,54.0,55.0,23.0,5.0,2.0,,90.0,91.0,7.0,9.0,0.00499038,0,,18.0,,,6.0,3.0,2.0,,,,,1.0,1.0,1.0,3.0,,,,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
13472835,home,Fluminense,Thiago Silva,,,thiago-silva,T. Silva,D,3,181.0,42324,M,33541,EUR,464659200,D,3,3,False,76.0,70.0,7.0,0.0,58.0,61.0,15.0,10.0,4.0,,90.0,91.0,7.7,6.0,0.120052,1,,12.0,,1.0,1.0,4.0,,,1.0,,1.0,1.0,,,,0.1185,,1.0,3.0,3.0,,,,1.0,ThiagoSilva,True,,,,,,,,,,
13472835,home,Fluminense,Renê,,,rene,Renê,D,6,174.0,1464,M,243113,EUR,716428800,D,6,6,False,48.0,42.0,5.0,0.0,25.0,26.0,22.0,4.0,4.0,,90.0,75.0,7.2,11.0,0.105908,1,,17.0,4.0,4.0,8.0,2.0,1.0,,1.0,,3.0,1.0,1.0,,2.0,0.0169,,1.0,3.0,,1.0,,,,,,1.0,1.0,,,,,,,,
13472835,home,Fluminense,Hércules,,,hercules,Hércules,M,35,178.0,3079,M,1104068,EUR,972000000,M,35,35,False,50.0,45.0,4.0,0.0,19.0,20.0,30.0,,3.0,,90.0,62.0,7.6,8.0,0.0399244,1,,26.0,1.0,,2.0,7.0,1.0,,,,1.0,5.0,4.0,2.0,1.0,0.0227,,1.0,4.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,
13472835,home,Fluminense,Facundo Bernal,,,bernal-facundo,F. Bernal,M,5,187.0,1705,M,1177404,EUR,1061424000,M,5,5,False,52.0,48.0,8.0,0.0,26.0,26.0,26.0,1.0,8.0,,80.0,61.0,7.3,5.0,0.537554,2,,22.0,,1.0,2.0,4.0,,,2.0,,,3.0,,1.0,,0.0615,,1.0,7.0,,1.0,,,,,,,1.0,,1.0,,,,,,
13472835,home,Fluminense,Agustín Canobbio,,,agustin-canobbio,A. Canobbio,M,17,175.0,3082,M,846413,EUR,907200000,M,17,17,False,40.0,35.0,,0.0,7.0,8.0,32.0,,6.0,,89.0,64.0,7.5,16.0,0.452353,1,,28.0,7.0,1.0,6.0,7.0,2.0,,1.0,,2.0,2.0,1.0,3.0,2.0,0.0381,,4.0,,,,2.0,1.0,,,,2.0,4.0,,2.0,,,,,,
13472835,home,Fluminense,Luciano Acosta,,,luciano-acosta,L. F. Acosta,M,32,160.0,3376,M,548030,EUR,770342400,M,32,32,False,28.0,23.0,1.0,0.0,5.0,5.0,23.0,,2.0,,81.0,44.0,7.0,13.0,0.200433,2,,18.0,2.0,,5.0,4.0,4.0,,,,,,,1.0,1.0,0.4249,,1.0,,1.0,,4.0,3.0,,,,,,2.0,,1.0,1.0,,,,
13472835,home,Fluminense,Kevin Serna,,,serna-kevin,K. Serna,M,90,181.0,3425,M,981374,EUR,882748800,M,90,90,False,28.0,25.0,1.0,0.0,12.0,12.0,16.0,,8.0,,90.0,65.0,7.1,18.0,0.0781153,6,,13.0,4.0,1.0,11.0,9.0,12.0,3.0,,,1.0,3.0,1.0,1.0,,0.4269,0.3305,2.0,1.0,1.0,1.0,,3.0,,,,,2.0,3.0,,1.0,,,,,
13472835,home,Fluminense,John Kennedy,,,john-kennedy,John Kennedy,F,99,173.0,5275,M,1087399,EUR,1021680000,F,99,99,False,25.0,19.0,1.0,0.0,5.0,5.0,20.0,,2.0,,80.0,39.0,7.0,16.0,0.0306333,3,,14.0,,,5.0,,,3.0,,,,,,6.0,1.0,0.4817,0.7714,1.0,1.0,,,4.0,,,,,,,,,1.0,1.0,,,,
13472835,home,Fluminense,Guga,,,guga,Guga,D,23,173.0,1100,M,928134,EUR,904348800,D,23,23,True,6.0,5.0,1.0,0.0,1.0,1.0,5.0,1.0,,,10.0,13.0,6.7,3.0,0.00520668,0,,4.0,2.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
13472835,home,Fluminense,Otávio,,,otavio,Otávio,M,94,173.0,1027,M,552686,EUR,768009600,M,94,94,True,8.0,8.0,,0.0,5.0,5.0,3.0,1.0,1.0,,10.0,11.0,6.9,,0.0402644,0,,3.0,,,,2.0,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,
13472835,home,Fluminense,Germán Cano,,,german-cano,G. Cano,F,14,176.0,8244,M,33238,EUR,568080000,F,14,14,True,4.0,3.0,,0.0,2.0,2.0,2.0,,,,10.0,9.0,6.1,3.0,0.00042541,1,,1.0,,1.0,1.0,,,,,,,,,2.0,,0.4508,,,,,,,,,germancano14,,,,1.0,,1.0,,1.0,,,
13472835,home,Fluminense,Lima,,,lima,Lima,M,45,181.0,1368,M,807850,EUR,834451200,M,45,45,True,8.0,8.0,,0.0,2.0,2.0,6.0,1.0,,,9.0,10.0,7.0,,0.707763,1,,6.0,,,1.0,,,,,,,,,,1.0,0.1198,,1.0,,,,,,,,,,,1.0,1.0,,,,,,
13472835,home,Fluminense,Keno,,,keno,Keno,M,11,174.0,1898,M,787607,EUR,621388800,F,11,11,True,1.0,1.0,,0.0,,,1.0,,1.0,,1.0,3.0,,2.0,0.0066168,0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472835,home,Fluminense,Vitor Eudes,,,vitor-eudes,Vitor Eudes,G,98,195.0,588,M,927666,EUR,908928000,G,98,98,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472835,home,Fluminense,Gabriel Fuentes,,,gabriel-fuentes,G. Fuentes,D,18,180.0,1577,M,927551,EUR,855446400,D,12,12,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
