match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_fouls,stat_accurateCross,stat_wasFouled,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork
11352348,home,Nottingham Forest,Matt Turner,matt-turner,M. Turner,G,30,190,1518,M,833943,EUR,772416000,G,1,1,False,27.0,16.0,20.0,9.0,11.0,13.0,5.0,14.0,1.0,5.0,4.0,1.0,2.0,1.0,90.0,38.0,6.7,12.0,0.00070559,0,-0.9078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352348,home,Nottingham Forest,Gonzalo Montiel,gonzalo-montiel,G. Montiel,D,29,175,8927,M,822933,EUR,852076800,D,29,29,False,28.0,20.0,7.0,1.0,15.0,19.0,5.0,10.0,11.0,6.0,,,,,90.0,55.0,6.7,12.0,0.0602142,0,,gonzalo_montiel29,1.0,1.0,1.0,5.0,6.0,8.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11352348,home,Nottingham Forest,Andrew Omobamidele,andrew-omobamidele,A. Omobamidele,D,2,188,720,M,983066,EUR,1024790400,D,32,32,False,27.0,23.0,3.0,1.0,19.0,23.0,4.0,4.0,3.0,2.0,,,,,90.0,33.0,6.5,4.0,0.00360272,0,,,,,1.0,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11352348,home,Nottingham Forest,Murillo,murillo,Murillo,D,5,180,9781,M,1199282,EUR,1025740800,D,40,40,False,42.0,30.0,9.0,3.0,21.0,23.0,9.0,19.0,11.0,2.0,,,,,90.0,67.0,7.9,12.0,0.00317617,0,,murillosantiago40,,,1.0,3.0,4.0,6.0,,,,4.0,2.0,2.0,,,,Murillo,,1.0,1.0,5.0,3.0,,,,,,,,,,,,
11352348,home,Nottingham Forest,Harry Toffolo,harry-toffolo,H. Toffolo,D,15,183,338,M,358218,EUR,808790400,D,15,15,False,14.0,10.0,,,7.0,9.0,5.0,8.0,5.0,1.0,,,,,90.0,38.0,7.0,8.0,0.184442,0,,,,3.0,2.0,3.0,3.0,7.0,,1.0,,,3.0,2.0,,,3.0,,,,,,,2.0,1.0,,,,,,,,,,
11352348,home,Nottingham Forest,Danilo,danilo,Danilo,M,8,177,5250,M,1064039,EUR,988502400,M,28,28,False,25.0,17.0,7.0,1.0,15.0,17.0,3.0,12.0,6.0,4.0,,,,,90.0,50.0,7.0,13.0,0.0256706,1,,Danilo,,4.0,,1.0,4.0,5.0,3.0,,,2.0,2.0,1.0,,1.0,,,,3.0,2.0,1.0,,1.0,,1.0,0.0223,,,,,,,,
11352348,home,Nottingham Forest,Orel Mangala,orel-mangala,O. Mangala,M,5,178,1576,M,793988,EUR,890179200,M,5,5,False,13.0,10.0,,,7.0,9.0,3.0,4.0,3.0,1.0,,,,,71.0,28.0,6.9,6.0,0.00094635,0,,,,,,1.0,1.0,3.0,,1.0,,4.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,
11352348,home,Nottingham Forest,Neco Williams,williams-neco,N. Williams,D,3,183,3198,M,927356,EUR,987120000,M,7,7,False,11.0,7.0,1.0,,3.0,4.0,4.0,11.0,2.0,4.0,,,,,78.0,24.0,6.7,10.0,0.00168914,1,,,,4.0,1.0,4.0,4.0,6.0,1.0,1.0,,,,,,,,,,,,1.0,2.0,,2.0,,0.0362,1.0,0.1016,,,,,,
11352348,home,Nottingham Forest,Morgan Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,171,6974,M,865912,EUR,948931200,M,10,10,False,21.0,15.0,1.0,1.0,3.0,5.0,12.0,17.0,,5.0,,,,,90.0,39.0,5.9,14.0,0.00695383,2,,Morgangibbs27,,1.0,1.0,,8.0,1.0,,3.0,,,,,,,1.0,,,5.0,1.0,,,,,,0.0381,,,True,2.0,,,,
11352348,home,Nottingham Forest,Nicolás Domínguez,nicolas-dominguez,N. Domínguez,M,16,179,3183,M,871765,EUR,898992000,M,16,16,False,17.0,12.0,2.0,,8.0,10.0,4.0,7.0,2.0,3.0,,,,,64.0,26.0,6.5,7.0,0.00067296,0,,,,,1.0,,2.0,1.0,,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,
