match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalCross,stat_aerialLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_wasFouled,stat_keyPass,stat_bigChanceMissed,stat_hitWoodwork,stat_unsuccessfulTouch,stat_interceptionWon,stat_errorLeadToAShot,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_errorLeadToAGoal,player_sofascoreId
12448369,home,AZ Alkmaar,Rome Jayden Owusu-Oduro,,,rome-jayden-owusu-oduro,R. J. Owusu-Oduro,G,1,189,1341,M,1145999,EUR,1088726400,G,1,1,False,27.0,21.0,7.0,2.0,0.0,19.0,21.0,2.0,6.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,3.0,2.0,90.0,36.0,6.1,6.0,0.00022152,0,-0.6595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448369,home,AZ Alkmaar,Seiya Maikuma,,,seiya-maikuma,S. Maikuma,D,2,179,896,M,1028330,EUR,876960000,D,16,16,False,22.0,20.0,5.0,3.0,0.0,10.0,10.0,10.0,12.0,5.0,,,2.0,,,,,,63.0,36.0,6.3,3.0,0.00937719,0,,2.0,5.0,1.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
12448369,home,AZ Alkmaar,Alexandre Penetra,,,alexandre-penetra,A. Penetra,D,5,184,386,M,1004278,EUR,999993600,D,5,5,False,91.0,78.0,6.0,3.0,0.0,53.0,57.0,25.0,35.0,4.0,,,3.0,4.0,,,,,90.0,99.0,6.9,14.0,0.031883,2,,2.0,2.0,,,2.0,1.0,,1.0,2.0,1.0,1.0,0.1414,0.1246,,,,,,,,,,,,,,,,
12448369,home,AZ Alkmaar,Bruno Martins Indi,,,bruno-martins-indi,B. M. Indi,D,4,185,169,M,116947,EUR,697507200,D,4,4,False,109.0,102.0,2.0,,0.0,73.0,74.0,29.0,35.0,4.0,,,1.0,3.0,,,,,76.0,114.0,6.6,8.0,0.0190705,0,,2.0,2.0,,1.0,,,1.0,,,,,,,True,2.0,1.0,,,,,,,,,,,,,
12448369,home,AZ Alkmaar,David Möller Wolfe,,,david-moller-wolfe,D. M. Wolfe,D,6,185,958,M,1031283,EUR,1019520000,D,18,18,False,66.0,55.0,3.0,2.0,0.0,30.0,33.0,25.0,34.0,1.0,1.0,,1.0,5.0,,,,,86.0,80.0,6.3,14.0,0.0512227,2,,1.0,5.0,,,,,1.0,1.0,3.0,1.0,1.0,0.5547,0.7665,,,,2.0,2.0,1.0,,,,,,,,,,
12448369,home,AZ Alkmaar,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186,510,M,922018,EUR,957398400,M,6,6,False,34.0,24.0,1.0,,0.0,10.0,13.0,14.0,22.0,4.0,1.0,,1.0,3.0,,,,,63.0,43.0,6.6,13.0,0.0362459,1,,4.0,3.0,,,,,,1.0,2.0,1.0,,0.0668,,,,1.0,,,,2.0,,,,,,,,,
12448369,home,AZ Alkmaar,Jordy Clasie,,,jordy-clasie,J. Clasie,M,8,169,219,M,116946,EUR,677980800,M,8,8,False,92.0,82.0,6.0,3.0,0.0,30.0,32.0,52.0,60.0,2.0,,,,8.0,,,,,90.0,100.0,7.3,11.0,0.195514,2,,,1.0,1.0,,2.0,1.0,,,,2.0,,0.0524,,,,1.0,,,1.0,2.0,1.0,,,,,,,,
12448369,home,AZ Alkmaar,Jayden Addai,,,jayden-addai,J. Addai,M,42,176,3073,M,1177723,EUR,1125014400,M,17,17,False,16.0,11.0,,,0.0,7.0,8.0,4.0,8.0,9.0,7.0,4.0,,3.0,,,,,63.0,37.0,6.6,17.0,0.0524445,1,,1.0,7.0,1.0,2.0,2.0,1.0,,,1.0,1.0,,0.2089,,,2.0,2.0,,,6.0,,,1.0,,,,,,,
12448369,home,AZ Alkmaar,Sven Mijnans,,,sven-mijnans,S. Mijnans,M,10,190,1199,M,980671,EUR,952560000,M,10,10,False,62.0,52.0,7.0,5.0,1.0,19.0,21.0,36.0,47.0,3.0,1.0,1.0,,4.0,,,,,90.0,87.0,7.9,19.0,0.409435,4,,,6.0,,4.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,0.4427,0.2291,,1.0,3.0,,,1.0,,,1.0,3.0,1.0,1.0,,,,
12448369,home,AZ Alkmaar,Ruben van Bommel,,,ruben-van-bommel,R. van Bommel,M,7,191,2030,M,1212550,EUR,1091491200,M,7,7,False,46.0,38.0,1.0,1.0,0.0,8.0,8.0,30.0,40.0,7.0,5.0,3.0,,2.0,,,,,90.0,67.0,7.9,14.0,0.739038,3,,,6.0,1.0,,3.0,3.0,2.0,2.0,1.0,2.0,,0.3921,,,1.0,4.0,,,2.0,,,,,1.0,1.0,,,,
