match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_height,stat_totalCross,stat_aerialWon,stat_unsuccessfulTouch,stat_shotOffTarget,stat_blockedScoringAttempt,stat_keyPass,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_penaltyWon,stat_penaltyMiss,captain,stat_dispossessed,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_errorLeadToAShot,stat_penaltyConceded
11048666,home,Tulsa Athletics,Riolan Mello,Riolan Mello,,riolan-mello,R. Mello,M,11,1,M,1193473,EUR,943488000.0,M,23,23,True,6.0,4.0,1.0,,1.0,2.0,3.0,5.0,,,,,,,22.0,8.0,6.8,3.0,0,,,,,,,1.0,,,,,,,1.0,,,,,2.0,,,,,,,,1.0,,,,,,,
11048666,home,Tulsa Athletics,Ciaran Winters,Ciaran,Winters,ciaran-winters,C. Winters,M,2,2,M,1019778,EUR,991094400.0,M,20,20,True,11.0,8.0,,,4.0,4.0,4.0,7.0,1.0,4.0,,,,,21.0,15.0,6.6,5.0,0,,1.0,3.0,,,,,,1.0,,,,183.0,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,
11048666,home,Tulsa Athletics,Jonathan Harris,Jonathan Harris,,jonathan-harris,J. Harris,M,17,0,M,1480286,EUR,865382400.0,M,3,3,True,14.0,8.0,,,3.0,4.0,5.0,10.0,,3.0,,,,,16.0,19.0,6.7,8.0,0,,1.0,5.0,,,,,1.0,1.0,,1.0,,,,3.0,1.0,,,,,,,,,,1.0,,,,,,,,
11048666,home,Tulsa Athletics,Rio Ramirez,Rio Ramirez,,rio-ramirez,R. Ramirez,D,20,1,M,1119613,EUR,886723200.0,D,4,4,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,183.0,,,,,,,,,,,,,,,,,,,,,
11048666,home,Tulsa Athletics,Ruben Torres,Ruben Torres,,ruben-torres,R. Torres,M,7,1,M,1193476,EUR,955929600.0,M,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11048666,home,Tulsa Athletics,Brady Moody,Brady Moody,,brady-moody,B. Moody,M,25,0,M,1480177,EUR,933638400.0,G,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11048666,away,Twin City Toucans,Victor Villarreal,Victor Villarreal,,victor-villarreal,V. Villarreal,G,21,1,M,1480195,EUR,974160000.0,G,21,21,False,22.0,11.0,14.0,3.0,8.0,11.0,3.0,11.0,1.0,14.0,2.0,4.0,,,90.0,40.0,7.5,11.0,0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,2.0,1.0,2.0,1.0,,
11048666,away,Twin City Toucans,Kyle Davis,Kyle Davis,,kyle-davis,K. Davis,D,23,0,M,1480313,EUR,936057600.0,D,23,23,False,31.0,16.0,6.0,1.0,6.0,12.0,10.0,20.0,3.0,5.0,,,,,89.0,58.0,5.8,24.0,2,2.0,11.0,5.0,1.0,4.0,1.0,,,1.0,1.0,2.0,4.0,,1.0,1.0,3.0,2.0,,1.0,,,,,,,1.0,,,,,,,,
11048666,away,Twin City Toucans,Bernabe Lopez,Bernabe Lopez,,bernabe-lopez,B. Lopez,M,15,0,M,1480174,EUR,943401600.0,D,15,15,False,35.0,24.0,6.0,,12.0,13.0,12.0,23.0,4.0,7.0,,,,,90.0,48.0,6.3,15.0,0,2.0,6.0,2.0,1.0,,,2.0,,2.0,1.0,,2.0,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,1.0,
11048666,away,Twin City Toucans,Ariel Cardozo,Ariel Cardozo,,ariel-cardozo,A. Cardozo,D,4,1,M,1480173,EUR,890611200.0,D,4,4,False,37.0,26.0,12.0,6.0,11.0,15.0,15.0,22.0,3.0,7.0,,,,,90.0,48.0,6.8,13.0,0,2.0,3.0,3.0,,1.0,1.0,3.0,2.0,,,,2.0,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0
11048666,away,Twin City Toucans,Christian Guerrero,Christian Guerrero,,christian-guerrero,C. Guerrero,F,5,0,M,1480191,EUR,1011139200.0,D,5,5,False,32.0,26.0,4.0,1.0,11.0,13.0,15.0,20.0,1.0,4.0,,,,,90.0,68.0,6.8,15.0,2,,6.0,5.0,1.0,4.0,,1.0,2.0,5.0,4.0,,1.0,,1.0,,2.0,,1.0,1.0,,,1.0,,,,,,,,,,,,
11048666,away,Twin City Toucans,Randy Martinez,Randy Martinez,,randy-martinez,R. Martinez,M,8,0,M,1480328,EUR,821404800.0,M,8,8,False,65.0,52.0,10.0,5.0,22.0,22.0,30.0,45.0,,15.0,,,,,90.0,83.0,7.1,20.0,1,1.0,4.0,5.0,1.0,2.0,1.0,1.0,3.0,3.0,,1.0,,,2.0,,3.0,1.0,,,,,,,,,1.0,,,,,,,,
11048666,away,Twin City Toucans,Jordan da Costa,Jordan da Costa,,jordan-da-costa,J. d. Costa,M,6,0,M,1480288,EUR,847929600.0,M,6,6,False,39.0,22.0,8.0,4.0,9.0,11.0,13.0,34.0,,7.0,,,,,90.0,59.0,6.6,28.0,4,,6.0,2.0,,3.0,1.0,,,,,,4.0,,6.0,1.0,2.0,1.0,1.0,3.0,,,2.0,,,True,,,,,,,,,1.0
11048666,away,Twin City Toucans,Raymundo Aguirre,Raymundo Aguirre,,raymundo-aguirre,R. Aguirre,M,13,1,M,1480322,EUR,1073606400.0,M,13,13,False,20.0,15.0,,,5.0,5.0,10.0,18.0,1.0,8.0,,,,,90.0,45.0,7.1,17.0,0,1.0,6.0,9.0,3.0,5.0,4.0,,1.0,5.0,4.0,,,,3.0,,4.0,,,1.0,,,,,,,1.0,,,,,,,,
11048666,away,Twin City Toucans,Eduardo Bonatto,,,eduardo-bonatto,E. Bonatto,M,10,0,M,982871,EUR,,M,10,10,False,26.0,20.0,1.0,,6.0,8.0,14.0,19.0,,6.0,,,,,90.0,38.0,6.6,12.0,3,1.0,4.0,5.0,,2.0,2.0,,,,,,1.0,,1.0,3.0,2.0,,2.0,1.0,,,1.0,,,,2.0,,,,,,,,
11048666,away,Twin City Toucans,David Imbert,David Imbert,,david-imbert,D. Imbert,M,24,0,M,1480209,EUR,881020800.0,M,24,24,False,21.0,15.0,3.0,2.0,1.0,4.0,15.0,21.0,,7.0,,,,,90.0,56.0,6.6,24.0,8,1.0,12.0,8.0,2.0,9.0,4.0,,1.0,,,3.0,4.0,,4.0,1.0,7.0,4.0,3.0,3.0,1.0,,1.0,,,,1.0,,,,,,,,
11048666,away,Twin City Toucans,Daniel Riley,Daniel Riley,,daniel-riley,D. Riley,F,9,0,M,1480203,EUR,692409600.0,F,9,9,False,15.0,11.0,,,3.0,3.0,8.0,13.0,,1.0,,,,,90.0,19.0,6.5,7.0,0,2.0,5.0,,,,,,1.0,,,,3.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,
