match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_aerialWon,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_clearanceOffLine,stat_hitWoodwork
12764133,home,Fenerbahçe,Dominik Livaković,dominik-livakovic,D. Livaković,G,40,186.0,12815,M,Livakovic40,190419,EUR,789609600,G,40,40,False,25.0,18.0,10.0,3.0,0.0,17.0,17.0,1.0,8.0,1.0,6.0,1.0,2.0,4.0,1.0,1.0,90.0,34.0,7.2,7.0,9.996e-05,0,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764133,home,Fenerbahçe,Bright Osayi-Samuel,bright-osayi-samuel,B. Osayi-Samuel,D,26,175.0,5509,M,,791616,EUR,883526400,D,21,21,False,17.0,13.0,,,0.0,5.0,5.0,8.0,12.0,1.0,4.0,,,,,,62.0,28.0,6.8,6.0,0.0611905,1,,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0349,1.0,,,,,,,,,,,,,,,,,,,,,
12764133,home,Fenerbahçe,Çağlar Söyüncü,caglar-soyuncu,Ç. Söyüncü,D,4,187.0,4168,M,soyuncu_caglar,758608,EUR,832809600,D,4,4,False,62.0,55.0,5.0,1.0,0.0,45.0,45.0,10.0,17.0,2.0,1.0,,,,,,90.0,71.0,6.6,7.0,0.00513596,0,,3.0,3.0,,,,,2.0,2.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
12764133,home,Fenerbahçe,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182.0,4708,M,alex_djiku,289977,EUR,776390400,D,6,6,False,67.0,63.0,1.0,1.0,0.0,52.0,54.0,12.0,14.0,3.0,3.0,,,,,,90.0,94.0,7.2,7.0,0.00605641,0,,6.0,11.0,,1.0,,,5.0,2.0,3.0,,,,2.0,,,1.0,1.0,2.0,1.0,7.0,2.0,,,,,,,,,,,
12764133,home,Fenerbahçe,Mert Müldür,mert-muldur,M. Müldür,D,18,184.0,2870,M,,836683,EUR,923097600,D,16,16,False,73.0,67.0,2.0,,0.0,46.0,48.0,21.0,25.0,,5.0,,,,,,90.0,83.0,6.9,6.0,0.00656867,0,,3.0,5.0,,,,,2.0,,2.0,,,1.0,3.0,,,,,,,2.0,2.0,,,,,,,,,,,
12764133,home,Fenerbahçe,Fred,fred,Fred,M,7,169.0,11619,M,fred08,243623,EUR,731289600,M,13,13,False,59.0,54.0,4.0,3.0,0.0,29.0,30.0,25.0,30.0,1.0,4.0,,,,,,90.0,79.0,6.8,15.0,0.0451444,1,,5.0,4.0,2.0,2.0,,1.0,,2.0,,0.011,1.0,,,,,1.0,,1.0,,2.0,,4.0,,,,,,,,,,
12764133,home,Fenerbahçe,Sofyan Amrabat,sofyan-amrabat,S. Amrabat,M,34,183.0,27456,M,sofyanamrabat,359272,EUR,840585600,M,34,34,False,62.0,52.0,4.0,2.0,0.0,35.0,38.0,17.0,25.0,,4.0,,,,,,90.0,68.0,6.7,11.0,0.0103279,0,,3.0,2.0,,,,,1.0,1.0,1.0,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,
12764133,home,Fenerbahçe,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174.0,10874,M,szymanski_11,847983,EUR,926294400,M,53,53,False,37.0,31.0,2.0,2.0,0.0,14.0,15.0,18.0,30.0,1.0,2.0,,,,,,89.0,55.0,7.0,13.0,0.0448634,0,,3.0,4.0,,,,,1.0,3.0,,,1.0,,,,,8.0,1.0,3.0,,1.0,,,,,,,,,,,,
12764133,home,Fenerbahçe,Dušan Tadić,dusan-tadic,D. Tadić,F,10,181.0,12216,M,dusantadic,38560,EUR,595987200,F,10,10,False,30.0,24.0,4.0,1.0,0.0,5.0,7.0,20.0,26.0,1.0,4.0,,,,,,79.0,49.0,7.4,12.0,1.41446,2,,5.0,6.0,2.0,2.0,2.0,,,1.0,1.0,0.2314,3.0,1.0,1.0,,,3.0,1.0,1.0,,2.0,2.0,2.0,True,1.0,1.0,2.0,0.031,,,,,
12764133,home,Fenerbahçe,Youssef En-Nesyri,youssef-en-nesyri,Y. En-Nesyri,F,21,190.0,34492,M,ennesyri15,846470,EUR,865123200,F,19,19,False,12.0,8.0,,,0.0,4.0,4.0,4.0,8.0,,2.0,,,,,,79.0,23.0,7.4,6.0,0.0101442,6,,5.0,3.0,1.0,,,1.0,,,1.0,0.8744,,3.0,3.0,,,,,,1.0,,,1.0,,,1.0,3.0,0.9472,2.0,1.0,1.0,,
