match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_fouls,stat_accurateLongBalls,stat_wonContest,stat_interceptionWon,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_goodHighClaim,stat_punches,stat_clearanceOffLine,stat_lastManTackle,stat_hitWoodwork,player_sofascoreId,stat_totalOffside
12764474,home,ŠK Slovan Bratislava,Dominik Takáč,dominik-takac,D. Takáč,G,71,195.0,239,M,886365,EUR,916099200,G,71,71,False,17.0,13.0,4.0,0.0,13.0,15.0,2.0,5.0,1.0,1.0,90.0,22.0,5.7,4.0,3.272e-05,0,-1.2207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764474,home,ŠK Slovan Bratislava,César Blackman,cesar-blackman,C. Blackman,D,28,174.0,601,M,841793,EUR,891475200,D,28,28,False,53.0,44.0,,0.0,13.0,15.0,42.0,5.0,,,90.0,80.0,6.6,18.0,0.036465,0,,31.0,4.0,2.0,8.0,7.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12764474,home,ŠK Slovan Bratislava,Guram Kashia,guram-kashia,G. Kashia,D,4,185.0,888,M,43136,EUR,552355200,D,4,4,False,66.0,60.0,,0.0,44.0,46.0,20.0,4.0,,,79.0,72.0,6.1,6.0,0.00536819,0,,16.0,,1.0,3.0,3.0,1.0,,,2.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12764474,home,ŠK Slovan Bratislava,Kenan Bajrić,kenan-bajric,K. Bajrić,D,12,190.0,155,M,230932,EUR,787881600,D,12,12,False,56.0,51.0,6.0,0.0,38.0,40.0,16.0,3.0,,,90.0,64.0,6.5,5.0,0.00666336,0,,13.0,,3.0,3.0,4.0,,,1.0,2.0,,2.0,2.0,,1.0,,,,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12764474,home,ŠK Slovan Bratislava,Siemen Voet,siemen-voet,S. Voet,D,3,190.0,124,M,997344,EUR,952300800,D,2,2,False,45.0,36.0,5.0,0.0,19.0,20.0,27.0,5.0,,,90.0,62.0,6.5,14.0,0.0213172,1,,17.0,2.0,1.0,3.0,2.0,1.0,,1.0,4.0,1.0,1.0,,,,,,1.0,3.0,1.0,,Siemen,Voet,1.0,0.0741,,,,,,,,,,,,,,,
12764474,home,ŠK Slovan Bratislava,Danylo Ignatenko,danylo-ignatenko,D. Ignatenko,M,77,189.0,342,M,793995,EUR,858211200,M,77,77,False,53.0,44.0,6.0,0.0,21.0,23.0,30.0,3.0,,,90.0,65.0,6.4,12.0,0.0238118,1,,23.0,,,6.0,6.0,2.0,1.0,1.0,3.0,,2.0,,1.0,1.0,,3.0,2.0,3.0,,,,,1.0,0.0285,0.0285,,,,,,,,,,,,,,
12764474,home,ŠK Slovan Bratislava,Kyriakos Savvidis,kyriakos-savvidis,K. Savvidis,M,88,181.0,101,M,551338,EUR,803606400,M,88,88,False,44.0,42.0,2.0,0.0,18.0,18.0,27.0,6.0,,,71.0,51.0,6.7,5.0,0.0250147,1,,24.0,1.0,,2.0,3.0,1.0,,1.0,,,,,1.0,3.0,,,,2.0,,,,,1.0,0.0225,0.1143,,,,,,,,,,,,,,
12764474,home,ŠK Slovan Bratislava,Tigran Barseghyan,tigran-barseghyan,T. Barseghyan,M,11,179.0,950,M,95494,EUR,748656000,M,11,11,False,36.0,30.0,1.0,0.0,8.0,9.0,31.0,4.0,,,87.0,61.0,7.1,16.0,0.0735394,4,,23.0,4.0,,4.0,5.0,,2.0,2.0,,,3.0,3.0,3.0,1.0,3.0,,1.0,1.0,1.0,,,,,0.0878,,1.0,2.0,2.0,,,,,,,,,,,
12764474,home,ŠK Slovan Bratislava,Marko Tolić,marko-tolic,M. Tolić,M,10,187.0,714,M,784673,EUR,836524800,M,10,10,False,63.0,59.0,7.0,0.0,28.0,28.0,48.0,5.0,,,90.0,91.0,7.6,18.0,0.266759,3,,35.0,13.0,1.0,7.0,6.0,1.0,1.0,4.0,,,2.0,2.0,,2.0,4.0,2.0,1.0,5.0,1.0,,,,1.0,0.0434,0.0153,4.0,2.0,,True,1.0,,,,,,,,,
12764474,home,ŠK Slovan Bratislava,Nino Marcelli,marcelli-nino,N. Marcelli,M,18,178.0,358,M,1397170,EUR,1117324800,M,18,18,False,16.0,15.0,,0.0,5.0,5.0,11.0,,,,72.0,30.0,6.9,5.0,0.072157,3,,10.0,,,2.0,,,2.0,,1.0,,,,2.0,,3.0,,,,,2.0,,,1.0,0.2445,,,2.0,,,,,,,,,,,,
