match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_dispossessed,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_totalCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_shotOffTarget,stat_wonTackle,stat_accurateCross,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyWon
11406796,home,Udinese,Maduka Okoye,,,maduka-okoye,M. Okoye,G,40,197,2162,M,891656,EUR,935798400,G,40,40,False,29.0,9.0,27.0,7.0,0.0,2.0,3.0,7.0,26.0,1.0,1.0,1.0,1.0,2.0,9.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,90.0,40.0,6.9,20.0,0.00385009,0,0.5634,,,,,,,,,,,,,,,,,,,,,,,,,,
11406796,home,Udinese,Nehuén Pérez,,,nehuen-perez,N. Pérez,D,18,184,3369,M,913401,EUR,961804800,D,18,18,False,28.0,20.0,4.0,2.0,0.0,15.0,19.0,5.0,9.0,,,1.0,1.0,2.0,3.0,,,,,,,,,90.0,37.0,6.4,8.0,0.00189969,0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11406796,home,Udinese,Jaka Bijol,,,jaka-bijol,J. Bijol,D,15,192,2511,M,886930,EUR,918172800,D,29,29,False,23.0,16.0,4.0,1.0,0.0,14.0,17.0,2.0,6.0,1.0,4.0,1.0,4.0,11.0,,,,,,,,,,90.0,36.0,6.6,7.0,0.208006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406796,home,Udinese,Thomas Kristensen,Thomas Kristensen,,thomas-kristensen,T. Kristensen,D,31,197,904,M,1063373,EUR,1011225600,D,31,31,False,22.0,15.0,3.0,2.0,0.0,13.0,15.0,2.0,7.0,1.0,5.0,4.0,6.0,4.0,1.0,,1.0,,,,,,,90.0,41.0,7.2,9.0,0.0176036,0,,2.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
11406796,home,Udinese,Kingsley Ehizibue,,,kingsley-ehizibue,K. Ehizibue,M,19,189,682,M,609206,EUR,801360000,M,19,19,False,8.0,4.0,1.0,,0.0,3.0,5.0,1.0,3.0,3.0,2.0,6.0,3.0,4.0,,,1.0,,,,,,,62.0,23.0,6.4,7.0,0.00021391,0,,1.0,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
11406796,home,Udinese,Lazar Samardžić,,,lazar-samardzic,L. Samardžić,M,10,183,4807,M,980624,EUR,1014508800,M,24,24,False,7.0,5.0,,,0.0,2.0,3.0,3.0,5.0,3.0,,7.0,3.0,,2.0,,3.0,,,,,,,62.0,17.0,6.9,5.0,0.00134374,2,,,,,,,1.0,2.0,1.0,,lakisamar10,1.0,1.0,1.0,1.0,1.0,0.0324,0.6019,,,,,,,,,
11406796,home,Udinese,Walace,,,walace,Walace,M,5,188,1455,M,553686,EUR,796953600,M,11,11,False,20.0,10.0,3.0,2.0,0.0,4.0,9.0,6.0,12.0,,,3.0,4.0,4.0,3.0,,1.0,,,,,,,90.0,35.0,6.5,13.0,0.00464536,0,,,1.0,,,1.0,1.0,3.0,,,,1.0,,,,1.0,,,,,,,,,,,
11406796,home,Udinese,Oier Zarraga,,,oier-zarraga,O. Zarraga,M,6,175,217,M,1009661,EUR,915408000,M,6,6,False,11.0,6.0,2.0,,0.0,5.0,6.0,1.0,5.0,,,,,,1.0,,,,,,,,,70.0,19.0,6.4,7.0,0.00118493,0,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,
11406796,home,Udinese,Hassane Kamara,,,hassane-kamara,H. Kamara,M,11,168,1023,M,351434,EUR,762825600,M,12,12,False,15.0,11.0,1.0,1.0,0.0,6.0,8.0,5.0,7.0,,2.0,2.0,2.0,3.0,5.0,,,,,,,,,70.0,29.0,6.7,8.0,0.00786287,0,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,
11406796,home,Udinese,Roberto Pereyra,,,roberto-pereyra,R. Pereyra,M,37,184,1199,M,122701,EUR,663206400,F,37,37,False,15.0,11.0,1.0,1.0,1.0,7.0,9.0,4.0,6.0,,,5.0,4.0,2.0,4.0,,1.0,,,,,,,90.0,33.0,6.8,9.0,0.00713186,1,,1.0,1.0,,,2.0,2.0,2.0,1.0,1.0,,,,,,2.0,0.031,,True,1.0,1.0,,,,,,
