match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_sofascoreId,stat_fouls,stat_totalOffside,stat_totalCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_goalkeeperValueNormalized,stat_hitWoodwork,stat_goals
14167945,home,AS Monaco,Philipp Köhn,,,philipp-kohn,P. Köhn,G,16,191.0,698,M,868964,EUR,891475200,G,16,16,False,21.0,18.0,5.0,2.0,0.0,17.0,19.0,1.0,2.0,10.0,1.0,90.0,26.0,6.4,3.0,0.00013528,0,-0.0595,0.01,-0.06,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167945,home,AS Monaco,Thilo Kehrer,,,thilo-kehrer,T. Kehrer,D,5,186.0,1925,M,281277,EUR,843264000,D,5,5,False,82.0,68.0,7.0,1.0,0.0,30.0,34.0,38.0,48.0,3.0,,90.0,97.0,7.0,14.0,0.0344556,0,,0.25,0.18,-0.08,True,2.0,2.0,3.0,6.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
14167945,home,AS Monaco,Mohammed Salisu,,,mohammed-salisu,M. Salisu,D,22,188.0,5721,M,946158,EUR,924307200,D,22,22,False,80.0,72.0,2.0,,0.0,39.0,42.0,33.0,38.0,1.0,,90.0,89.0,7.3,8.0,0.0162814,0,,0.18,0.21,0.43,,2.0,5.0,3.0,6.0,,2.0,2.0,4.0,1.0,1.0,,salisu_sarki,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
14167945,home,AS Monaco,Caio Henrique,,,caio-henrique,C. Henrique,D,12,178.0,3679,M,845170,EUR,870307200,D,12,12,False,73.0,60.0,8.0,2.0,0.0,28.0,31.0,32.0,42.0,3.0,,90.0,87.0,7.0,16.0,0.0741168,0,,0.42,0.11,-0.18,,,1.0,,4.0,,1.0,,1.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
14167945,home,AS Monaco,Krépin Diatta,,,krepin-diatta,K. Diatta,M,27,173.0,13115,M,873534,EUR,919900800,M,27,27,False,41.0,29.0,1.0,1.0,0.0,10.0,13.0,19.0,28.0,4.0,,90.0,71.0,7.1,18.0,0.0157326,2,,-0.1,-0.32,-0.07,,1.0,5.0,3.0,11.0,1.0,2.0,,3.0,5.0,3.0,1.0,krepindiatta,2.0,1.0,4.0,1.0,1.0,0.0174,-0.18,,,,,,,,,,,,,,,,
14167945,home,AS Monaco,Jordan Teze,,,jordan-teze,J. Teze,D,4,183.0,1060,M,825846,EUR,938649600,M,4,4,False,67.0,57.0,8.0,3.0,0.0,22.0,22.0,35.0,45.0,6.0,,90.0,87.0,7.3,15.0,0.132286,0,,0.34,0.13,-0.08,,,1.0,3.0,6.0,2.0,,,2.0,2.0,2.0,3.0,,,,3.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
14167945,home,AS Monaco,Mamadou Coulibaly,,,mamadou-coulibaly,M. Coulibaly,M,28,179.0,1437,M,1410148,EUR,1082505600,M,28,28,False,41.0,30.0,2.0,2.0,0.0,12.0,14.0,18.0,27.0,4.0,,82.0,50.0,6.6,13.0,0.0723928,0,,0.1,0.04,-0.09,,1.0,2.0,4.0,5.0,,,,,1.0,1.0,,,2.0,,,,,,,,,1.0,3.0,2.0,1.0,,,,,,,,,,
14167945,home,AS Monaco,Kassoum Ouattara,,,ouattara-kassoum,K. Ouattara,D,20,176.0,696,M,1397558,EUR,1097712000,M,20,20,False,15.0,11.0,,,0.0,4.0,6.0,7.0,9.0,1.0,,45.0,29.0,6.5,9.0,0.00396934,0,,-0.23,0.1,0.14,,,,1.0,2.0,,,,,1.0,1.0,1.0,,,,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,
14167945,home,AS Monaco,Maghnes Akliouche,,,maghnes-akliouche,M. Akliouche,M,11,183.0,5917,M,1130939,EUR,1014595200,F,11,11,False,30.0,28.0,,,0.0,6.0,6.0,22.0,24.0,3.0,,61.0,41.0,6.9,7.0,0.164605,2,,0.18,0.36,0.13,,1.0,,3.0,1.0,,,,1.0,1.0,,,,,,,,1.0,0.3599,0.08,,1.0,1.0,1.0,,2.0,1.0,1.0,0.2659,,,,,,,
14167945,home,AS Monaco,Aleksandr Golovin,,,aleksandr-golovin,A. Golovin,M,10,180.0,8439,M,318963,EUR,833414400,F,10,10,False,26.0,22.0,,,0.0,9.0,9.0,13.0,17.0,3.0,,61.0,35.0,6.3,6.0,0.0336884,2,,-0.05,-0.46,-0.01,,,,2.0,2.0,,1.0,,2.0,1.0,1.0,1.0,alex_golovin17,1.0,,,2.0,,0.026,-0.54,,1.0,2.0,,,,,,,,,,,,,
